target_id	length	eff_length	est_counts	tpm
ENST00000631435.1	12	3.27273	0	0
ENST00000415118.1	8	5.5	0	0
ENST00000434970.2	9	4.66667	0	0
ENST00000448914.1	13	4.27273	0	0
ENST00000632684.1	12	3.27273	0	0
ENST00000632524.1	11	3.125	0	0
ENST00000633009.1	20	8.86667	0	0
ENST00000634070.1	18	8.58333	0	0
ENST00000632963.1	20	8.86667	0	0
ENST00000633030.1	19	7.86667	0	0
ENST00000633765.1	31	10.0256	0	0
ENST00000632619.1	28	10.3571	0	0
ENST00000632968.1	17	8.27273	0	0
ENST00000633159.1	21	9.86667	0	0
ENST00000631871.1	20	8.86667	0	0
ENST00000633010.1	16	7.27273	0	0
ENST00000633379.1	37	11.0154	0	0
ENST00000632473.1	31	10.0256	0	0
ENST00000631884.1	17	8.27273	0	0
ENST00000632859.1	21	9.86667	0	0
ENST00000631895.1	23	11.25	0	0
ENST00000634154.1	16	7.27273	0	0
ENST00000632609.1	31	10.0256	0	0
ENST00000632911.1	31	10.0256	0	0
ENST00000633504.1	31	10.0256	0	0
ENST00000632304.1	17	8.27273	0	0
ENST00000632542.1	18	8.58333	0	0
ENST00000633968.1	20	8.86667	0	0
ENST00000634085.1	16	7.27273	0	0
ENST00000633353.1	31	10.0256	0	0
ENST00000631803.1	31	10.0256	0	0
ENST00000633210.1	17	8.27273	0	0
ENST00000604642.1	23	11.25	0	0
ENST00000603326.1	19	7.86667	0	0
ENST00000604950.1	31	10.0256	0	0
ENST00000603077.1	31	10.0256	0	0
ENST00000605284.1	17	8.27273	0	0
ENST00000604446.1	23	11.25	0	0
ENST00000603693.1	19	7.86667	0	0
ENST00000603935.1	31	10.0256	0	0
ENST00000604102.1	31	10.0256	0	0
ENST00000604838.1	17	8.27273	0	0
ENST00000439842.1	11	3.125	0	0
ENST00000390567.1	20	8.86667	0	0
ENST00000452198.1	18	8.58333	0	0
ENST00000390569.1	20	8.86667	0	0
ENST00000437320.1	19	7.86667	0	0
ENST00000390571.1	31	10.0256	0	0
ENST00000390572.1	28	10.3571	0	0
ENST00000450276.1	17	8.27273	0	0
ENST00000390574.1	21	9.86667	0	0
ENST00000390575.1	20	8.86667	0	0
ENST00000431870.1	16	7.27273	0	0
ENST00000390577.1	37	11.0154	0	0
ENST00000390578.1	31	10.0256	0	0
ENST00000451044.1	17	8.27273	0	0
ENST00000390580.1	21	9.86667	0	0
ENST00000390581.1	23	11.25	0	0
ENST00000431440.2	16	7.27273	0	0
ENST00000390583.1	31	10.0256	0	0
ENST00000390584.1	31	10.0256	0	0
ENST00000390585.1	31	10.0256	0	0
ENST00000430425.1	17	8.27273	0	0
ENST00000454691.1	18	8.58333	0	0
ENST00000390588.1	20	8.86667	0	0
ENST00000414852.1	16	7.27273	0	0
ENST00000390590.1	31	10.0256	0	0
ENST00000390591.1	31	10.0256	0	0
ENST00000454908.1	17	8.27273	0	0
ENST00000632828.1	421	205.367	0	0
ENST00000632422.1	391	180.844	0	0
ENST00000632713.1	373	167.605	0	0
ENST00000633384.1	652	409.094	0	0
ENST00000631557.1	401	189.121	0	0
ENST00000632308.1	380	172.461	0	0
ENST00000632512.1	455	233.127	0	0
ENST00000632016.1	392	181.72	0	0
ENST00000631427.1	455	233.127	0	0
ENST00000632148.1	424	207.703	0	0
ENST00000631392.1	386	177.071	0	0
ENST00000633472.1	365	161.534	0	0
ENST00000631882.1	397	185.801	8	2.32709
ENST00000634123.1	343	145.66	0	0
ENST00000633328.1	390	180.009	0	0
ENST00000632248.1	412	198.206	0	0
ENST00000634176.1	364	160.84	0	0
ENST00000633575.1	395	184.095	0	0
ENST00000633072.1	410	196.471	0	0
ENST00000633313.1	347	148.539	0	0
ENST00000633696.1	544	310.449	0	0
ENST00000633963.1	390	180.009	0	0
ENST00000632187.1	350	150.842	0	0
ENST00000631511.1	386	177.071	0	0
ENST00000633265.1	392	181.72	0	0
ENST00000632216.1	384	175.274	0	0
ENST00000632425.1	407	194.064	0	0
ENST00000631548.1	347	148.539	0	0
ENST00000633790.1	343	145.66	0	0
ENST00000634093.1	344	146.228	0	0
ENST00000632560.1	347	148.539	0	0
ENST00000631639.1	478	252.434	0	0
ENST00000632021.1	347	148.539	0	0
ENST00000633796.1	374	168.408	0.5	0.160464
ENST00000631471.1	344	146.228	0	0
ENST00000634111.1	392	181.72	0	0
ENST00000633292.1	409	195.735	0	0
ENST00000631824.1	406	193.216	0	0
ENST00000632829.1	411	197.272	0	0
ENST00000632432.1	406	193.216	0	0
ENST00000631835.1	421	205.367	0	0
ENST00000633244.1	347	148.539	0	0
ENST00000631663.1	344	146.228	0	0
ENST00000631559.1	428	210.689	0	0
ENST00000632638.1	552	317.637	0	0
ENST00000633466.1	413	199.05	0	0
ENST00000633842.1	347	148.539	0	0
ENST00000633092.1	381	173.261	0	0
