hgnc_symbol,Ep26.JAK1.E139K.1,Ep26.JAK1.E139K.2,Ep26.JAK1.E139K.3,Ep26.JAK1.S703I.1,Ep26.JAK1.S703I.2,Ep26.JAK1.S703I.3,Ep26.JAK1.WT.1,Ep26.JAK1.WT.2,Exp21.JAK1.E139K.1,Exp21.JAK1.E139K.2,Exp21.JAK1.E139K.3,Exp21.JAK1.S703I.1,Exp21.JAK1.S703I.2,Exp21.JAK1.S703I.3,Exp21.JAK1.WT.1,Exp21.JAK1.WT.2,Exp21.JAK1.WT.3,Exp25.JAK1.E139K.1,Exp25.JAK1.E139K.2,Exp25.JAK1.E139K.3,Exp25.JAK1.S703I.1,Exp25.JAK1.S703I.2,Exp25.JAK1.S703I.3,Exp25.JAK1.WT.1,Exp25.JAK1.WT.2,Exp25.JAK1.WT.3
TUBA4A,7.3747458247527,7.39537684772501,7.44359423065343,7.41575730272536,7.45437881665714,7.37119985644334,7.56611539619764,7.58128164252338,7.17297341076093,7.17366795411462,7.10185852972537,7.09520849751435,7.2731326077243,7.27218600800089,7.10528085382702,7.46162615736395,7.28954015507296,6.94899489041956,6.89791875473429,6.9009397238904,6.80060238691271,6.9534778405458,6.91736119207918,6.86030782611242,6.88714830600312,6.78524392919525
AAMP,7.16347522074895,7.22930170030614,7.2110359965515,7.13233129885484,7.13173185961366,7.26301998360222,7.20672729751046,7.09327973603899,6.98869752632899,7.0257194084648,6.99767095617106,7.03525186162667,7.1157112896833,6.96469645375308,6.98386685317905,7.31118623497775,7.13229132334933,7.18720228314565,7.41831214110283,7.29257940727681,7.28639666853828,7.36934766877349,7.30563144473896,7.19762125923009,7.23566404868114,7.19565287963298
PNKD,4.1947268395779,4.40709030514316,4.41314216155244,4.2791895316896,4.33358996282553,4.17520077055008,4.15479294308225,4.24637470938275,4.35932328263951,4.34402781141237,4.39751004969309,4.20489914908958,4.03787368573634,4.22423405737462,4.14742487979892,4.14240584284016,4.06014662200481,4.78493738528072,4.89061160626397,4.79544143623717,4.94466218936666,4.8339840457007,5.17488313534855,4.87190146914298,4.84987827653396,4.6333545889242
RNF6,6.39394828993962,6.19040858488799,6.14926968481604,6.21211913493995,6.09749207091754,6.28616860086962,6.27154546690096,6.03441389779106,6.00477952914691,5.86353936511791,5.92686099645468,6.06145338644266,6.0174118750719,5.95435401088643,6.00607135553597,6.07723333074645,5.90384559512229,5.95150926368454,5.86253469806387,5.8482948705413,6.03258660296608,5.79971008674748,5.96608514935772,6.09398836331006,6.10124383066197,5.91767609613528
ECHS1,6.82791287847193,6.91854245252462,6.98096354636134,6.92437570526746,6.82211644983864,7.02165902371031,6.88597887230246,6.91911723163837,6.90510148248513,6.81499455868868,6.89342359022968,6.82325924156053,6.88848847005657,6.86164762231765,6.76292802913688,6.77751897873814,6.77896197624289,6.8589439373064,6.73813121868761,6.73045422508766,6.69752058321651,6.79793929860852,6.79427493516975,6.77722944436088,6.76516080150399,6.90500516278536
AKAP9,6.01267963711422,6.09292190733555,6.24217710576132,6.2119664830882,6.36215033756685,6.26930175075561,6.50350985923711,6.53925599389113,6.56264780791438,6.21642333504727,6.09630035790371,6.17555650345282,6.22636545179558,5.96880341638868,6.42405480620071,5.90257633141516,5.8670728217776,5.46871175201398,5.53810203379093,5.66784113486437,5.31889025985377,5.14211808406812,6.08747087569655,5.67587812077963,5.84446807214789,5.65930525170318
GNG11,4.26652099694676,4.43923600066115,4.37780540898853,4.10382477881891,4.47866534651167,4.51527006550417,4.29081910045658,4.25097230794889,4.28639351332636,4.1789860122784,4.15769509458582,4.24021435762515,4.15870612467081,4.19593236556837,4.20141097240545,4.14113112855446,4.30221373187368,3.96071808684728,3.39007874859438,3.97293918503234,3.98719166867365,3.81783217185187,3.6966284143119,4.06483474808743,3.93703377696445,3.98584517057655
SEM1,6.24776383881538,6.2906028004694,6.37508231099721,6.3350306906584,6.25681192933422,6.20860408867363,6.15634115688138,6.09250009403946,6.25308354574904,6.23765068409594,6.41332941694933,6.23353035363355,6.35954035938342,6.31404316268947,6.2618700441734,6.5928274671462,6.58170454957997,6.68684437345047,6.88519387072836,6.8134745034398,6.66505607245132,6.90924876921261,6.6425812163208,6.51914322415986,6.49252467008733,6.57224354680084
HIP1,5.35451890591229,5.57613513670339,5.3761112892878,5.17061783351015,5.39258943305029,5.17490921850651,5.1910357658467,5.47749589415357,5.76064263727942,5.54020897651889,5.66902419206414,5.66197462336134,5.66812051039356,5.99872743352382,5.81484036394857,5.55342926949314,5.62194115714461,5.65486014828789,5.57184047251686,5.46526531642664,5.53056089137353,5.50757544673318,5.44667843119773,5.51407577764946,5.51368577264152,5.46451843996796
PTPN12,6.63052511482579,6.64824214885865,6.7885001083521,6.74501567832356,6.75224712625484,6.94063680744674,6.81621711242159,6.75218751551325,7.18912233541596,7.02023849613198,7.50151878681419,7.2394468322465,7.19271504137641,7.18817772127591,7.23745214859056,7.24516826901418,7.07543059397268,7.20034959795824,7.24314081522375,7.30712574184977,7.03698692580062,6.989891668497,7.32865911798813,7.09615448040876,6.88490554456213,7.15875185480366
POR,6.50230665094791,6.47401585581864,6.64445359247932,6.48801801693574,6.47806243751826,6.26533105556944,6.53820238693851,6.52640919561797,6.45299385887985,6.62619834076972,6.41909637377783,6.54370314223337,6.54490191280093,6.54971150021133,6.57770936165467,6.63482767549086,6.55999926277368,6.60526750112735,6.49608661920183,6.55019360448967,6.67390841893192,6.70395495634582,6.50154951621384,6.46360916630618,6.58136546136924,6.41611939280573
STYXL1,4.40217732369994,4.61064939365419,4.38771889429751,4.33092824851825,4.28405918736444,4.43445426373822,4.38014647817153,4.43469332872725,4.63632842638102,4.46240074390322,4.56618579788152,4.41648722142227,4.62618626268355,4.41799102549758,4.60102489402881,4.52655610462434,4.4326671911858,4.52522079603517,4.47705951075782,4.6317225702364,4.50999766293162,4.61773534480957,4.64381119624403,4.49994769020912,4.62460098247385,4.41321337347894
GNAI1,2.20346120006455,1.88387752083588,1.97761145394816,1.6739658624551,1.94909823541669,-0.224550818845087,0.114251578350097,1.82317568890397,1.92859743317955,1.30966565626084,2.24782113748596,2.59403905329794,1.9729035297845,1.33693593544313,2.17006505424477,0.666832442827356,0.237457123143796,1.04408175663958,-5.5046709442872,1.81188197636784,1.68499435341353,-1.86397218160153,1.5822992170599,2.34357950749626,2.05424945051281,-0.118317659342903
PMS2P3,3.48857043112052,3.47388464104027,3.49160768116456,3.57157885891347,3.83736487044629,3.38488877403872,3.9552882521433,3.54486394107939,3.53626273348754,3.17852214461407,3.33547374624459,3.44827372829503,3.57796796225119,3.03002891105406,3.57754898597816,3.2843905843969,3.45656452281144,3.1498433322288,3.06795873650483,3.0669869438104,2.9213381158257,2.97220205679766,3.03213243920309,3.05720742085641,3.0109305086665,2.92986631282768
PEX1,4.92276934091675,4.35763504555271,4.32799254085485,4.64605354327973,4.54242528432564,4.59659098393705,4.4372022730824,4.5611760645039,4.96362367287045,4.70452455828763,4.59544998576219,4.68686056491148,4.57667907772335,4.75699725852734,4.61147895001432,4.62464099744929,4.69778428962468,4.15731025362675,4.51393062840058,3.82970200455528,4.38616496194771,4.0460820715057,4.14317208533545,4.14353564968936,4.58867302880955,4.17805753225421
MTERF1,3.47317035036824,3.58404374226882,3.8625093060623,3.65011509321908,3.9769389272128,3.76981410056193,3.4495001194472,3.56335420992579,3.74541778535548,2.58423772573073,4.00923290008074,3.32614087571707,3.3183039104714,3.1768604543369,3.45708681875084,3.63010918566427,3.5551550751346,3.20284631878372,2.53135173597094,3.16113677712647,2.98733438258751,3.12242916268891,2.47208767604879,2.76330968343585,3.06693134384828,3.0928196420319
SGCE,4.50351271983989,4.19521566339565,4.45403767143926,4.42624568497264,4.13676232576749,4.01956741664683,4.259865055438,4.078164358085,4.41636106921726,4.030669473438,4.9556046886578,4.30963832377191,4.79124696278231,4.54238926150076,4.20860044858899,4.05403020587341,4.29462836232823,5.18595916516755,5.24450175104908,5.36651474329534,5.04159766854371,5.21776743962962,5.50385181615354,5.13216085734316,5.47282124576013,4.86780247529705
RBM48,3.64616140396112,3.85203047487098,3.70041265543077,3.19673588427386,3.76811184372391,3.86981550203729,3.41254621909846,3.75578864389706,3.89270095152167,3.46745406459525,3.31166687993804,3.76537630897686,3.65394513330382,3.6227691697604,3.91395383096582,3.34067184492057,3.27446893384384,3.27987039684925,3.09430925777004,3.50959273165347,3.10252848942224,3.50984798829253,3.2791223013943,3.56060617135405,3.82025678277518,3.69395020482167
CASD1,3.65220094272415,3.97181133230394,3.85212185695954,3.62115819249861,3.57882247047646,3.87511432252971,3.74463651435104,3.69733823850816,3.81469032377551,3.2242815429563,3.01731409555638,3.39448437732972,3.36689767313703,3.14177320941075,3.43826201948646,3.61721795255832,2.95475104272323,2.94737923311244,2.53523538114373,3.03714333346445,3.19635051869358,2.9138269090156,3.00335383978549,3.25670985254095,3.21664719146103,2.89041548552944
LRFN1,4.57370987515502,4.47364627590099,4.75368125544721,4.59818195700376,4.674877593925,4.43013235451198,4.58791335942246,4.69012004865885,4.50225590874705,4.76627514423558,4.60770096052062,4.72814414428238,4.63733885357347,4.76839086250573,4.56572803535388,4.69255293680751,4.75721780380258,4.78754530844525,4.67039504456058,4.63281674872974,4.74172617054738,4.78877296810879,4.62836790687212,4.69805266146249,4.5785732186006,4.51183844286187
ZFP36,3.61398024536247,3.56585237980158,3.40975209197336,3.63504145746732,3.73059612152158,3.56751191616621,3.36935804606494,3.36241882669883,3.37622925352207,3.30137413293812,3.70766587655585,3.79332287913002,3.40990164034165,3.37646362527349,3.40887997502736,3.37685200292023,3.48642269262623,3.80347868191191,3.75180397205929,3.66919613028006,3.7601978551326,3.89104775365816,3.71790394220391,4.09773982519661,3.84965122585203,3.72371134561571
SRD5A3,2.59241493090115,3.63822375231698,3.62475012864135,3.36091904898248,3.32423177916585,3.46533840355321,3.30127105916821,3.77029012457254,3.36123340006936,3.50889108180082,3.16939927512115,3.24741011026911,3.5207117267256,3.27508802811507,3.21276284249653,3.54931715891309,3.82772623642259,3.13936311597539,3.44690560996506,3.14527955632333,3.12481847800562,3.22419609472384,3.08698246623208,2.77638438305664,3.01294117173166,2.86323044934233
PAICS,8.00531812665674,8.22270636237594,8.11798567523344,8.19524561901314,8.08702696913949,8.26157882238516,8.12967500215451,8.15813225404558,8.10575290480503,8.20318148792927,8.21970787695626,8.15225020771524,8.32472522490325,8.1116390439578,8.00245476710184,8.05019195700605,8.09039176141591,8.12826085298664,8.23540757118879,8.27546545576851,8.19374327700247,8.16846260533131,8.2644277775171,8.33265684953182,8.35163275956927,8.2651877997499
PPAT,6.35061322630812,6.31852170178784,6.32113688131763,6.5467492402993,6.31557681528926,6.41757099172741,6.36691404230048,6.35724296218244,6.13601955950395,6.25935896695849,6.36814266083775,6.43367373944462,6.16624995659031,6.29269541490302,6.31226851290525,6.25831898593356,6.41025309334986,6.29635973175849,6.1342934104609,6.25871010936102,6.22636266559286,6.38161149799559,6.09253906118578,6.34937063671285,6.27995334473438,6.297512269367
TUBGCP6,6.61914232028994,6.59565956954736,6.58613847705609,6.48860825029375,6.65463868632986,6.29750643314591,6.57774809792672,6.52099804540871,6.78636313214029,6.56030988398263,6.63923542756001,6.600340695278,6.50215325996298,6.52599333132195,6.74749536776035,6.70878147510432,6.6998606919176,5.95309288987302,5.24150398197635,5.28898788325441,5.8174506969229,5.71777062161083,5.58563331530241,5.79735881908646,5.62107156712093,5.71296977791696
ADM2,3.31185510324233,3.34497821500358,3.24663840649292,2.99339845245938,3.44586332378116,2.84685631032828,3.16074234209823,3.13026512595312,2.9251467373291,3.40330507545868,3.29940572133279,3.43578535636713,3.38604841276861,3.48475100711496,3.42033531007605,3.40120635207455,3.15203298066141,4.17285157018305,4.39425124695508,4.4490230022392,4.36279955081572,4.49396783373691,4.18068071712299,4.21331382724576,4.26049277387575,4.10499445122292
DGCR6L,4.58915338955798,4.4386746568932,4.25782930119133,4.34873710529019,4.714868157787,4.30705493993901,4.5139208500634,4.63415279646224,4.14428627610492,4.1626787584485,4.3015919807176,4.26112263615124,4.01466518616134,4.39177984843237,4.16870767869047,4.33956813447739,4.29218313293014,4.33080320046697,4.2511901471629,4.20723590589838,4.15347772595308,4.28508933346572,4.46767704213909,4.28010158495851,4.11512664822543,4.15589699747217
DGCR8,6.45292261897269,6.48381838996141,6.37603539576315,6.67483079162224,6.66228736467086,6.72617021673752,6.83145528083103,6.67689988298146,6.61468271102083,5.83257104655432,6.24864663896083,5.94818469600459,6.00939271087805,5.97815383683731,6.35795165988059,6.58500215600105,6.20285360708952,4.40516861825557,3.45512819302416,3.11709307808727,3.65124457895809,3.49858403182374,3.65802664062647,3.83873320051581,3.88164371531392,4.32671144528803
ASPHD2,3.75462508684334,3.66579801661389,3.31290930617528,3.58068124027337,3.54909977776899,3.49948908708947,3.4445112828609,3.60894354844082,3.42445476000049,3.24645189457883,3.38519873955461,3.61753342057696,3.42281740153613,3.65072945325354,3.26303246008765,3.2297658999054,3.3128524705037,3.90768109358723,3.69040543071395,3.89082315178616,3.77670097590426,3.78960015465034,3.8249986648942,3.84522831387733,3.75493973161184,3.77843762330317
SDF2L1,4.7705398633743,5.12152597902372,4.88957472209186,4.88772786690312,4.79261264091652,4.83351421503335,4.59148440374565,4.63079500628523,4.4087008919931,4.53479773248927,4.66978304428435,4.59070820975275,4.53460095336337,4.66908973494969,4.46621191067072,4.61888271375,4.60079595223837,5.55599186914923,5.79553005858409,5.6543352079355,5.71150907941821,5.78356964669327,5.49888178412747,5.53609383764168,5.59470186521298,5.58916412820402
YWHAH,7.53765608677165,7.47388539444834,7.52984545236672,7.50446868592745,7.57541850770121,7.54547300738293,7.566220850733,7.65086720311977,7.31948335642219,7.25328848825344,7.29362979828295,7.38097674681323,7.38625527070676,7.33643801880287,7.20208053416164,7.27725191396908,7.43886341433559,7.33329271402782,7.215313994264,7.24856180603246,7.28994811584653,7.15847451414257,7.30809802359593,7.21453465040433,7.25315080724555,7.25112827196488
GNAZ,2.45183929209836,1.87475068231629,2.25577181483353,2.51490636062908,2.72969491250191,1.86142261538062,1.95935026793795,2.6707049783782,2.63979897936434,2.54401424436257,2.55980666810488,2.3226707613733,2.32105154290223,3.01632294667589,2.18225056896346,2.10765865687751,2.597410629193,2.51727316130751,2.54920600696564,2.85055777027774,2.40125672387381,2.3381249666597,2.52542970570071,2.2404680154958,2.02892000485741,3.17653268087734
ADORA2A,2.89728203394535,2.00517969347672,2.52648603354109,2.27082172255761,2.24045219299828,2.16931857663009,2.51355437993872,2.36950566977024,2.23940155257934,1.83387730032186,1.81470885103275,2.27175500748396,2.40679596383512,2.32837924642392,1.80190772382345,1.06573113066945,2.11860663641925,3.08615651763142,2.69416520930428,2.79276420587896,2.96077303505059,2.47340464935967,2.88574821422532,3.05303776574833,2.44411669980767,2.59693139129809
ATF4,7.84696443554268,8.06217989778528,7.92729376086475,7.90904862439908,7.84326635864422,8.02985708629448,7.8006156820338,7.8120154511682,7.6497972268529,7.67737697393616,7.63400554529109,7.76559850448263,7.79866941053094,7.53404544213437,7.65242275383018,7.60991969460561,7.5585112732561,8.35332383273566,8.52119916716378,8.46098485070411,8.30940292781913,8.52129548643618,8.27992733203354,8.30246907350226,8.48202162653348,8.31157588833653
A4GALT,2.34078903286676,2.45230532854817,1.81454847831897,2.35938730649116,2.16467427705691,2.1963326323873,2.18447112952225,2.11824330173962,0.951003839388467,0.845124861977691,2.21666128163055,2.29644030501363,1.23686448052903,2.02858233391515,2.22973674548116,2.14530351504544,2.64746808838302,2.83533756287706,2.89234104603764,2.28204780837956,2.36166129824816,1.98775133185453,3.00688558692496,2.70937802633194,1.62482939378793,2.32853739638502
CDC42EP1,7.1857949702579,7.0795164463251,7.03400373607686,7.06941963020374,7.17933717602701,7.12239685267286,7.22917444544412,7.1919272492102,6.94714869142942,6.94071654091866,6.80032051978025,6.82581214366527,6.77606573119795,6.93870403133179,6.85608850009841,6.93462621752556,6.94642931828293,6.9548814861947,6.81134437775535,6.77398143104807,6.82802396543597,6.74355823714256,6.87348992278913,6.87747084040413,6.583097714028,6.72270309521755
APOL3,1.4574678043321,1.4243268629876,1.97201231221157,1.96082825026546,2.24748970495057,2.2439560030414,1.91340427911337,1.56367158719112,0.530248173949847,-0.475366765141897,0.67501442103789,1.5133264633094,0.392419467710671,-0.697663769118539,0.842655505309924,2.03899247108969,0.214551831253053,1.04137528346438,1.35165321762903,1.21381238138266,1.1256100792354,1.44760088820172,1.08232301289182,0.672520800234939,1.76759925638107,0.765038274144615
TPST2,4.58645996266489,4.13994262336886,4.41861646246671,4.11864113248406,4.29588801007933,4.22635825438291,4.10162166204227,4.10877301629461,4.31780965482612,4.3134008006554,4.49244820130253,4.43441273502586,4.32176005521584,4.6221975844489,4.26205249818604,4.17718797982068,4.70244844575704,5.02554840522477,5.37051718476002,5.21961795972642,5.30886797418562,5.37420291663717,5.12993080577201,5.01262294419908,5.13640202827532,5.07801320584378
MPST,6.23865741649022,6.27458263643436,6.19670929909812,6.13972293519116,6.1760450137882,6.12168542551789,6.09766051175461,6.12497841620725,6.22867566549462,6.28896270414076,6.31315469535185,6.2217108143172,6.17082363702768,6.34179686855756,6.25551881634122,6.24672662376057,6.30445800612007,6.69547962173577,6.9959124633551,6.84427150757676,6.83299493748937,6.91894462705124,6.84960235814871,6.71639805107215,6.72401877285876,6.66536075995867
TST,4.43171529934254,4.17149182032178,4.12396180758622,4.16896278816378,4.23042761403696,4.24416559050637,4.32062622060011,4.20287455627981,4.22197974193412,4.10676963815177,4.20878057634088,3.94731168469768,4.07503168757944,4.09738004863861,4.27977618671756,4.23334758864792,4.38117919200904,4.01463996061549,4.17099617756743,4.1472170515509,4.17224695281227,4.09460957536271,4.09050302614312,4.12288534491974,4.02017510605469,3.96222597210748
APOL2,5.50070337098055,5.44615449486157,5.50481106763043,5.87596131857732,5.46766794183556,5.4852131999088,5.46132531254752,5.48694399589094,5.31095285302261,5.20793480367846,5.39243998973765,5.42297537697466,5.14090121418595,5.19344453967417,5.24227918360347,5.36550741021402,5.25905366931057,5.58706538372093,5.53732079090915,5.59716714166578,5.60648277377723,5.72221604294043,5.38737322114321,5.70136670447797,5.32615362023069,5.60372075781357
RAC2,7.20921459699707,7.33888946304032,7.16561926309062,7.12049826831466,7.22518623039606,7.11958217618893,6.99902085696551,7.12114474611795,7.2658655197258,7.45428329093547,7.37130623037327,7.3599245507517,7.35071418613843,7.44856655561792,7.31959448966979,7.45380816626698,7.4466958024587,7.74401001001475,7.94517899881249,7.90581187836863,7.81379875468367,7.89819033983526,7.92212080866118,7.82380444475434,7.67916756397324,7.68531125618849
LIF,7.07459468821451,7.23715594131693,7.13927160866303,7.03527025122695,7.07332335475124,6.99407206405946,7.06287405838462,7.11621373343116,6.36721589746984,6.63696586660376,6.33325912578706,6.56418768455525,6.3955869023527,6.28477784695643,6.47236831311335,6.70604151416334,6.50054713387256,7.16385985690106,7.38340554543873,7.1229772842374,7.42671536813863,7.43360351415534,7.34431584285276,7.13736616744164,7.17261895646984,7.22240049524735
C22orf23,4.10447180132861,3.98211685173453,4.16392912919825,3.71553619454056,3.99473154703369,4.04593956330135,3.97504631714925,4.07585674684277,4.03246329658043,4.06875553817933,4.08110112669619,3.85023819133016,3.72325853505288,3.84208321042479,4.43701010731782,3.8411831456975,3.97993005758933,3.68979488455852,3.61847229809472,3.60017867726035,3.8663008434164,3.69205135467457,3.90078514687069,4.02330041008707,3.91885225885147,3.79190096479637
APOBEC3F,3.34075239541393,3.39418192414539,3.36767397483923,2.50156359480959,3.47451881286585,3.62637327459486,3.24285766432723,3.27445457506918,3.78693364126141,3.57465983941803,3.84321901021636,3.72297688479104,3.62445967833417,3.76525460236407,3.52001088827906,3.75606325700149,3.5076878461526,3.78013196586229,3.35182851081134,3.67011612154429,3.71095768127768,3.84730621779012,3.63319810936469,3.60466793766703,3.26245059735716,3.6015114757531
EMC4,6.1285244173353,6.24471574838069,6.2756886531191,6.22394425845892,6.13903531445372,6.203073520363,6.19708279580499,6.16908479261119,6.11288925439451,6.1237359199697,6.21679123648511,6.17744231810408,6.22300722313664,6.13189626059958,6.10730831840085,6.2094016237553,6.15637203687344,6.36498552220324,6.45404316735648,6.41864630760451,6.45616697323947,6.46182006305865,6.36645713750113,6.32051521541,6.50309224301514,6.26526988385442
RNF112,1.09292110361085,0.884786032161304,1.55671864217112,2.0806396880079,2.00132643023981,0.404702450614521,1.30188210777661,1.74182790478529,3.10169005632224,1.73683843165184,1.6305211844258,1.6404595056501,2.61269804232936,1.72907417718562,2.20648472092492,2.07206163827242,1.32867201904353,0.533463675661666,0.964809892233676,0.75837317453155,0.284321708521632,0.0411938272974853,-0.00863072343929913,0.325134493006877,0.123106087252598,0.944328402141136
SPECC1,6.31181649120842,6.38196407167851,6.53606451467012,6.35511706250395,6.38793483247387,6.35283863134757,6.45260538721417,6.48485090464563,6.46115094788725,6.67384231363224,6.58682689626572,6.74847973341023,6.68451436441021,6.67373238848718,6.69676275528902,6.59661811881644,6.6126209084835,6.76289186544674,6.78773642586804,6.7998119998789,6.79932629356679,6.79384414140976,6.67142150152912,6.74113533115944,6.70737660468806,6.59542335011636
CPA4,5.48397507830184,4.8243718550745,5.48484080746512,5.37467912774253,4.76707347192783,5.53010467301019,5.33174776010445,5.33975664521513,3.37471860854185,3.08349790233721,2.88556060905729,2.81775276067083,3.66798686460218,2.42800899861525,3.02539297019635,2.86073936938323,3.10274616245073,3.34996750873753,2.69388163894777,2.85520689149142,3.37196923894917,2.67070146379312,3.50372593247136,4.04293985278979,3.08342545941801,3.68462876097225
DOCK4,7.35116058979885,7.05087578448495,7.1439635909291,7.32137376468503,7.25459710961827,7.22039872318825,7.29091507803654,7.31660009139187,7.60815683521145,7.1916932784787,7.31589623823604,7.13718380149177,7.37998280197515,7.33137844185762,7.36793218837363,7.36081080199004,7.46095815910381,6.65644797867142,6.5451620550186,6.83360435732323,6.5606229326871,6.41627065244359,6.78458936117894,6.80164386098016,6.47066704832761,6.6756605290599
POT1,2.43264661401368,3.22708374359334,2.86001313428225,3.22157176860014,3.36564110923381,1.3021240690124,2.6479940951313,2.4376986862195,3.19307719712853,3.64711479664792,2.83072510831092,3.64013441711446,2.82960947046799,3.89282278991074,3.34394120035449,3.46555602019753,3.01062327201661,2.95687822988782,2.4081991715827,3.32218110305234,2.9437198981903,3.4306113977777,3.18555996321348,3.46950705772951,2.91429186638256,3.2790423026046
ATP6V1F,6.5596912238163,6.59391631155757,6.64208457500694,6.58552255216068,6.44771501730897,6.53751978936614,6.53857552917554,6.51955049483322,6.30772216094886,6.36357231115409,6.35942728635761,6.38987123617626,6.46681999556901,6.38891122513492,6.30486459577788,6.41153207438594,6.37567781918613,6.81008285351634,6.94283276608017,6.89868409056597,6.90839568102838,6.92728413959831,6.80840650279813,6.76447286624231,6.87919858532004,6.75493564117164
LSM8,4.92039170557209,5.18965823737111,5.03360743131622,4.91547972330201,4.89093709527253,5.48141713082436,4.96562546423663,5.0646577998313,4.90672737076567,4.99078237783292,5.23646018023472,5.17319112029125,4.82296746121032,5.00058424649585,5.42527259608789,5.18226020416522,5.02870123604657,5.03994143948414,4.71743466158922,4.62956175479285,4.44984368808831,4.76789589066448,5.02195890654926,4.89268397481688,4.62451562434731,5.16358379708014
CDHR3,1.76875764287709,1.93490921253436,1.72238601462618,1.6543835352182,2.26538722849326,1.87165301050988,1.91973598288863,1.64016952938785,2.08561458014517,1.88025604852004,1.61022192988905,2.32316439088479,2.28230135752041,2.00261978932628,1.8217306432097,2.37876707818295,2.02427690525198,2.10712065089391,2.59855065281396,2.40167953037332,2.07946191651435,2.1274062736422,2.31604320682478,2.3502094872291,1.85489597608414,1.95443598458211
PRKRIP1,5.34807770349299,5.38787712201756,5.44490831239035,5.59702366746388,5.45591943323371,5.5373606045564,5.42942294659764,5.40535211447522,5.53380775966237,5.69848634201738,5.59009191047792,5.53915189561254,5.40679442608012,5.59724593941657,5.68441220978596,5.69231111539727,5.77144459722438,5.24889816955964,5.21894796987247,5.36278780325005,5.23275897903908,5.11246697302453,5.34163905349733,5.22086397912442,5.37114182668537,5.31933538114703
VGF,7.24059342588494,7.39214192894341,7.36473378650457,7.12801938140236,7.60199879945369,7.02103231208784,7.13046176967265,7.21099947717433,9.3459517465977,9.97818995092143,9.80224068591125,9.89327093352634,9.79458976095868,9.87998627784467,9.67857313029778,9.82248019479063,9.69967228653963,9.00251998782674,9.64778246858805,9.35444305795312,9.39270262293767,9.60794252848999,9.45307021373816,9.08494148540037,9.13147778682881,9.12095153798156
PODXL,9.83577118721731,9.70367382034248,9.91428686739804,9.85898040073169,9.89005471978036,9.81859184851045,9.95553156347522,10.0280423921562,10.0521909275341,9.89849789867246,9.8430274983852,9.78129167130187,9.9063703409552,9.99404855046814,9.87182498771304,10.0672734885513,10.0264544200019,9.29731873333058,9.08123603869463,8.99662349823355,9.10502705539655,9.04277534535721,9.21037313748161,9.15873474836649,9.00788333605483,9.10140367729325
FOXP2,2.11251772100409,2.30304575613517,2.09180083111729,1.94501381334334,2.3841997306608,2.26154177125363,1.93750932630531,2.59161971591795,2.4536369665353,3.20185191454934,2.82357153838687,2.21167068428095,2.78714000943631,2.5274941652669,2.78538229387127,2.79474676071161,2.29664330707067,2.82722976756687,2.48861032343474,2.13644465578842,1.99319249567271,2.42725688772374,2.30824066044906,2.49005894540264,1.97053453240482,2.10341476075091
STRIP2,5.39641972643795,5.54095375582777,5.40268995038469,5.5954659862415,5.41735750094285,5.54054100429048,5.80558959936702,5.65721803112953,5.5645754678683,5.2264845487311,5.69881527217476,5.60820731754577,5.46846705972677,5.38821315421022,5.78369235649679,5.76112735635093,5.42478897820243,4.65176958513981,4.27800896483131,4.12679503848968,4.16290905106895,4.39697803736961,4.59045596654293,4.38949023387283,4.54979301971144,4.58475102346324
IFT22,3.82897780694068,3.8959381988383,4.0243526740647,4.10364380001093,4.13117810974434,3.92769089667275,3.78177623647839,3.80631792954383,4.2240116976894,3.90092102333402,4.03559521067137,3.76132689890509,3.90313623249439,4.02824102534046,3.63464142537966,3.90399755432427,3.9139541244999,3.91162607516853,3.83794916442237,3.7288304388406,3.70948063130654,3.57903725253376,3.88965161762904,3.71694870726113,3.89154530939467,3.73479894036913
MKLN1,6.31771041774887,6.18919196450214,6.1340597883173,6.38016110711591,6.12052172575531,6.26638789374385,6.25121783519086,6.43712256304853,6.42696700050482,6.25468009329079,6.43848184877735,6.33826332883351,6.41816863266765,6.23020480495194,6.50445659940075,6.29145885307478,6.03440959407103,6.43367619990017,6.44290569486619,6.52166714161237,6.43207563748957,6.27597372845774,6.33626931327459,6.3715517775279,6.23803503005914,6.49435411419764
DNAJB9,3.66652490808697,3.48443526161012,3.63165134218845,3.43536332296518,3.50045152829324,3.08392043154457,3.42780832989158,3.00794490662824,3.10907977690164,3.28841046766624,3.23304953448484,3.4040353768756,3.60376879890503,3.27550913680114,3.15214417980792,3.08909366281114,3.16059224240585,4.66387772699421,4.48122959768076,4.53921116528216,4.67251769391362,4.43680990124783,4.56204880286838,4.23311476247003,4.45199249416686,4.4795339283425
FLNC,9.09786105215169,8.87466766344885,8.95159240111501,8.92903156738213,8.89025075658188,8.77838776220722,8.92824666497192,8.94456512654748,8.8295163279259,8.99478135483438,8.76326526988964,9.00881517237356,8.8749261205327,8.93949989275003,9.08376742285591,9.00994988406215,9.00296599224627,8.86777691345794,8.75851022661067,8.53201900712511,8.7288000610048,8.80707901911965,8.82699509982623,8.87071590517883,8.60203101666003,8.80173420680083
