hgnc_symbol,Ep26.JAK1.E139K.1,Ep26.JAK1.E139K.2,Ep26.JAK1.E139K.3,Ep26.JAK1.S703I.1,Ep26.JAK1.S703I.2,Ep26.JAK1.S703I.3,Ep26.JAK1.WT.1,Ep26.JAK1.WT.2,Exp21.JAK1.E139K.1,Exp21.JAK1.E139K.2,Exp21.JAK1.E139K.3,Exp21.JAK1.S703I.1,Exp21.JAK1.S703I.2,Exp21.JAK1.S703I.3,Exp21.JAK1.WT.1,Exp21.JAK1.WT.2,Exp21.JAK1.WT.3,Exp25.JAK1.E139K.1,Exp25.JAK1.E139K.2,Exp25.JAK1.E139K.3,Exp25.JAK1.S703I.1,Exp25.JAK1.S703I.2,Exp25.JAK1.S703I.3,Exp25.JAK1.WT.1,Exp25.JAK1.WT.2,Exp25.JAK1.WT.3
8959,UHRF2,6.36101988951114,6.31813090064585,6.35905134429799,6.35593290288172,6.40879245625613,6.42220320295761,6.38932202541518,6.39371297319098,6.74431598169397,6.87402372139848,6.85837275505157,6.75262384207179,6.85450385159724,6.70664631221048,6.6842378519706,6.65257973996056,6.54360573598863,6.54259098638889,6.5179159151011,6.69278298695695,6.61691143649646,6.775285763328,6.65106867754175,6.68416772355034,6.8067939183667,6.73531385225693
8960,NFIB,5.04027219698887,5.01602871425134,5.07951722470891,5.27117562283013,5.24682616005233,5.06732893525543,5.34698132388208,5.14772624460487,5.17524935728894,5.32753779197346,5.48618414606189,5.26461754836824,5.24538135793369,5.00483045423565,5.19670172819548,4.93947906687398,5.12704531138487,5.13822816107163,5.13099828860229,4.99083248003597,5.02491769689756,5.09465040242521,4.90109206006175,5.33072674881727,5.21765159137336,5.15620353978385
8964,HAUS6,6.74669967496658,6.6181489771521,6.5641132967256,6.81215129763621,6.5980295905324,6.78292744321207,6.5300493414658,6.64615642134016,6.69740247191314,6.59493904313029,6.74185939905488,6.64255972772337,6.64523322457963,6.63127623472985,6.62205411262417,6.52981947447598,6.42909221622974,6.13169177643523,6.28965898755006,6.3922052983875,6.10787828782713,6.05050183462987,6.34580488642347,6.30625346490095,6.47736074706024,6.46350732107694
8968,C9orf72,3.58753494511866,3.29452831726179,2.88719995068729,3.11677878723488,3.43909756500077,3.6216057821753,3.58933694008786,3.61573869891971,3.54431544335253,3.74355230404751,3.92206393607929,3.88614603637316,4.31255818095101,4.18199397369009,3.61330457543757,3.90317513313183,4.14823088551477,4.14165505015843,3.65589566038086,4.27264827908434,4.09054080014701,4.05194678620378,4.1710409512611,4.51968918649614,4.43970455307534,4.5941060713329
8970,ZCCHC7,5.12352955803828,5.13619773024519,5.02325745279513,5.2252408310944,5.0654976234612,5.24537566110512,5.14796748070794,5.3208311690806,5.42527237432503,5.61986386616764,5.4874606315418,5.42440377482233,5.55461104184589,5.37971536387817,5.42677219067625,5.40831773662896,5.33415056822602,6.08191723326837,6.17127351903123,6.19318974982865,6.26660235258959,6.15197548570195,6.09100088581173,6.33369141922898,6.42790424591456,6.32873164740377
8971,FBXO10,3.88131893803548,3.46699790730711,3.43046146122943,3.98460205464229,3.70918300632652,3.49873317786329,3.73257745898913,3.75618170683314,3.02892698608627,2.77522253638339,2.71508356320186,2.87462896909746,2.83959971487689,2.90012399968585,2.60278045115429,2.57488362595718,3.342075794671,2.09777378258912,2.19080797979712,1.59493140160464,3.14684621463468,1.63600846165692,2.06562958645893,1.99526949515741,2.0956876826541,2.3742306841315
8972,SIGMAR1,7.19196575003378,7.29158542630673,7.23329285859177,7.22593959131802,7.3140367875625,7.18732380131127,7.27416402841741,7.26918956532523,7.11722778861738,7.21964413754822,7.10637938533402,7.13324666763185,7.21559632787093,7.33056669399532,7.14956399835436,7.32940949472074,7.38794763605722,6.97347098034033,6.96249646399149,6.88211107177558,6.89473681663447,7.03187945075988,6.93264840408845,6.84501165429449,6.84851013600216,6.94938368809945
8973,ZNG1E,4.75326975300555,4.83098543911814,5.16407220738798,4.73001157991888,4.86132216252587,4.98060763237346,4.7807235716063,5.06195674705774,4.85791352342971,4.81246236703113,4.84981634556388,4.58094769586645,4.64429512000743,4.64093415988525,4.6586154048631,4.7357442242874,4.70509257341574,5.08300581438845,5.1063415374766,5.16200692690619,5.05175046726928,5.29094984346438,5.06087544563597,5.17799766174281,5.38410658933664,5.26730369778103
8974,CEP78,3.70497366458042,3.75616478248278,4.33939457219035,4.09014193853183,3.91656686726296,4.36945330906823,3.91007897229196,3.85474074633035,4.25926468131742,3.48410391873311,4.2931598037981,2.43397724988872,3.97454212827843,4.06519372378711,3.96169561064912,4.42874034059454,4.05785695579306,3.38531909816878,3.06523190881843,3.51953721660911,3.73740926407224,3.50349600737169,3.72680074797641,3.2775209735374,3.0681891067095,3.4350080339232
8978,AUH,2.98664261941267,2.991189197179,2.87467009989894,3.27415768822841,3.33395908499381,3.20818469268146,3.22543449655063,2.88742785411266,3.62588716084089,3.49283892221041,3.54924884207512,3.58266887639633,3.61064234014698,3.64282124081646,3.40688588640915,3.1775128478855,3.35714593574616,3.59093178833759,3.6834563764899,3.5758014755643,3.56941530907801,3.52318542677602,3.65598813515333,3.69966911624851,3.6267359590551,3.88952967085179
8979,MFSD14B,6.75311988894648,6.69357616220759,6.71917957521422,6.86454032040227,6.80474442592958,6.8226908363341,6.70916311854395,6.7685638244554,6.67531083129954,6.74394067421888,6.54587875749074,6.71042612311346,6.82779931730468,6.68621438785349,6.52998567539802,6.42462419544296,6.62748317051236,6.58698877236581,6.61829835863839,6.64233334994882,6.67554452826464,6.65640490513071,6.65115773766796,6.61142239859912,6.71584448912881,6.65693912728652
8980,AOPEP,3.33565888705722,3.77879475096771,3.67680349045524,3.99677206835158,3.87048072807583,3.80411856731372,3.89837086978192,3.82946600563987,3.13744484259588,3.1258467586208,3.12026575136996,3.25234546815839,3.23813188613296,3.21712994928992,3.28792461191967,3.17303651255412,3.0051404141705,3.17405695639458,3.26964960280314,3.31219593043843,3.38233917790311,3.23245989598015,3.33160489149437,3.41509304221685,2.92005029521633,2.93304754474929
8983,ZNF462,5.59821319723728,5.71395938765058,6.11202802820432,5.78234146289994,5.51485125708548,5.34321618065975,5.83335069862786,6.08195376336369,4.94286947919928,5.90343959674582,5.4635201161024,5.4526314799194,5.6519934747058,5.08247489867634,5.66910811585635,5.54867061025086,5.25218692398957,5.60631759671851,5.22926640357272,5.29884253791596,4.99473341139996,4.62805865976187,5.55104559034204,5.67032830877881,5.20149274717358,5.55436544784901
8984,INIP,4.67261649600094,4.46067999723891,4.75125031956781,4.3758817500333,4.67650249702418,4.32673037159529,4.53809883975139,4.41136866461405,4.59286510496543,4.52755109630363,4.65384247058708,4.28536639275286,4.39219893817357,4.72177427767714,4.81810470624732,5.06771854505768,4.83931928822708,4.87789258475767,4.39109323896294,4.23893462562446,4.42533184507509,4.61207032107914,4.93403362552362,4.55020303804378,4.21152276549983,4.52892581159334
8985,UGCG,7.87645679845121,7.62869781912181,7.65374609396996,7.82122425215838,7.68698315198603,7.85407111472103,7.67771177963789,7.69212461794071,7.21193655642496,7.34827335103412,7.20807810547156,7.35641434901288,7.36066085815069,7.20327008068132,7.19863354680465,7.06026002873369,7.06502934757398,8.54117269167992,8.44238534671918,8.58169335464111,8.53455473048238,8.53539752947335,8.49665620430161,8.66343047836415,8.75282709550365,8.69385131232318
8987,SNX30,5.24036099874462,5.11917563037139,5.34519375674446,5.02579357133909,5.17173654010266,5.28599985657825,5.19135036583546,5.26449539256581,5.39845773754216,5.66570409448119,5.46882603428008,5.45275705530573,5.53602557869579,5.43742481656936,5.48803965350885,5.35695031791046,5.36905433011252,5.52746810952441,5.43924945594534,5.56918626226867,5.34851566569976,5.3958431268599,5.56269070688598,5.49993530516204,5.58062020089993,5.51515548161533
8989,GSN,6.20859403854816,5.92016497843816,5.92036349912758,5.97950585216372,6.07883402191726,5.92173008443561,5.96384471320045,5.92556330053023,6.27960549477317,6.6363971629603,6.34028731252428,6.43280576312551,6.13714873091266,6.65320555444369,6.50049645063372,6.68661051379677,6.41952769449993,7.24426077662596,7.32419091255526,7.24580829936631,7.0914272122078,7.321231576485,7.33975836634256,7.19460080486933,7.03639536089501,6.98455112452105
8990,MRRF,5.36637828325822,5.34426252450423,5.06481969896408,5.50249521382767,5.17494084558084,5.47582731994946,5.44746549036556,5.12391547901344,5.176183556101,4.97403381221338,5.12255115291303,5.3547945254237,5.32966697314919,4.99084540056361,5.34819227946634,5.1670951831122,5.30504268478588,5.06301648183507,4.9773924238335,5.14614561947594,5.28648729781331,5.23894528109566,5.11938394171151,5.11662259383189,4.99613926717306,5.16850998161452
8991,NR6A1,3.19213247551415,2.51389501314827,3.04346490886111,3.17848191980442,2.82416057892198,3.14798865893484,2.66386044727196,3.0447033550869,3.40422361289059,2.68978774141828,3.23373524346953,3.52363512617107,3.11570796402555,3.38611345646364,4.19570630245364,3.39453028671348,3.51340373170755,3.13379435951853,3.28262756449499,3.12219413026463,3.25789467703934,3.14096403366144,2.70849996298591,2.99192187676183,2.8556337926127,3.18257456930169
8994,ALAD,5.78465498843475,5.64099170147984,5.62500886722041,5.52291325896735,5.75943266722929,5.82252554382893,5.66307864594093,5.54890490252085,5.86085305788403,5.54054349267311,5.80150645357243,5.68265995598549,5.666949750015,5.69156599350629,5.63734980938828,5.66599634737519,5.77337719444731,5.21597221304229,5.3142030961537,5.24340446186461,5.26627405843095,5.19071643780327,5.26100075116004,5.20713465712937,5.03732234463207,5.1057879444834
8995,ASTN2,3.53602519409554,4.08590557615687,3.7732635064834,4.01689883289972,4.01010081786062,3.61485209626944,3.94640637578508,3.86480108676486,3.85030654009905,3.76565753033641,4.0145993058583,3.66642246388543,3.98978998073039,3.78386599482396,3.74625625952285,3.86707617503938,3.76761335308164,3.22539299665244,3.2755247070276,3.19376411212933,3.32234127184656,3.26119782918542,3.18037890466809,3.0329074651517,3.29704237886247,3.1457383367649
8997,POLE3,5.94962499345414,6.14839508736233,6.05974693970237,6.10086535886196,5.9725242617698,6.14534714919752,6.03070457080714,5.92609091895117,5.58424332283518,5.77269626231349,5.75744465279294,5.77532691021695,5.95930793846984,5.76555980430416,5.66772615988813,5.82447572296746,5.52371468573439,5.54133795205674,5.69733002954219,5.77691531642253,5.74371357225288,5.68082559319709,5.59625428673801,5.70597621264562,5.57590412917015,5.608521310079
8998,SURF4,7.19382245509501,7.01584941670529,7.10256843540408,6.98050625130882,7.12185453367829,6.99883619843525,7.0894180843851,7.12262841791007,6.91097182720263,7.08786944108994,7.00479760623692,6.95242269029478,7.10825942541199,6.98603543211634,6.97167797841411,7.10374497862591,7.15935737323867,7.35732136110791,7.45630947394943,7.52633798405906,7.53328549089258,7.57109396324114,7.41042222811175,7.46653482880915,7.4451000910449,7.24184691458845
9000,SURF1,3.89174551070657,3.93083966186591,3.97010651964254,3.93537582715343,3.96790571924382,3.91729140695406,3.92316504936994,3.86814259621371,4.1141460824593,4.21330992054426,4.16869188466723,4.18412890090878,4.01000723694218,4.17354792938305,4.15474778267045,4.23067564296053,4.22055687511907,4.17844296817821,4.13590940191095,4.21457354308158,4.13563392457886,4.29422180287478,4.22193921337829,4.22034733779988,4.23251836813526,4.25878981491442
9001,SURF2,3.88639135809223,4.06246190054755,3.94591656061406,4.06134474147703,3.78940942110102,3.95774940915384,3.72605530937709,3.8677754359829,3.5427786260951,3.63820095852395,3.67917580508915,3.3790208040643,3.40991066471526,3.76406906254586,3.54431714878407,3.79834099855266,3.69187298992721,3.20294075753156,3.2525796692593,3.05454952348423,3.29352480908178,3.4020514592512,3.24920473620591,3.20885247354192,3.12070913475653,3.08043748860045
9002,SURF6,5.55747285273998,5.4953175049437,5.55458577750321,5.50442934472831,5.45169536967406,5.15856146314423,5.5174356460452,5.63495940696747,5.31112271216568,5.35076416889993,5.29409977480931,5.1740612698279,5.39133816593001,5.46718639351433,5.32694580952487,5.5737006375906,5.61229998336987,5.43521110708666,5.51848106442046,5.36493146524697,5.40805054185842,5.54888129485233,5.37974305280146,5.46906200759567,5.61703768686121,5.50853303486193
9003,MED22,5.40683085588901,5.46839938369984,5.38251966502761,5.42168908660342,5.08522196512769,5.26250846621164,5.393046518512,5.24155647308315,4.88590505783548,4.85140686084616,5.08450283414286,4.74713297310504,4.66843860638782,5.01663002456294,5.02632686604064,4.9991673222169,5.2930916015351,3.70733402440325,3.37195066514336,3.89258556849401,3.93892648620156,3.42168472058996,3.88748295799943,3.73622275479195,3.60854580785527,3.63551178164456
9004,REXO4,4.77438083959931,4.86802063032123,4.97669273824093,4.80124147699457,4.75865951958597,4.76717091484903,4.75259496965999,4.73299742478455,4.58465840104008,4.56618176363765,4.63002943537878,4.41735871156915,4.65158792307076,4.67105055584762,4.5160141238307,4.61199550637993,4.5607820355317,4.54433557953386,4.68295686397679,4.5771275715606,4.66187281056546,4.51306363832848,4.5099475143668,4.53267805426767,4.52883635491316,4.54044115089861
9005,RPL7A,8.45297649897621,8.67573143256439,8.58713959050793,8.52929449053218,8.50871131452858,8.65394241295237,8.52876453232119,8.51087562441258,8.62994286365348,8.63226973015422,8.6397987303985,8.63268769422168,8.78288799144737,8.73864996498914,8.66279488086621,8.77746886474858,8.69614286102385,9.14246908137088,9.13874364845118,9.07634483717402,9.21214141960859,9.28855839091721,9.19456605754865,9.15178341780432,9.19472381342425,9.09119140555292
9006,GTF3C5,6.50675398775631,6.45297474208321,6.58550405486218,6.37984583117401,6.56764714277115,6.42571373492429,6.55269895366247,6.6344287121898,6.5496945065237,6.48272511696183,6.65761177307543,6.62162200886674,6.49614328523156,6.58679143995575,6.49605204096523,6.47796571321862,6.68835814713822,6.34443470830063,6.29187187416962,6.3593504092379,6.23091915016639,6.25742217188107,6.28258858120681,6.33857550087552,6.28100436522348,6.21612280099778
9007,ASB6,5.76683452125156,5.70192415792944,5.63253911473529,5.51746484505354,5.56611090505684,5.52592245686169,5.71601619705288,5.63908086822152,5.58782762514082,5.70694003357663,5.42302892188015,5.53687565122282,5.28163035303887,5.5758560452265,5.51022842557481,5.58841786757333,5.58907873974209,5.2971683270276,5.33642480924939,5.33889953401666,5.38362119769495,5.49769849006573,5.32046229663652,5.24733664679903,5.41081626328352,5.37517124243507
9008,PTGES2,6.66782295830648,6.52233602933876,6.57936568941861,6.38588076471401,6.3335979197163,6.39288592081748,6.45014999988113,6.47126611117083,6.21679029683316,6.1935493801656,6.1054162168899,6.18870238977523,6.28530398323161,6.24430873138389,6.24233813395305,6.34458204702748,6.25767204858306,6.22085606653702,6.28503375889763,6.21503315061416,6.25679186719372,6.26616395757753,6.18181737038466,6.13932439101382,6.24989864102138,6.06169849421419
9009,NTMT1,5.30924447772244,5.36620635160059,5.25810216691215,5.30246117961,5.2713425015136,5.36214228489634,5.31225146647871,5.54227597303042,5.32617686818966,5.40967764211438,5.09469108454601,5.19536205628727,5.43961430593359,5.49979332045472,5.41686916549099,5.60735666212832,5.43342236524678,5.77860679973804,6.04936118460925,5.9364602310835,6.02017749645688,6.21691825144103,5.87351492490934,6.05199124463549,6.09192882338195,6.01661155681456
9010,CIZ1,7.63872039250774,7.61668866776253,7.64028316254577,7.4752833321554,7.63381366832199,7.37212093800693,7.7352613710222,7.58108399086127,7.5409307088805,7.44666846611952,7.51304530918299,7.41210596688517,7.37739550472843,7.43744884262281,7.49741815693086,7.46604877833341,7.53291178773244,7.2030788393123,7.23989039296356,7.147287801338,7.14400681964946,7.14998859323504,7.2497409566332,7.25027523544379,7.09728871396099,7.14685123716881
9011,SLC25A25,5.41009232283618,5.24466867156501,5.26002782738556,5.23298459352798,5.11467054560361,5.27367947238528,5.38522328736522,5.35762653417467,5.14658747354178,5.10450622417803,4.89022229128252,4.9699805730019,5.11009205294738,4.98656130803498,4.99306271491118,5.11104759527403,4.98557468434996,5.40149807067522,5.27543827499233,5.39252906242924,5.32726176077914,5.3722037264405,5.32598271742423,5.32139176347811,5.2241944511064,5.28529562412393
9012,SH3GLB2,6.46330781255988,6.3145994372013,6.54392654411989,6.50797255880519,6.63149860382029,6.5179557770498,6.5624853499525,6.53962308485739,6.54525137170857,6.60441243891479,6.38655422763531,6.49597047370388,6.56018433064592,6.55970648606982,6.40369425183806,6.5353763907631,6.64877744304228,6.82553935725889,6.70255299544691,6.52245178789892,6.78792933922604,6.79519500926197,6.80880415195322,6.63734172578006,6.57466121704521,6.67580779021191
9013,MIGA2,5.43055609303744,5.36642828774163,5.3888007908266,5.41601993937616,5.15039675744782,5.28269973852642,5.3869801889308,5.13113462367522,5.46982240050164,5.59498766402462,5.47281156943559,5.30710821032437,5.19060577009819,5.4948286251794,5.5924544448705,5.49864988999365,5.52612514457612,4.59551585216291,4.37218264517228,4.32419671257121,4.61833777202622,4.53793822308194,4.43686772314802,4.59696997198111,4.42401093422679,4.30578641820768
9016,LRSAM1,4.47507877906795,3.88353356378811,4.36554436670126,4.12226612383985,3.92977157491641,4.35869709035685,4.32186043426027,4.00346082028504,4.14195120686591,4.31948654474651,4.1649679780431,4.69826028156412,4.46553332684606,4.67673662340127,4.82972975847764,4.48619026933637,4.38175424908034,3.53393400569382,4.17869619869424,4.28897516211088,3.89886809021747,3.86807459079664,4.14129818578861,4.12084159461474,4.21826593668502,4.27862389843227
9018,GPR107,6.84921600876344,6.94595794297757,7.02930303433065,6.92838903178121,7.05378426959424,6.85899139304445,6.95204775433462,6.99225336268247,6.77937214746456,6.94346213749805,6.7810889468945,6.9091575720374,6.80014379886621,6.72842072607793,6.851204776384,6.82772195872448,6.74895279634837,7.03145001791935,7.06329493313517,7.1341743056099,7.02630895317623,7.0864392411512,7.12059535948963,7.20698083529363,7.18868551131202,7.20705954895847
9019,PAXX,4.85949916568145,5.17312703530958,5.04582145684557,5.18225759053431,5.01193697938549,5.07104253189535,5.14550354820056,5.04356546336359,4.83670142789179,4.83679106913561,5.02063956914094,4.7837615966777,4.92711652347631,4.99445684133365,5.03573447743049,5.11018913844536,5.05255693948482,4.69686638097772,4.46198602388503,4.52748317992182,4.55015419979477,4.76382149154282,4.66252467097864,4.48604146957061,4.41985972473701,4.407398631113
9021,INPP5E,5.91009784943612,5.84502461803684,5.96935386893184,5.96416015168865,5.98154641815337,5.77495185163858,5.91231714209602,5.96899737026508,6.09835640724185,6.25439907925919,6.233803130356,6.28302104319257,6.03432525176447,6.17293908594591,6.39954602739996,6.3065721318547,6.26116506004784,5.30774622507018,5.07306442202303,4.89957769697206,5.14660995797992,5.20540649856561,5.11305797583469,4.98189105304555,4.97117485038895,5.01877897620775
9023,SEC16A,7.8613444367853,7.84202769322352,7.78395410801453,7.7368651651505,7.72639286955481,7.72057396846497,7.89895017423602,7.8572535630892,8.0210278107418,7.89741677717508,7.70552905116672,7.88363767131441,7.65143850780077,7.82559660034941,8.07178238047217,7.84955011136118,7.87123477595046,7.1873848033531,7.13834503513964,7.10014101788972,7.05947562297106,6.86312468799823,7.01890460226863,7.09234272116949,7.20324370860365,7.31547087176908
9024,DPH7,5.32872678389864,5.25809551213254,5.37372133127611,5.49590151736851,5.19600897148927,5.28173103637887,5.31532788695616,5.33126346953684,5.29877002678161,5.01572436586996,5.1940365648245,5.12630156077672,4.88811896730662,5.07442297598092,5.23424592378418,5.19002298249489,5.03878982953389,4.61199777638207,4.12467393989782,4.17120005525266,4.27560424849546,4.5199442505255,4.4005945090243,4.30073066386008,4.67772905059548,4.4633733954653
9027,NACC2,6.86984165480529,6.65084141132588,6.6876041408844,6.72717398326762,6.73726934471013,6.5238794758413,6.68345838746398,6.71378887217691,6.63966866420503,6.80752947647785,6.6491597014574,6.67021015737181,6.59857676561751,6.65152027524354,6.67845254577179,6.63025094911363,6.74312476684774,6.10573082788901,5.94320240910714,5.98208745169637,6.08421156070558,6.00396644181094,6.08355214222655,6.06618764246308,5.93822693980546,6.02932543851692
9028,PROSER2,4.82894599496144,4.9688679371798,4.94961144538663,5.24390108189905,4.88736215558088,4.72732122122819,5.06054086384757,5.20875367917381,4.36914342517314,4.7787937527462,4.67228725314335,4.63922526715984,4.73110011572463,4.55469253536924,4.49402044407391,4.75270124691128,5.05364232673675,4.86484393953408,5.19920625433544,4.69473392657608,5.20149056437701,4.99688550297787,4.82910417543834,4.9074814252529,4.96603834582178,4.77731101788165
9029,USP6NL,4.86431978034017,4.9036688132878,5.01211118757178,5.03073567478756,5.01957480027847,5.02185505175781,5.01761962112095,4.90435754747547,4.96310974532494,4.96843998763306,4.9590617322337,5.00474520653076,5.00622054634819,5.01528931529474,4.93102829969087,4.72261784158068,4.81088410952143,4.95265207524574,4.85065405123536,4.88308940761406,4.80019524605276,4.65840472975175,4.6818604479602,5.05081558036891,4.80796731218615,5.0776690941515
9030,COMMD3,4.07428424327574,4.338569753565,4.2265424465737,4.40001123924029,4.2303646849107,4.52014075675954,4.14371310112079,4.18918130235396,4.49077061425957,4.31145163737626,4.5695279813349,4.14171259304914,4.31269210884049,4.25360705802597,4.39357710569071,4.14736165837335,4.34046125337999,4.46294135516707,4.35936088665879,4.42535711662357,4.48618743760868,4.45452883257586,4.45015402804423,4.58926813237233,4.64995464206347,4.48741640486666
9031,MSRB2,2.62428144006596,2.96190210271144,3.03378579154044,2.97635065182672,2.89650142582936,2.62809168203601,2.56423323811778,3.10350405432779,2.73583162692299,2.92304699967576,3.14547511987503,2.7514856814686,2.99427229781995,2.97655643350963,2.49487009485585,2.67873132357013,2.65621757607406,2.79107536098676,2.60830738599472,2.82713014415542,2.92811719375234,3.23065935842348,3.25900018076379,3.1308909929399,2.48779442867961,3.12203054242849
9032,PDSS1,4.55600840209605,4.66699175173908,4.36253265052811,4.56220601507921,4.41165303412668,4.71807539215842,4.26099400902083,4.21773217207272,4.13428995840167,4.02917286924853,4.24350421413492,3.91998708693832,4.13764071419465,4.20018497198237,4.12930527742919,4.01710464764796,3.99599950435992,3.36765464225117,2.8908275570474,3.35085520201684,3.12585092943901,2.89668553069905,2.88651935209335,3.55541964162985,2.97072105446526,3.45835074649644
9033,FAM171A1,7.06247195614349,7.0147982871847,7.09914619688139,7.06130212735833,6.98395920313877,6.93320453964092,7.14298966088233,7.09374679673231,6.96434450588098,7.00454122143185,6.80064575758894,6.90393251492841,7.01470144439222,7.13147707432879,7.03665994747441,7.08368235748985,6.98085893076502,6.78595819273734,7.05148124359261,6.92568952326842,6.84600031907297,6.9558197237928,6.90835977038708,6.90531386744688,6.55941292899033,6.85430463671877
9034,MINDY3,4.60190978644769,4.48579740537179,4.52534427784259,4.95223905324015,4.8192506897191,4.76706041554746,4.7502834465364,4.71952216635306,4.60612477819591,4.33955534219217,4.56314269898882,4.53027633611014,4.49246461229911,4.78421991602031,4.60336886231097,4.47104117976586,4.31037721552924,4.39033925071503,4.25168365066803,4.40597671295586,4.34851182552215,4.21401945247252,4.22412853251292,4.29490501901855,4.39703374690798,4.22452324940393
9037,RSU1,5.2688575064694,5.57678681242721,5.32324749383611,5.54121043805701,5.43815683729736,5.35476821141154,5.25322669083893,5.23502491847399,5.42370072622736,5.5698471149224,5.4901311122749,5.48157568015691,5.4343715843061,5.48187550960902,5.49342463085545,5.49848840775219,5.29309328343907,5.75875912787606,5.62271305894298,5.60242327677023,5.68009309052307,5.62753732363368,5.5467808692774,5.76055216999422,5.55693079561469,5.7926526275915
9039,PARD3,6.29549898124101,6.31180771683893,6.14807445607997,6.34328680366111,6.22795208980136,6.28481969520613,6.16557575357877,6.25427506495455,6.26530427498587,6.24737094050405,6.31242076697534,6.3996155446204,6.4301887335849,6.44806401804064,6.28287059677139,6.18192734300567,6.32204237166279,6.85883498078077,6.89003943981019,6.9257133792041,6.87851813464597,6.84268098917922,6.7173395663294,6.92975068930506,6.83125986473969,7.01751524512936
9041,ZEB1,5.52342448799772,5.82147017523251,5.87109603405625,5.7593753037516,5.72652523763098,5.76381784068357,5.7784199284157,5.7557611748909,5.98561930353177,6.20488515188477,6.16855762305621,6.14528757038383,6.26316330983324,6.22441719326985,6.0190844053006,6.01284181496775,6.09203462239674,6.3228740515188,6.43753485821287,6.3483667041834,6.39811695496186,6.25967369326905,6.42855340996968,6.47804998632179,6.19529732945257,6.38002711646874
9043,NRBF2,4.09866979316637,4.18634331805827,4.08701098559289,4.26435292655851,4.11345724617437,4.23823067533988,4.13301431843823,4.05103706606772,4.06249601544364,4.15635513711233,4.02819464836285,4.47293100106026,4.43933103680275,4.17839331418607,4.10794247062721,4.11190867037417,4.12030927044098,4.84154555394556,4.50737858751105,4.63742924455643,4.68878422006894,4.76883472699958,4.42094203611894,4.70399434280205,4.75151901404139,4.52329547776693
9048,POLR3A,6.56668033271944,6.5322616032024,6.398063851539,6.46796753766555,6.52354235318813,6.44079135728481,6.57735007104586,6.54869041253633,6.32652216400989,6.39067503937237,6.29724439626033,6.52781144800386,6.44413199217908,6.41781141653764,6.37968755482871,6.35781123741431,6.36642834651159,6.42622722247616,6.41890244778309,6.42156098274652,6.41677340859153,6.44713091352016,6.42897043676648,6.48771400182791,6.47709300735086,6.39415613609233
9049,HERC4,6.19879950441027,6.31697291833424,6.29572541853395,6.05253342005773,5.98908310101807,6.16374854493981,5.98391078544572,6.21391499689489,6.31377222658391,6.44572416273138,6.31918941830287,6.50602487090634,6.16063520966084,6.08512995902536,6.38127366373555,6.08020896375722,5.99267041806576,6.03578597832295,5.89976696125129,5.89123489121822,5.95067870059765,6.12076240590757,5.99208329912079,6.10444782879601,6.03410912596911,6.04917605433478
9051,CAMK2G,6.87608927248726,6.79255148293901,6.79478682495541,6.71361235479924,6.71434941592466,6.74061548384243,6.83544249871115,6.72833500500708,6.68437839223816,6.45550734684183,6.64791787707118,6.57178989935541,6.48546079153493,6.50014206152008,6.6560712523734,6.52406953001666,6.51869191641706,6.32760150685467,6.31131892926436,6.23878675703755,6.22231443826294,6.22481063016153,6.22793766946059,6.24563559956387,6.21787886357857,6.27704422985014
9052,ADIRF,3.27540664339485,3.03745207758793,3.16178390679264,3.24079953786728,3.23113171087525,3.02200604703376,3.53168180321029,3.20977940782233,3.98469153293078,3.76251379129076,4.16655353894461,3.82032092214761,3.77972144944726,4.14199264949894,4.27533751846854,4.2793291042026,4.07265086603628,3.51349742299786,3.00171580344277,3.1116543219296,3.35170759235453,3.05702479919114,3.06478510141831,3.41187551859985,3.23214434399077,3.32455098388619
9053,GLUD1,7.68185842150845,7.6560409774945,7.59690934601919,7.61360684366248,7.67672951566963,7.65734220567739,7.61439294043257,7.62242317911618,7.76494412528574,7.95802667971246,7.85814002383668,7.96752325413505,8.00274853387463,7.97577536956767,7.79748574683709,7.80674512401255,7.80822363030816,8.51747737278426,8.55603166952473,8.5622794445859,8.55666165461441,8.57176437388341,8.52902987644562,8.5589054372821,8.69827050024008,8.59927439198853
9054,ANKRD1,6.86633847156832,6.82507567868701,6.70008829824899,6.88799714815113,6.46916382643485,6.99634337995768,6.74922619443443,6.78417260625672,6.06499821286296,6.08961894918841,5.65115496239819,5.97961310032726,6.26043384128193,6.06000059921511,6.12731635930268,6.06101539621808,6.01797801427449,8.40549217134138,8.23705268509408,8.1298031734786,8.40062835624215,8.51319140000567,8.15007606720049,8.5522343813814,8.59213184401229,8.42839427408585
9055,HTR7,3.18039145037052,3.41955558178007,3.21752975505305,2.84022548281285,3.11924273696278,2.84639560990595,3.22827925787495,3.20422938554341,3.11789092528311,3.08885635772073,3.37246773148443,3.23092450713938,3.27232688083788,3.21935230751992,3.09858451769579,3.25313505131535,3.11590956876109,3.46994274816772,3.41927233668333,3.45863132182719,3.38840606740076,3.45950336565152,3.23299739816387,3.37179975692822,3.46683306976303,3.37337704730786
