hgnc_symbol,Ep26.JAK1.E139K.1,Ep26.JAK1.E139K.2,Ep26.JAK1.E139K.3,Ep26.JAK1.S703I.1,Ep26.JAK1.S703I.2,Ep26.JAK1.S703I.3,Ep26.JAK1.WT.1,Ep26.JAK1.WT.2,Exp21.JAK1.E139K.1,Exp21.JAK1.E139K.2,Exp21.JAK1.E139K.3,Exp21.JAK1.S703I.1,Exp21.JAK1.S703I.2,Exp21.JAK1.S703I.3,Exp21.JAK1.WT.1,Exp21.JAK1.WT.2,Exp21.JAK1.WT.3,Exp25.JAK1.E139K.1,Exp25.JAK1.E139K.2,Exp25.JAK1.E139K.3,Exp25.JAK1.S703I.1,Exp25.JAK1.S703I.2,Exp25.JAK1.S703I.3,Exp25.JAK1.WT.1,Exp25.JAK1.WT.2,Exp25.JAK1.WT.3
4720,SYF2,5.23799497791059,5.4444813103774,5.35580260700531,5.63769615824734,5.30344022202867,5.4530558909207,5.46150351518356,5.29310765348063,5.40906668475266,5.07285318819358,5.59974989920451,5.35132749876223,5.49962962599453,5.2794330838945,5.3435901480307,5.24831348031672,5.3157010827761,6.20260076657032,6.1944689165002,6.42963270743228,6.3465847785813,6.15731333148235,6.18964147581847,6.29152692084489,6.50516539902036,6.36781477293429
4721,RSRP1,5.29082911849471,5.54746732272401,5.60122232157266,5.43098182762644,5.30491328340957,5.38972267311003,5.55034775191936,5.45374697063883,5.86983755119767,5.60458450046673,5.91150564848322,5.66612837688947,5.55072500516731,5.69265124650557,5.83837195404668,5.67313595960908,5.47107479183671,5.10773517603625,4.85937636018904,4.79490779472244,4.81717088715541,4.94881859721855,4.8967378749374,5.08507117421611,5.24819655582009,4.90301602635767
4722,SLC35A3,3.68317316322255,3.8327844556328,4.11378921657787,4.16003902924505,3.07870309584038,3.62027825237774,3.87168422382328,3.79926492415715,3.8521814944298,3.29776097768129,3.16832312987151,2.80518417871595,3.64240673850531,3.58670844250835,3.41078106537066,3.31809879307387,2.79168610721856,2.59408472037308,3.64399678018022,3.40271902869911,3.66696791097623,2.59733640808488,3.71576908643239,2.91481641053484,4.00459890687343,3.845630960716
4723,RCOR3,4.89049443731456,4.71919242012434,4.59870272943535,4.57072280298348,4.51186744071148,4.59311548856465,4.75056781096057,4.61592897963898,4.73276135739475,4.69941780911547,4.60320847227153,4.46783256064623,4.31593746421444,4.3136375119656,4.52866020460377,4.30262897355507,4.62209276397125,4.34443426471134,4.46632690225696,4.46621933052806,4.35235449376095,4.28781398453367,4.55729062873695,4.46871341470088,4.28822790042698,4.3621218477753
4724,STMN1,7.63012730201502,7.90661418242562,7.81455538988744,7.77593438462416,7.76313967301892,7.90382406806035,7.70099100719155,7.76657232442102,7.89973502854333,7.93619850630898,8.00226376009337,7.90933927493619,8.04582449087768,7.94742735783571,7.92817736831099,7.93282374834891,7.84334085166485,7.99457066196058,7.93444450790186,7.92327805796431,7.90869457952197,7.9430929348048,7.92113415852588,7.97178977633728,7.9860876143107,8.01855694855684
4725,MTFR1L,5.73715368465774,5.70111469057661,5.6477502679223,5.87103620355241,5.58599326758641,5.65975268679702,5.6195630582957,5.74787630661035,6.04086519012716,5.72859131858557,5.89498938629918,5.95916302862819,5.91591317200691,6.04151408138707,5.88621327142726,6.07520584309315,5.98948283717453,5.97332033362582,5.98586698177696,6.03809052942676,6.05082823038041,5.94836679772276,6.12290252902921,6.03283233915127,5.84568685544849,5.99105158477276
4727,NEK2,5.08055497727419,5.22329677561341,5.04891000115976,4.95653554027335,4.99850008047453,5.08092122756071,5.05983364571366,5.11578622771313,5.3089559082811,5.44617777902331,5.6042389896304,5.34734614571267,5.46664998973513,5.6436717497571,5.38338635972954,5.36463808690445,5.2002041312798,6.03758663539336,6.0338282774586,6.13805613769728,6.03254609119178,6.14280183296729,5.99038897811363,6.10708118870657,6.30628017173381,6.10561249798828
4728,RPS6KA1,5.22525103710826,5.14389668538407,5.23722277045527,5.02179268833031,5.26060439802034,4.96462076553101,5.01259799742676,5.0690714266823,5.36750935331166,5.29383635184818,5.0837341233751,5.43607548483686,5.2080880693378,5.27375793395446,5.1506500106612,5.37085294127655,5.23908618969879,4.9369774217399,4.87790018603155,4.99388113696762,5.40579866061795,4.93174277406569,4.81191243655575,5.14291727789359,4.7924094989077,4.94514415506594
4729,DHDDS,4.83351881290512,4.98249936920611,5.04302818101797,5.06401168617922,4.95211953454116,5.03699617875056,4.95510363598262,5.03793195149138,4.75592030502333,5.12489416619356,4.45545938186707,4.37178064238443,4.86122962854051,4.88429883864944,4.63103965269232,4.87582751957535,4.7939424578679,5.18141830335408,5.25923328522565,4.83780135115436,5.22358204894206,5.36689746629137,4.97130912287769,5.07189502143778,5.20192177722082,4.92633187046757
4730,NENF,4.61594776691953,4.75096467681318,4.8845683846956,4.75969444974065,4.87507441275114,4.97403325375633,4.74053252271018,4.66201425295267,4.6981946386903,4.61455042379523,4.52799834260671,4.5621897283898,4.78402285139061,4.70698550843269,4.53375363700722,4.69478014264111,4.84022584475017,4.98735509190658,4.97253297006601,4.9220656269281,5.02735654259268,5.18050973295786,5.09910804661926,4.87832528392985,5.035350093811,4.97603756459533
4731,NSL1,4.69444986280793,4.9294775420221,4.87940011553564,4.75690348672808,4.88500981383477,5.04801111651779,4.82340705145197,5.0335255981603,4.9320256742489,4.73213713113751,5.07300666853636,4.7738543695564,4.99173455117597,4.9859911950622,4.79358860295843,4.86281828261007,4.87692627483895,4.28949791965264,4.42122041101917,4.39150536995374,4.5008231466876,4.53884687449917,4.37882768703383,4.45294249619415,4.52234555532694,4.21310628748406
4733,ARID1A,7.96235284483298,7.68298202911626,8.21574829779515,7.85934684441544,8.07769976232023,7.75071435611033,8.30689103389954,8.25245627099282,8.03989128899643,8.1497943182493,8.00559943786656,8.01949086201259,7.98112992678788,8.10928876201206,8.05466732577948,8.17705740736465,8.14009449952644,7.44178371846424,7.36009964275877,7.57069674061129,7.25955404493994,7.3473308857203,7.30060241524988,7.50619688845064,7.24228534673608,7.47246774274544
4734,CENPF,8.18415199028042,8.30992145502548,8.18500357877843,8.30117432689348,8.30043678579426,8.2498996250304,8.43923510922735,8.27597904404162,8.72530481690169,8.05321047855652,8.70756977998122,8.57253492763146,8.25602469444689,8.55478295707638,8.45724071128102,8.22902896130212,8.21790504156352,7.75524821779056,7.87841989044685,7.99412527221598,7.56306105889436,7.21668111485881,7.86056074255182,7.72534234599611,8.05604838439752,7.99543701261258
4735,RPA2,5.79618770146765,5.95321379705002,5.81587135260482,5.94534029046938,5.94839578092711,6.06633697869883,5.81605078536619,5.8994050992013,5.63641803141024,5.75131580985406,5.80585752124873,5.69910556692143,5.7591959426601,5.73196449171825,5.71206796810135,5.64675718093623,5.66646457911944,5.32519077590421,5.34967482288948,5.36954914487081,5.45115257134748,5.42354175731758,5.38021142397766,5.4367253493268,5.52754159312349,5.50847805848737
4736,PPP1R8,5.62079309631438,5.75892284892159,5.63571493135292,5.57023636049114,5.48836272797231,5.65598349727039,5.61714419236167,5.79392888576558,5.21215694822142,5.3074916731854,5.18193020179501,5.24591794436165,5.25263436502294,5.26604795037452,5.31072529684704,5.48239158149801,5.46965368822914,5.3424902824125,5.28692104160555,5.37593233113873,5.16502301755609,5.18283664957012,5.41210220794139,5.24294825127837,5.36645408938851,5.28060473407363
4737,STX12,5.08671918002437,4.9537447555372,5.2697008747155,5.2392783670491,4.87885926426849,4.81141360002366,5.27468121678999,4.97943843799147,5.18325394793008,5.22959706851236,4.85027709510614,5.1095620361114,5.03042041238758,4.76251841573623,5.26868083793755,4.88313590085127,5.16743225692508,4.53818040818034,4.69044319289924,4.96490488637161,4.99036864008562,4.63206788647119,4.88023613344984,4.7572852453713,5.02368152841908,5.00873844085353
4738,MTARC2,2.95063716287833,3.40899402923123,3.60805504359726,3.57683659146132,3.19610688350341,3.4189317760915,3.60458517291882,3.92332193353108,3.50801833317386,3.749827066672,3.39063499728907,2.79531756090266,3.31651428716263,2.67509737552801,3.75459256567611,3.7378668996779,2.8968795181115,3.27424849988421,2.40175614650983,3.06934611690213,2.25724255969594,2.53745365699389,2.03309941258792,3.41465910308621,2.82089055784747,2.5040503239541
4740,OSBPL9,5.82104948949412,5.68788103403182,5.76492936340821,5.63405082638137,5.75796050800144,5.61923980765118,5.66280788613889,5.7054668406817,5.92624337819639,5.76952637141337,5.93472297363808,5.73558915122595,5.95134594905122,5.71242328927922,5.85451732108534,5.80131661300925,5.86898837618512,6.05192817292137,6.00725460650737,6.06643148561062,5.94508930089153,5.99202369717836,6.05684533945032,6.01380187332078,6.16039546443734,6.09367133226111
4741,TXNDC12,5.91609501465824,6.1275041998849,6.12716752022382,6.06019336728026,6.01714171380235,6.20767819037896,5.95653836287766,5.91313239307178,5.85793818159456,5.77322526018693,5.90424781234815,5.87815269848566,5.98820585657258,5.86320454243422,5.82370378645286,5.80619039753867,5.89420654708195,6.16616223008534,6.1809128590467,6.13410463274752,6.29849006150809,6.1438836044219,6.12583090598461,6.30082268669296,6.34692394935455,6.24984716684009
4742,ESYT2,6.72572452217103,6.98135957931659,6.53260414468837,6.51702288945837,6.84389516706143,6.63352299050376,6.75571658294891,6.6103962734231,6.57041856720233,6.70683065444536,6.79250350324142,6.73509335495227,6.62629091018947,6.58519001371643,6.90727344161909,6.81432948145703,6.55895968076324,6.96277695723572,6.86589810407955,7.07216298523465,6.88073271282579,6.65574092453831,6.89654633392042,6.82844043906261,6.87520955242393,6.76807793440872
4743,POLR1G,4.91757764776941,5.20949506548468,5.16086826243983,5.12278273068614,5.29724796778813,5.1097403184561,5.14828018071751,5.06980352561549,4.68462636510173,4.83620973501983,4.79173338199998,4.69550838832938,4.91386661366757,4.42106031167962,4.61351459627739,4.90079878325021,4.88564700581587,4.26280493181627,3.80565805648945,3.80027684099446,4.23588765596424,4.33639578235572,4.25609692231888,4.30314039507442,4.32175485369538,4.13345157065304
4744,MESD,6.04384181310362,5.85975769594933,5.84535883624499,5.88050250121561,5.79494116200359,5.87217277559901,5.83519147843037,5.83507074568656,5.50546679922979,5.50111515863231,5.51209725320177,5.4742312356445,5.4405949320677,5.55739486527827,5.46995856958614,5.40763801495269,5.47965677568008,5.32732520933745,5.09084504198362,5.26740689821399,5.10053201873302,5.06347178766003,5.16211117627064,5.25488242830212,5.124450494814,5.20827527359436
4745,RCN2,6.24269552910341,6.40094987058634,6.33892018190078,6.46377118080972,6.40984004031035,6.71302598378355,6.24583576112689,6.28303006859866,6.35386739596389,6.26749131418196,6.34450711528854,6.30566521957834,6.4367006590931,6.3244289507986,6.19359872815087,6.18818319374334,6.34766690286175,6.63398114879004,6.60211822567442,6.69425713106525,6.7050097149754,6.7150594345007,6.73805435299009,6.82732367168452,6.89533255521934,6.81159179405367
4748,CTSD,7.52750066800264,7.36847038293985,7.56561070349669,7.28508358316659,7.32303353588097,7.31795132947184,7.46679873474178,7.35284695390376,7.41846144258495,7.51723686900227,7.39137447938078,7.46288723348798,7.34966144227036,7.57965885730632,7.48363188564391,7.55299433335858,7.55237065386614,7.78130012391671,7.62167954256133,7.6882351408181,7.74038376978569,7.7415455999772,7.73070851272358,7.69314430745704,7.61821666078172,7.61411419541268
4750,STAG1,6.22997876165782,6.23491054490175,6.22987941506869,6.2545920444165,6.26413906263671,6.22417136016359,6.24460674431681,6.03800467612397,6.0516452354855,6.19700789842172,6.11701592337467,6.09255157478676,6.20683349350602,6.07307769019069,5.85647190459807,5.71925775690869,5.76533238833894,5.7835506951485,5.72733016944251,5.79442393607301,5.92520446590734,5.74223208496264,5.63582790342447,5.94496827730634,5.86282027602674,5.90724944768117
4752,STK11,6.76996686678511,6.6160122790129,6.75371055695766,6.84711663470819,6.90746029325726,6.74955759598141,6.73750143057223,6.91928133657997,6.52327054097738,6.60374365247789,6.55974488405548,6.6467841186696,6.38544642726195,6.66443240126204,6.46782400079824,6.41991275621204,6.56138881002224,6.76294516021659,6.70612755610619,6.66622084812669,6.92053394355949,6.95108287554859,6.69183778386885,6.47118332640672,6.64162856417778,6.86953752478108
4753,KMT2A,7.58562818669334,7.38682071680616,7.60277529018958,7.41961852507941,7.63920213248338,7.36868412140218,7.74435971132022,7.72263684376503,7.47698480542185,7.65758160804284,7.178886330477,7.57254618405129,7.40647857855912,7.43735261974158,7.4883970914456,7.63188362403286,7.39180141706778,6.64657072866793,7.280802829571,6.84821099017764,6.85381261867058,6.59123564379276,7.15782417814107,6.84983966115009,6.9978120840452,6.86953026176778
4755,IFT46,3.63427917922628,3.87848941342623,4.34193321139684,4.29826865462485,4.1857270304868,4.06890566742446,4.36800022890233,3.96090567665103,4.17381025719572,4.27435617653373,3.94422966718567,3.86369855975699,4.25819046704375,4.03116865939883,4.10474906495687,3.89874983042058,3.79689947554715,4.20726895977339,3.98419237243421,4.16284876785656,4.21985678341065,4.0881460294218,4.09923654273272,4.29781244049773,4.24485198832372,4.18161974043913
4760,KPTN,4.56268844789252,4.5861465669814,4.58472296736434,4.15813663676201,4.29691036860997,4.51365127092043,4.49002832374012,4.30338622228873,4.64891831203792,4.61482822382258,4.50599173300786,4.49977318598506,4.46185244123313,4.58381586184566,4.41133400208963,4.48004990148786,4.36005959023016,4.26617272094785,4.42963688732911,4.1418596171415,4.49118822900173,4.32677639262144,4.28683219346899,4.38263706742774,4.53775257532702,4.14976211289043
4761,RPS25,7.43107587176128,7.62946708103382,7.5918108239725,7.63869183270055,7.52597928110685,7.68681244923742,7.47555726344027,7.50474084394763,7.81389455448852,7.6143331446115,7.81629340020111,7.63792865883345,7.96415869683332,7.79210767339924,7.72773800692064,7.80866703250829,7.79710699647374,8.26222883834132,8.17766212497254,8.24892226291509,8.27482258091916,8.45016258206605,8.28815520414993,8.23936651688244,8.18961006837987,8.20966548347392
4762,KIF14,5.94319311430642,5.98336386647029,5.93410623429207,5.86808784569998,5.86091091723594,6.0551783583739,5.90263274625543,5.84503345482481,6.20191111174605,6.02408792633514,6.30009602030754,6.34886273657426,6.23928058157239,6.01876870022895,6.25496366086484,5.97265969373875,5.89113487364636,6.03088174854478,6.01350361810962,6.11272439300182,6.04569077779995,5.84687778584952,6.09298519845913,6.09554319828066,6.18674331162442,6.16256362535856
4764,DDX59,3.80987285702295,4.07274397120864,4.06208405432545,4.05327788014203,3.88171619912651,4.05651035676656,3.89865765870605,4.16598575315637,4.46796583370805,4.39728827661026,4.32528054143015,4.21549628144946,4.40455071454824,4.31809791117986,4.15429834284055,4.20318818244503,3.99103326546947,4.07389211576485,4.1022311674282,4.28508772053418,4.15004252302753,4.08937427450806,4.06241503255993,4.01115941629198,4.17022619420523,4.11583709065404
4765,CAMSAP2,6.50806213650011,6.40454260999877,6.31571072650322,6.50708727193428,6.36996922752068,6.45796116107159,6.53674954800483,6.44062320578655,6.65856135052007,6.68498997289436,6.73084363287518,6.67545408171277,6.63600919934904,6.49137907988148,6.7269520876261,6.47166792322957,6.61214457062492,6.44866015664169,6.54184384778462,6.55351138564614,6.45342253318866,6.27708813579162,6.46507296011375,6.61791425565364,6.64482369277973,6.64515419950022
4766,ATF6,6.47809642968912,6.28716120028982,6.23747170338862,6.19862605952959,6.28457249791467,6.26344905087889,6.2279602533016,6.27022520127815,6.27350963046255,6.32478461461398,6.1684548420162,6.35876544374961,6.45136445842264,6.30667331706099,6.30425702353317,6.1277691379757,6.13434902794434,6.64961657065174,6.66580331430863,6.73974527297802,6.64015765775734,6.57087375713473,6.58124341355645,6.79443758101065,6.61038237205598,6.68759513371901
4768,MREG,4.11553451696838,4.08380780324598,4.22887024559574,4.53729129026903,4.20322455281276,4.1209679322808,4.44374993219747,3.98265004347708,4.09880131229147,4.13393860320839,3.78571218446556,3.8570783099264,4.06224029585896,4.02944318330612,3.93484993066079,4.16541751311671,4.20258149959267,4.05484844761014,3.38803594903048,3.66599895350281,3.66795297860269,3.47978038015509,3.98168035332513,3.69888940575697,3.66470878501475,3.50175020077237
4770,FASTKD2,5.63898228148353,5.8190787223227,5.69352719364782,5.70963800454924,5.60370732001514,5.88752841155267,5.60084181174896,5.67581865449648,5.75160300831022,5.78502412134845,5.85374624552344,5.82472353122099,5.87561190411692,5.77606724854343,5.55137749221882,5.60922633394288,5.49424370401006,5.54577462844978,5.37733990558823,5.44340555167681,5.59370834609055,5.64347270622801,5.71675913477174,5.86239079272392,5.74083945080818,5.59638611506852
4771,NRP2,4.19013917964996,3.70227582317998,4.60245290339108,4.12882311014431,4.50985350573069,4.23041481735189,4.16351123555941,3.99827143369521,4.22281708814876,4.54039888670996,4.55947770169216,4.49553263104975,3.99264171468394,4.95238461334077,4.15621899880477,4.07498974678421,4.62115120214834,4.22367805220385,4.22748664776063,4.23735379007705,4.49242422539469,4.04582820662037,4.49645749898694,4.51490649669566,4.46880106840151,4.13093342316996
4772,CREB1,5.55860886866035,5.48240418925128,5.69140446371055,5.85369790994069,5.83209293541933,5.72847316658843,5.66896334448468,5.63076936129577,5.54352338001908,5.60026846424364,5.64940567724851,5.56517168280153,5.8278925701322,6.03020299504279,5.83754210574827,5.93658663383185,6.08714665557895,6.21279053372351,6.29431367669044,6.19438378148686,6.06656479484815,6.26100478252271,6.05909027281381,6.35222923075467,6.20157367462116,6.2509628851663
4773,KLF7,5.1961602608929,5.01610333598175,4.85658725635843,5.35302173022759,5.28846667084664,5.11498535653599,5.20156683983351,5.02861545978073,5.76912731217913,6.0492578830568,5.69762039195778,5.83972389395626,5.73749563399931,5.53175985740981,5.84870747574833,5.8672635902552,5.7521304312825,5.86581797652689,5.91902997915474,6.02546264462663,5.91417376938724,6.09620816600715,6.15902890456013,5.78346756643567,5.77118241433193,5.96685358041875
4775,B4GALT6,5.52814156433392,5.61511140258559,5.4222380647291,5.5568783032999,5.93798486635723,5.78902555734476,5.54923416563074,5.22919148773365,5.87210304983786,5.41666062315032,5.87762477129233,5.60922317621525,5.77962369590875,5.62998955135135,5.62029142661458,5.67241228132492,5.69656655334614,4.9184904272998,4.78878244494451,5.1963097774863,4.68375855092673,5.44016659881182,5.17006604713692,4.98525308004461,4.94678884446522,4.70306135791156
4776,C1orf54,1.14499103494386,1.66664846264418,1.81358986233966,1.9323479274027,1.48215675612249,1.31683940645439,1.33453157925852,1.40075696118488,1.2978289856431,1.42596168022416,2.00078495458438,1.6279868344438,1.33686054754486,1.56339461291162,1.48924454806704,1.33740241057904,1.78074421271667,1.81416666803158,1.43180358717435,1.88175690128736,1.30096095676615,1.97892553508393,1.59022515412498,1.77934390241298,1.93887406777668,1.38967089452441
4781,SPCS2,6.51524894418284,6.54648936947126,6.48141160236696,6.62653127383341,6.55921353314427,6.4189506234177,6.62469842738807,6.55909084640364,6.26608973153487,6.32873041871935,6.35410183910871,6.31968774127548,6.1798076814888,6.5405741059297,6.48374829873228,6.77358676758725,6.73396664566422,6.64155164273527,6.77215094206765,6.58678917622988,6.65204295286659,6.8963628852862,6.66782048176559,6.43640028240363,6.52675150377178,6.43784956215128
4782,USP35,4.64525944002769,4.32315103483976,4.55080549376949,4.60798534079327,4.65318308846043,4.09047226355155,4.70590624742441,4.3673940639933,4.71394675846247,4.48657365445022,4.41360016084976,4.43222546818389,4.54460941468854,4.5058400373507,4.55274705849993,4.77417292727609,4.78792310464016,4.30422816793645,4.04006622708051,4.22126658169188,4.46091562689293,4.18728671426217,4.22201202050924,4.42454113800925,4.36304808625736,4.32951434083736
4784,FILIP1,1.09957186380203,0.47552745376082,1.05184011844871,1.39651001685595,1.26974109044173,1.18215690583378,1.01727612715692,0.957169990096651,1.50359614566919,0.729392065766877,0.904897260819678,1.67937958104506,1.86879724626925,1.18949078809574,1.47306690884764,1.24150063101542,1.6962554007653,0.957214415483544,0.604676347777876,0.723387703377699,0.526535710694938,0.751526799704097,-0.185429782146177,1.34289858540366,1.15353808991972,0.635955700514721
4785,CASP8AP2,2.63251294104573,2.69427278160302,2.54385139371387,2.57677956545936,2.38551487814482,2.87608577652539,2.55480899237853,2.34785385969059,2.85312286526002,2.556609387618,2.65339401475346,2.65731836066878,2.93764127025618,2.27436100770386,2.66926043568677,1.95925858613282,2.35933561048198,1.91083631836712,2.53915303487045,1.72599746463198,2.08664710982854,1.76574221134375,2.03399426652586,2.27590433473968,2.38790167167234,1.46658210730343
4786,HMGN3,3.14189198200163,3.48781180339736,3.02757502470815,3.63163912575707,3.08534407020994,3.50121730381897,3.35447787684232,3.27373272232391,3.77874865385876,3.29224279954832,3.64297121893705,3.73244725014517,3.59174016210617,3.62639637535024,3.67297806518517,3.47554739950521,3.62878772330407,2.70278606601495,2.58592454966091,3.11552347415734,2.8653428510381,2.65183593217217,2.59091775671288,2.86790506033748,2.77815533765682,2.88668132830157
4787,UBE3D,2.71756884517757,2.94379474291853,2.8352696499889,3.32499923827219,2.92970617985246,2.97562605813053,2.99582311771882,3.1610940001938,3.23994145206169,3.18479363428534,3.34864944835208,3.49679188153485,3.19396778035405,3.3689525005693,3.13623829065122,3.22381768438403,3.15014673523029,3.13210136896936,3.3467347158731,3.34445928832487,3.1365945161834,2.75918106237403,3.10793112808008,3.0070482746109,3.35305316837777,3.08648177674476
4790,ANKRD13C,5.18060948792186,5.06481093316415,5.10654127263998,5.14559477315843,4.9748943302358,5.12064632886431,5.08089471771199,5.07858241552884,4.91625661717584,5.27032038896279,5.14913113567336,5.18834878676563,4.97673313365351,5.30616860202097,5.33202291593408,5.03967953614585,5.09036284166045,4.91710507427113,5.29948267201322,5.28281321842891,5.31418459729686,5.17707285975788,5.60265277669888,5.39094231183657,5.39722289033858,5.23582688884635
4792,PHF3,6.89960365057764,6.8789990770706,6.79718236317934,6.7756735520423,6.79651808616167,6.88372183683611,6.89782160258195,6.94699321595571,7.0934750891546,7.17345460480851,7.17289067981221,7.13582785902595,7.2177342076876,7.03810446457526,7.13714267383342,6.92546048780534,7.00983232808918,7.39424957062281,7.50329506799838,7.50382814835089,7.45184213332169,7.32700751384369,7.518685103426,7.5971051739518,7.66979798184277,7.53063916280663
4795,PLAGL1,4.26054233837735,4.11788146718106,4.27427806513186,3.98924190500421,4.09708738520458,3.86306458301669,4.21658276759048,3.8853809142114,3.99063815343387,4.04970933351122,3.99770632180473,3.73934314116946,3.88736332645652,4.03750097567987,4.06673652524197,4.02624492515939,4.11194002606696,2.77601581904732,2.50091049765683,2.85813298355785,2.89160150274119,2.51898858765209,3.7192242442634,2.59502434100386,2.53204075273189,3.35570723895619
4796,FBXO30,5.17905398784902,5.24806994192386,5.18551076632027,5.03638743733521,5.19462087374823,5.28701689885752,5.18181278535782,5.18211259239807,5.04169035906415,5.0466171792495,5.21304619528478,5.24425549794084,5.22396505171516,5.12158735232838,5.07456435896224,5.01304051236078,5.203541940366,5.06035550529898,4.94208469616182,5.01987307063487,5.16374068472818,5.08607948684383,4.95411374959534,5.32069209097908,5.25049875078711,5.10711794786542
4797,TNFAIP3,4.04048497239053,3.44850418742233,3.92115619718526,3.74219459946884,3.64657236359115,3.83379343258235,3.81451188374373,3.86813607940857,2.75047883396756,3.45812652380358,2.60690440506977,2.94789954792896,3.41654693236307,3.50551242386635,2.90242684032239,3.20206905886966,3.14835255214685,2.08942247421925,1.11716580691771,1.4720460991156,1.43641331825224,1.82999732945016,2.61911420815779,2.5357165834912,1.50145158595958,2.32498074243719
4798,AKAP7,2.16517261714649,2.34245678722447,2.30386699731094,2.68586337280981,2.61626236118079,2.76154344469047,2.48356401772407,2.16499316404204,2.70577346050815,2.51758353811914,3.07986923919544,2.85076302199067,2.88136497777669,2.64371992256851,2.47807628076221,2.39674045313586,2.56521642646974,2.89180368389182,2.75921524925443,2.73714089752085,3.00080941827743,2.78221832104123,2.95664710650743,2.7484584994655,3.68759767553179,3.2859602342727
4799,RAB32,4.36004147443304,4.32589222234387,4.27023758722185,4.4191379371321,4.3913103448201,4.42643105085841,4.3042981746573,4.25367398119854,4.66383018808831,4.68735615100919,4.73065340088813,4.6424085981995,4.93409350941289,4.87063128967374,4.76724113276349,4.68658360408923,4.75360647971203,5.02541262307896,4.95706130196233,4.86863745029763,5.02185243913205,5.08212175401249,5.12127310921916,5.24511502136155,5.21154410181094,5.07642876616425
4802,SGK1,4.87395156527855,4.88295774892541,4.63501704749355,5.2537447148376,4.77232375157239,4.59655374088555,4.67583541800778,4.88419400202361,4.21900843506614,4.49711749030553,4.12694405006504,4.08883703088455,3.73289993570896,4.40874773491143,4.13957717793091,3.77931015006167,4.20171907316237,4.03668598779272,4.30906385361179,4.29143600423042,4.68593326897379,4.10448627406193,4.45749730408039,4.57425149558953,4.19589852196807,4.4168951469531
4803,RNF146,5.01270465939123,4.96776557678222,4.88932838646897,5.34524333999888,5.1275429702205,5.14876787571493,5.12104223452551,5.10859152512754,5.14681339233277,5.20002386191263,5.03411199660571,5.22310717512032,5.16545101036747,5.06073634091321,5.03287791148276,5.08932436962116,5.08889229036546,4.69750324280162,4.7276312684672,4.77986518350092,4.65530377423268,4.69625558056048,4.92594469475182,4.76772325778799,4.88819002127387,4.99696084204047
4805,CCN2,8.77377541472863,8.7370936219317,8.80108140023771,8.79574200321734,8.79444408542835,8.81354004872952,8.75658942439014,8.76158266715972,8.04002408715984,8.15209257756269,8.07697772447573,8.17484594437186,8.26246378882127,8.29723579860005,8.02551856902466,8.14902629507947,8.22197407008223,11.010975094479,10.8447732206408,10.7095738727045,10.9529140947216,11.0362230121338,10.9032086644632,11.0366227048671,10.9392177418117,10.9802568624303
4808,FBXL5,5.46113781111357,5.69126487423166,5.44747743737045,5.50254747087169,5.47448776044151,5.67174421266952,5.40794394613745,5.5125205535326,5.460176562956,5.57166773858148,5.41759419533493,5.57418703936793,5.49502628912298,5.30431773787605,5.4202732689518,5.50703057524072,5.44550824282366,6.18091574008563,6.07723978879296,6.00371963400837,6.11133044896757,6.15696997036438,6.03767328140111,6.13009594220919,6.03072648307413,6.12023409793329
4809,MED28,5.42547746984536,5.6421617036895,5.84447723113055,5.64625779743353,5.46215187751018,5.60965565895875,5.67239227872082,5.74629176392551,5.92215787219299,5.93633909225091,5.86681545699571,5.77327826374392,5.70237138352178,6.05480839520501,5.62758252518486,5.91209959872551,5.93376811765296,6.3195497313113,6.28986210893675,5.91265301435935,6.14049214649326,6.4829160975548,6.10607121379783,6.14271677727115,6.22281037095984,6.24384200533755
4811,RXYLT1,4.88032576680621,4.82942640077375,4.83516706595737,4.8153972886016,4.81788802421266,4.67418578049804,4.69155452193015,4.74409257685714,4.63269402676467,4.71813635284814,4.63219053673037,4.60526994987744,4.8012184202384,4.75717515098961,4.57401732329523,4.70472063105032,4.62557138134753,4.5173379413982,4.43776404636874,4.31446365227237,4.41068965440167,4.21975951470604,4.2483317483387,4.44136655372909,4.40045779700104,4.56431860939166
4812,ZNF430,2.88477266110996,3.03112809183077,2.76034937396169,2.37703651599467,2.87481885914597,2.9467222169732,2.93142611886134,3.04368970798221,2.87584828886817,2.41465837722798,2.47551831571073,2.08526382389236,2.86685783090006,2.83533531636398,2.33044951097832,2.89776391725688,1.98741095280344,1.684958303329,2.64459482045041,1.77705877009136,2.47182662316087,2.28639902985038,1.69646261300066,2.8904913323667,2.84040214535432,2.30368505620744
4813,VAMP8,3.4453371504113,3.30980355558942,3.13694169631686,3.50115585689869,3.40502491935466,3.52887338007316,3.38654310118826,3.25647884916851,3.00221341764887,2.98767708916628,3.23096528814232,3.10216553447895,3.39299355697053,3.05409011922361,3.21050692462932,3.08580548138844,2.93457418527215,3.34257560411887,3.35848454315444,3.80040906106037,3.66282622990298,3.65727074716861,3.33022732691614,3.35673552968364,3.40054379331726,3.5457623990493
