# File Name: /Volumes/USB DISK/qPCR/Exp9_4.2.2024_u4cs_20240402_122421.eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 6 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS6Pro-2778624010008
# Instrument Serial Number: 2778624010008
# Heated Cover Serial Number: 2779324012939
# Block serial number: 2778323082972
# Run Start Date/Time: 2024-04-02 12:24:47 PM EDT
# Run End Data/Time: 2024-04-02 01:57:50 PM EDT
# Run Duration: 93 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-04-02 04:54:27 PM EDT
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Relative Quantification v1.6.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2024-04-02 04:55:30 PM EDT
"Well","Well Position","Stage Number","Step Number","Cycle Number","VIC","FAM","ROX"
"59","C11","2","2","30","538543.6","1019996.5","734753.7"
"59","C11","2","2","31","539492.6","1046275.2","734738.56"
"59","C11","2","2","32","539386.06","1097399.1","734607.56"
"59","C11","2","2","33","539777.56","1187568.5","734604.75"
"59","C11","2","2","34","540687.5","1339247.2","735169.3"
"59","C11","2","2","35","541292.6","1565738.5","735132.5"
"59","C11","2","2","36","541748.9","1864325.0","734774.9"
"59","C11","2","2","37","540605.44","2209001.2","733578.2"
"59","C11","2","2","38","539852.7","2571808.2","731775.56"
"59","C11","2","2","39","539587.75","2933258.8","731694.2"
"59","C11","2","2","40","539128.25","3237455.0","733019.44"
"60","C12","2","2","1","298798.3","566979.75","417170.25"
"60","C12","2","2","2","298514.8","566716.1","416462.8"
"60","C12","2","2","3","298567.84","566810.9","414966.75"
"60","C12","2","2","4","299460.5","568076.6","414730.12"
"60","C12","2","2","5","300321.22","569696.56","415052.44"
"60","C12","2","2","6","301305.06","570240.0","415327.97"
"60","C12","2","2","7","301655.97","571624.94","415208.84"
"60","C12","2","2","8","302623.28","572293.56","415171.4"
"60","C12","2","2","9","303742.9","572992.6","415612.7"
"60","C12","2","2","10","304642.88","574616.9","416505.66"
"60","C12","2","2","11","305458.7","575274.7","416659.28"
"60","C12","2","2","12","306333.34","575697.0","417113.94"
"60","C12","2","2","13","307430.75","578112.3","418235.4"
"60","C12","2","2","14","308696.97","579135.8","418806.78"
"60","C12","2","2","15","309179.5","579427.7","419316.34"
"60","C12","2","2","16","309751.0","581598.9","419104.12"
"60","C12","2","2","17","310709.8","583524.94","419035.53"
"60","C12","2","2","18","312031.84","583874.9","419672.03"
"60","C12","2","2","19","312775.16","585053.4","419829.75"
"60","C12","2","2","20","313739.97","586172.44","420525.06"
"60","C12","2","2","21","314559.5","586545.9","421138.88"
"60","C12","2","2","22","315413.16","587958.0","421273.0"
"60","C12","2","2","23","316490.03","590187.9","421355.22"
"60","C12","2","2","24","316942.84","591431.56","422428.47"
"60","C12","2","2","25","318082.53","593121.44","422884.0"
"60","C12","2","2","26","319196.8","594709.4","423456.9"
"60","C12","2","2","27","320017.56","597032.75","423473.53"
"60","C12","2","2","28","320601.84","601144.25","423224.16"
"60","C12","2","2","29","321484.75","606778.5","423337.28"
"60","C12","2","2","30","321794.47","615793.0","423771.4"
"60","C12","2","2","31","322690.53","633067.6","423784.9"
"60","C12","2","2","32","323359.47","665731.06","424251.34"
"60","C12","2","2","33","324158.16","722978.9","424602.44"
"60","C12","2","2","34","324689.72","817382.94","426348.06"
"60","C12","2","2","35","324754.0","956376.44","426417.75"
"60","C12","2","2","36","324827.12","1132614.4","425783.12"
"60","C12","2","2","37","324763.12","1331006.6","425357.8"
"60","C12","2","2","38","324921.28","1541256.0","425119.22"
"60","C12","2","2","39","325010.06","1753674.0","425107.1"
"60","C12","2","2","40","325568.84","1927118.0","426210.8"
"61","C13","2","2","1","512788.0","1426221.9","676274.8"
"61","C13","2","2","2","513622.06","1428401.6","677685.3"
"61","C13","2","2","3","516045.88","1431211.0","677269.75"
"61","C13","2","2","4","518066.3","1432688.5","676827.25"
"61","C13","2","2","5","518679.8","1434483.4","676748.4"
"61","C13","2","2","6","519273.72","1435439.5","674881.8"
"61","C13","2","2","7","519690.1","1436501.2","672780.25"
"61","C13","2","2","8","521612.7","1438143.9","672131.8"
"61","C13","2","2","9","522197.66","1439062.2","672091.6"
"61","C13","2","2","10","523088.7","1442717.4","672446.94"
"61","C13","2","2","11","524828.8","1444608.5","671344.25"
"61","C13","2","2","12","525980.5","1445476.0","671015.0"
"61","C13","2","2","13","526159.3","1449463.9","671463.8"
"61","C13","2","2","14","527054.3","1451984.6","671185.94"
"61","C13","2","2","15","528757.5","1453909.2","671110.56"
"61","C13","2","2","16","529003.2","1454091.5","671789.56"
"61","C13","2","2","17","529823.06","1455004.8","671861.06"
"61","C13","2","2","18","530819.2","1456194.0","671743.0"
"61","C13","2","2","19","531975.94","1458283.5","670621.2"
"61","C13","2","2","20","533165.56","1460546.2","670141.75"
"61","C13","2","2","21","533591.06","1460842.2","670057.4"
"61","C13","2","2","22","534991.7","1460616.9","670401.7"
"61","C13","2","2","23","536184.0","1462086.1","670309.5"
"61","C13","2","2","24","536389.44","1464297.8","670023.25"
"61","C13","2","2","25","537700.4","1466434.1","669566.56"
"61","C13","2","2","26","537555.75","1467259.5","669300.25"
"61","C13","2","2","27","537334.3","1467767.9","669126.44"
"61","C13","2","2","28","538706.2","1471239.1","668846.2"
"61","C13","2","2","29","540133.25","1471868.9","668010.94"
"61","C13","2","2","30","541456.1","1472835.5","667804.7"
"61","C13","2","2","31","543228.94","1472961.9","668232.2"
"61","C13","2","2","32","543755.44","1473080.4","668999.25"
"61","C13","2","2","33","544126.94","1473764.5","669402.9"
"61","C13","2","2","34","544137.94","1478413.6","669366.9"
"61","C13","2","2","35","545792.7","1479754.1","668270.9"
"61","C13","2","2","36","547157.4","1481183.1","668015.5"
"61","C13","2","2","37","547264.94","1481713.1","668153.6"
"61","C13","2","2","38","548591.2","1481644.4","667140.2"
"61","C13","2","2","39","549482.06","1483306.9","667135.94"
"61","C13","2","2","40","550182.5","1483125.5","668277.25"
"62","C14","2","2","1","518591.78","1405624.9","686548.8"
"62","C14","2","2","2","518671.16","1405216.2","685313.6"
"62","C14","2","2","3","519718.44","1404738.0","684000.75"
"62","C14","2","2","4","520681.62","1405207.0","681981.56"
"62","C14","2","2","5","520925.88","1407368.5","680912.0"
"62","C14","2","2","6","521641.4","1408307.9","680240.56"
"62","C14","2","2","7","522326.7","1410929.2","679929.0"
"62","C14","2","2","8","523980.97","1413613.5","679898.3"
"62","C14","2","2","9","524772.75","1415435.5","679638.44"
"62","C14","2","2","10","526060.6","1416163.8","679131.8"
"62","C14","2","2","11","527352.4","1414483.9","678799.75"
"62","C14","2","2","12","529497.06","1414531.1","678530.56"
"62","C14","2","2","13","530096.7","1418027.0","678460.56"
"62","C14","2","2","14","529951.2","1420937.8","678853.3"
"62","C14","2","2","15","530623.1","1421908.1","678302.4"
"62","C14","2","2","16","532448.5","1422365.0","677943.56"
"62","C14","2","2","17","533960.5","1425184.9","677843.06"
"62","C14","2","2","18","534724.3","1426909.2","677919.8"
"62","C14","2","2","19","536087.9","1427999.0","677358.56"
"62","C14","2","2","20","537533.8","1428286.4","677119.3"
"62","C14","2","2","21","537611.56","1429633.6","677367.7"
"62","C14","2","2","22","537938.2","1433553.2","677644.4"
"62","C14","2","2","23","537780.4","1433759.6","677352.4"
"62","C14","2","2","24","538426.4","1434027.4","676748.4"
"62","C14","2","2","25","540269.8","1437779.2","675177.94"
"62","C14","2","2","26","541439.75","1440006.8","674861.9"
"62","C14","2","2","27","541907.3","1440907.9","675463.3"
"62","C14","2","2","28","542719.0","1440988.0","675677.25"
"62","C14","2","2","29","543412.94","1442573.0","674420.25"
"62","C14","2","2","30","544381.25","1443158.8","674335.25"
"62","C14","2","2","31","545651.75","1443519.4","675364.0"
"62","C14","2","2","32","545908.9","1446690.5","675675.5"
"62","C14","2","2","33","547664.75","1448167.1","675824.6"
"62","C14","2","2","34","549098.06","1450063.4","675548.3"
"62","C14","2","2","35","549154.25","1450176.1","675194.44"
"62","C14","2","2","36","549876.6","1450824.1","674426.1"
"62","C14","2","2","37","549918.8","1451535.6","674439.44"
"62","C14","2","2","38","551238.44","1453543.8","675515.8"
"62","C14","2","2","39","552896.75","1454956.0","676479.44"
"62","C14","2","2","40","553693.25","1454626.0","676845.94"
"63","C15","2","2","1","525173.0","1420341.2","696568.0"
"63","C15","2","2","2","526025.6","1422979.8","697379.44"
"63","C15","2","2","3","527247.06","1425681.8","697220.6"
"63","C15","2","2","4","528077.3","1427056.1","696058.6"
"63","C15","2","2","5","529740.1","1428878.0","695217.75"
"63","C15","2","2","6","531506.94","1431461.8","693768.5"
"63","C15","2","2","7","533057.44","1432092.8","693241.94"
"63","C15","2","2","8","534146.75","1433850.9","692833.2"
"63","C15","2","2","9","534180.0","1436191.4","690932.8"
"63","C15","2","2","10","534952.44","1438450.9","690663.5"
"63","C15","2","2","11","537237.3","1438781.6","692162.06"
"63","C15","2","2","12","538151.0","1439710.8","692518.3"
"63","C15","2","2","13","538352.75","1440715.9","691412.4"
"63","C15","2","2","14","539810.06","1442723.0","689549.7"
"63","C15","2","2","15","540103.0","1443357.6","689039.4"
"63","C15","2","2","16","540863.25","1443484.6","689246.7"
"63","C15","2","2","17","540849.06","1445396.5","689588.8"
"63","C15","2","2","18","541934.75","1446327.8","689532.06"
"63","C15","2","2","19","545030.06","1447647.8","689134.1"
"63","C15","2","2","20","545406.2","1448353.5","688764.4"
"63","C15","2","2","21","545292.7","1450507.2","688133.06"
"63","C15","2","2","22","546617.6","1452611.9","687968.8"
"63","C15","2","2","23","546975.0","1452141.9","688363.1"
"63","C15","2","2","24","546832.4","1451631.0","688569.3"
"63","C15","2","2","25","547994.1","1452768.4","688105.2"
"63","C15","2","2","26","549687.25","1454825.5","687721.7"
"63","C15","2","2","27","550522.5","1455131.8","687474.94"
"63","C15","2","2","28","550597.0","1456301.8","687095.5"
"63","C15","2","2","29","552098.2","1457237.9","686988.0"
"63","C15","2","2","30","553105.5","1460421.8","687129.44"
"63","C15","2","2","31","553334.25","1460813.4","686797.4"
"63","C15","2","2","32","554395.75","1461345.2","686169.56"
"63","C15","2","2","33","555275.7","1462117.4","686381.06"
"63","C15","2","2","34","556613.5","1462101.2","687932.3"
"63","C15","2","2","35","557523.6","1463373.6","688715.94"
"63","C15","2","2","36","558627.44","1464342.2","688281.9"
"63","C15","2","2","37","558628.75","1467061.9","686837.0"
"63","C15","2","2","38","559712.3","1467461.5","686529.1"
"63","C15","2","2","39","561420.2","1468317.5","687057.44"
"63","C15","2","2","40","562283.3","1467981.6","687935.8"
"64","C16","2","2","1","233143.38","678605.94","342352.44"
"64","C16","2","2","2","232916.97","678189.4","341940.6"
"64","C16","2","2","3","232866.89","678197.94","341653.22"
"64","C16","2","2","4","233292.95","679277.25","341603.6"
"64","C16","2","2","5","234317.58","680471.56","341674.3"
"64","C16","2","2","6","235617.03","681799.3","342006.7"
"64","C16","2","2","7","236211.6","684799.0","342165.25"
"64","C16","2","2","8","236609.89","686523.0","342403.6"
"64","C16","2","2","9","237290.28","687584.75","342681.47"
"64","C16","2","2","10","237943.48","688478.94","342918.28"
"64","C16","2","2","11","238779.3","689712.9","343078.97"
"64","C16","2","2","12","239579.77","691194.94","343156.16"
"64","C16","2","2","13","240145.89","692009.44","343463.34"
"64","C16","2","2","14","240844.67","692893.5","343658.03"
"64","C16","2","2","15","241713.98","693410.25","343824.78"
"64","C16","2","2","16","242384.06","695838.94","344267.84"
"64","C16","2","2","17","243041.23","696697.2","344663.06"
"64","C16","2","2","18","243814.52","697890.56","344844.12"
"64","C16","2","2","19","244187.58","699484.75","345308.34"
"64","C16","2","2","20","245010.78","701859.1","345493.62"
"64","C16","2","2","21","245499.67","702331.8","345568.03"
"64","C16","2","2","22","245823.53","703677.25","345776.9"
"64","C16","2","2","23","246344.53","704826.1","346339.44"
"64","C16","2","2","24","246484.17","706017.06","346444.0"
"64","C16","2","2","25","246950.23","706755.7","346415.88"
"64","C16","2","2","26","247465.52","707682.4","346513.66"
"64","C16","2","2","27","247924.17","708524.1","346599.78"
"64","C16","2","2","28","248672.39","709172.6","346888.3"
"64","C16","2","2","29","249387.92","710924.25","347057.62"
"64","C16","2","2","30","249879.78","711830.1","347362.84"
"64","C16","2","2","31","250425.19","713054.3","348110.25"
"64","C16","2","2","32","251025.05","713686.1","348332.22"
"64","C16","2","2","33","251672.86","714078.94","348326.7"
"64","C16","2","2","34","252339.12","715297.0","348300.22"
"64","C16","2","2","35","252721.81","715425.1","347502.22"
"64","C16","2","2","36","253057.69","715063.9","347354.75"
"64","C16","2","2","37","253518.62","714708.6","348247.88"
"64","C16","2","2","38","254483.9","714320.1","348211.53"
"64","C16","2","2","39","254887.45","713655.7","348313.75"
"64","C16","2","2","40","255586.58","713022.1","349801.6"
"65","C17","2","2","1","442312.0","1262739.8","666610.4"
"65","C17","2","2","2","443392.1","1266375.8","667005.44"
"65","C17","2","2","3","444570.94","1267802.0","666323.25"
"65","C17","2","2","4","445122.28","1267986.1","665725.2"
"65","C17","2","2","5","445753.66","1270676.9","665102.06"
"65","C17","2","2","6","446655.3","1273709.6","664512.25"
"65","C17","2","2","7","447276.44","1274199.6","663517.9"
"65","C17","2","2","8","448260.16","1275427.9","662991.3"
"65","C17","2","2","9","449417.62","1278274.0","662484.75"
"65","C17","2","2","10","450395.62","1281069.0","661905.75"
"65","C17","2","2","11","450965.0","1282689.1","661807.2"
"65","C17","2","2","12","451907.0","1282929.2","662370.7"
"65","C17","2","2","13","452377.16","1283485.2","661542.44"
"65","C17","2","2","14","453388.62","1283717.1","661197.6"
"65","C17","2","2","15","454054.28","1285429.8","661389.0"
"65","C17","2","2","16","454985.1","1287214.1","660835.6"
"65","C17","2","2","17","455924.8","1287623.6","660245.8"
"65","C17","2","2","18","456474.94","1287626.5","659827.75"
"65","C17","2","2","19","457410.47","1289089.1","659494.6"
"65","C17","2","2","20","458166.38","1289837.9","659339.06"
"65","C17","2","2","21","458796.6","1292868.9","659486.8"
"65","C17","2","2","22","459824.03","1293123.5","659399.8"
"65","C17","2","2","23","460870.0","1292593.6","659280.1"
"65","C17","2","2","24","461537.84","1293453.6","658581.75"
"65","C17","2","2","25","462074.88","1296548.4","657800.6"
"65","C17","2","2","26","462633.66","1298614.8","657638.2"
"65","C17","2","2","27","463390.22","1299943.9","657974.5"
"65","C17","2","2","28","464052.12","1300380.9","657934.3"
"65","C17","2","2","29","464710.8","1300354.1","657806.9"
"65","C17","2","2","30","466032.34","1300669.1","657663.94"
"65","C17","2","2","31","466501.03","1303556.2","657411.4"
"65","C17","2","2","32","467330.0","1303812.8","656703.1"
"65","C17","2","2","33","467969.2","1304085.5","656619.0"
"65","C17","2","2","34","467779.03","1305283.8","657300.7"
"65","C17","2","2","35","467750.0","1307188.2","657879.5"
"65","C17","2","2","36","469555.94","1308685.2","657970.8"
"65","C17","2","2","37","470374.44","1308369.6","657808.3"
"65","C17","2","2","38","470794.72","1308488.8","657268.3"
"65","C17","2","2","39","470737.88","1310542.5","656173.1"
"65","C17","2","2","40","471811.2","1312725.2","655915.75"
"66","C18","2","2","1","256411.94","746676.5","380618.7"
"66","C18","2","2","2","255896.64","744670.9","379708.06"
"66","C18","2","2","3","255657.62","743321.06","378197.62"
"66","C18","2","2","4","255756.8","742842.94","377773.34"
"66","C18","2","2","5","256057.78","743326.7","377498.9"
"66","C18","2","2","6","256625.2","745789.75","376615.56"
"66","C18","2","2","7","257079.12","746946.25","375678.25"
"66","C18","2","2","8","257808.67","747799.56","375382.88"
"66","C18","2","2","9","258635.73","747708.9","375135.9"
"66","C18","2","2","10","259411.95","747739.7","375183.16"
"66","C18","2","2","11","259785.33","748848.94","375700.62"
"66","C18","2","2","12","260271.92","749384.56","376119.75"
"66","C18","2","2","13","260907.47","750074.8","376141.62"
"66","C18","2","2","14","261457.8","751619.0","376200.94"
"66","C18","2","2","15","262101.27","753718.4","376155.3"
"66","C18","2","2","16","262682.88","754853.44","376260.3"
"66","C18","2","2","17","263209.72","755364.2","376423.06"
"66","C18","2","2","18","263642.53","756247.1","376032.16"
"66","C18","2","2","19","264218.47","757145.9","375921.16"
"66","C18","2","2","20","264925.88","758444.5","376166.4"
"66","C18","2","2","21","265646.47","759665.06","376361.3"
"66","C18","2","2","22","266284.4","759932.0","377094.9"
"66","C18","2","2","23","266789.28","761455.7","376876.78"
"66","C18","2","2","24","267141.8","762557.06","376742.53"
"66","C18","2","2","25","267919.28","762710.4","377071.78"
"66","C18","2","2","26","268876.25","764227.2","377541.44"
"66","C18","2","2","27","269408.34","766010.1","378097.2"
"66","C18","2","2","28","269961.1","767288.3","378128.75"
"66","C18","2","2","29","270703.16","768631.4","378392.78"
"66","C18","2","2","30","271322.06","768769.8","378858.84"
"66","C18","2","2","31","272249.28","769780.75","378860.38"
"66","C18","2","2","32","272840.8","771321.56","378790.94"
"66","C18","2","2","33","273457.75","772621.75","379195.22"
"66","C18","2","2","34","273986.1","773615.7","379363.12"
"66","C18","2","2","35","274607.84","774082.5","379588.12"
"66","C18","2","2","36","275083.94","775002.3","380175.56"
"66","C18","2","2","37","276058.88","775709.9","380288.47"
"66","C18","2","2","38","276875.25","775701.2","380962.97"
"66","C18","2","2","39","277379.03","776010.94","381621.06"
"66","C18","2","2","40","277992.62","775811.5","381877.6"
"73","D1","2","2","1","188204.95","409663.6","293649.72"
"73","D1","2","2","2","188803.95","409972.1","294278.84"
"73","D1","2","2","3","189336.67","410347.34","294358.84"
"73","D1","2","2","4","190261.81","409498.06","294107.28"
"73","D1","2","2","5","190785.17","409257.97","293686.62"
"73","D1","2","2","6","191005.83","409303.8","293364.94"
"73","D1","2","2","7","191441.39","409282.12","292803.4"
"73","D1","2","2","8","191766.14","409369.44","292672.72"
"73","D1","2","2","9","191916.48","409805.9","292792.2"
"73","D1","2","2","10","192557.19","410070.62","292805.8"
"73","D1","2","2","11","193125.88","410910.47","292586.22"
"73","D1","2","2","12","193846.06","411318.66","292612.7"
"73","D1","2","2","13","195207.66","412813.03","292945.2"
"73","D1","2","2","14","196824.98","415082.25","293007.53"
"73","D1","2","2","15","200189.75","418764.06","293109.62"
"73","D1","2","2","16","205137.38","422240.6","293219.0"
"73","D1","2","2","17","213490.9","430809.4","293854.34"
"73","D1","2","2","18","227472.53","447449.38","294446.9"
"73","D1","2","2","19","247420.98","479339.1","294992.8"
"73","D1","2","2","20","272816.06","534070.56","295589.5"
"73","D1","2","2","21","300409.7","620788.3","296700.5"
"73","D1","2","2","22","327326.9","737421.06","297682.1"
"73","D1","2","2","23","351404.2","882175.75","298653.97"
"73","D1","2","2","24","371763.28","1040028.56","299215.88"
"73","D1","2","2","25","389969.3","1198730.9","300015.1"
"73","D1","2","2","26","407266.8","1350059.1","300743.94"
"73","D1","2","2","27","423183.84","1493346.8","301335.12"
"73","D1","2","2","28","435814.1","1628237.8","302235.1"
"73","D1","2","2","29","448418.97","1749192.1","302727.53"
"73","D1","2","2","30","460272.12","1857173.4","303019.53"
"73","D1","2","2","31","471102.22","1954700.9","303733.53"
"73","D1","2","2","32","480214.22","2037869.5","304365.44"
"73","D1","2","2","33","488209.9","2115008.5","305053.22"
"73","D1","2","2","34","495781.47","2182274.0","305938.4"
"73","D1","2","2","35","503697.3","2237508.8","306585.53"
"73","D1","2","2","36","510712.34","2283102.5","306721.9"
"73","D1","2","2","37","516997.53","2325370.2","307247.75"
"73","D1","2","2","38","522087.56","2361813.5","307690.22"
"73","D1","2","2","39","526980.6","2390001.5","308106.22"
"73","D1","2","2","40","530376.0","2413925.0","308322.34"
"74","D2","2","2","1","165547.19","351048.6","256065.77"
"74","D2","2","2","2","166166.08","352156.47","256887.36"
"74","D2","2","2","3","167509.4","353054.9","257785.36"
"74","D2","2","2","4","168193.28","352400.0","257878.47"
"74","D2","2","2","5","168235.06","352264.94","257765.75"
"74","D2","2","2","6","168586.36","353211.72","257905.73"
"74","D2","2","2","7","169025.06","354209.3","258129.95"
"74","D2","2","2","8","169567.88","354204.34","258055.7"
"74","D2","2","2","9","170185.6","354443.44","257909.62"
"74","D2","2","2","10","170719.75","356314.78","258033.56"
"74","D2","2","2","11","171464.83","357127.16","258286.1"
"74","D2","2","2","12","172201.12","357958.16","258141.12"
"74","D2","2","2","13","173232.4","359198.3","258132.88"
"74","D2","2","2","14","174786.48","361013.06","258967.77"
"74","D2","2","2","15","177794.53","363810.47","259641.81"
"74","D2","2","2","16","182618.08","368145.44","259759.5"
"74","D2","2","2","17","189982.84","376319.72","260446.42"
"74","D2","2","2","18","202237.69","390750.28","261304.16"
"74","D2","2","2","19","219985.9","418242.88","261961.73"
"74","D2","2","2","20","242937.5","466694.25","262627.8"
"74","D2","2","2","21","267780.72","542185.6","263263.6"
"74","D2","2","2","22","291238.7","646386.25","264396.88"
"74","D2","2","2","23","312370.38","773184.9","265546.9"
"74","D2","2","2","24","330884.4","911746.7","266197.34"
"74","D2","2","2","25","347017.38","1051465.2","266646.84"
"74","D2","2","2","26","361975.9","1186019.1","267149.97"
"74","D2","2","2","27","376125.38","1311795.9","267734.78"
"74","D2","2","2","28","388224.8","1428054.0","268094.2"
"74","D2","2","2","29","399354.47","1535412.8","268666.94"
"74","D2","2","2","30","409589.25","1630393.8","269070.7"
"74","D2","2","2","31","417994.8","1718408.6","269579.53"
"74","D2","2","2","32","426930.72","1793364.9","269895.97"
"74","D2","2","2","33","434753.28","1860781.1","270643.38"
"74","D2","2","2","34","441070.9","1919880.4","271375.84"
"74","D2","2","2","35","448295.34","1970959.9","271700.1"
"74","D2","2","2","36","454999.22","2016999.1","272650.47"
"74","D2","2","2","37","460316.34","2054932.1","273406.5"
"74","D2","2","2","38","465002.97","2087951.1","274192.5"
"74","D2","2","2","39","469678.9","2112977.2","274669.3"
"74","D2","2","2","40","473625.16","2134493.8","275111.34"
"75","D3","2","2","1","176677.88","369483.84","272881.7"
"75","D3","2","2","2","177352.6","369810.06","273236.25"
"75","D3","2","2","3","178527.88","370491.12","273158.3"
"75","D3","2","2","4","178779.33","370523.2","272703.25"
"75","D3","2","2","5","179209.6","370594.3","272633.9"
"75","D3","2","2","6","179730.58","371049.9","272908.1"
"75","D3","2","2","7","180188.92","371441.28","272995.16"
"75","D3","2","2","8","180565.06","372946.78","272947.06"
"75","D3","2","2","9","180921.03","373324.94","272909.97"
"75","D3","2","2","10","181602.28","373991.97","272971.44"
"75","D3","2","2","11","182414.39","374641.38","273044.72"
"75","D3","2","2","12","182966.02","375828.97","273103.34"
"75","D3","2","2","13","184209.92","377132.03","273517.88"
"75","D3","2","2","14","185909.28","379129.7","273678.94"
"75","D3","2","2","15","189091.14","381865.38","273937.44"
"75","D3","2","2","16","193852.02","385993.5","274427.12"
"75","D3","2","2","17","201960.61","394443.56","275228.8"
"75","D3","2","2","18","214773.2","410719.06","275947.88"
"75","D3","2","2","19","233474.94","438574.66","276436.1"
"75","D3","2","2","20","257274.19","488068.2","276662.34"
"75","D3","2","2","21","282823.53","567506.25","277600.94"
"75","D3","2","2","22","307335.3","677198.75","278373.28"
"75","D3","2","2","23","329561.47","809609.1","279204.0"
"75","D3","2","2","24","349374.16","952768.3","279772.3"
"75","D3","2","2","25","367101.4","1099115.5","280433.44"
"75","D3","2","2","26","383178.56","1240215.4","281290.34"
"75","D3","2","2","27","397600.22","1373841.1","281827.94"
"75","D3","2","2","28","410427.66","1496199.4","282215.22"
"75","D3","2","2","29","422600.03","1607209.0","282884.56"
"75","D3","2","2","30","433045.53","1711027.4","283467.97"
"75","D3","2","2","31","442148.12","1800865.9","283617.97"
"75","D3","2","2","32","450914.66","1880056.1","283822.12"
"75","D3","2","2","33","459091.9","1947963.4","284409.47"
"75","D3","2","2","34","467134.9","2008630.9","284973.34"
"75","D3","2","2","35","474161.53","2059535.5","285481.1"
"75","D3","2","2","36","481858.6","2101551.5","286125.84"
"75","D3","2","2","37","487133.84","2140372.8","286608.12"
"75","D3","2","2","38","490835.94","2175755.2","286617.78"
"75","D3","2","2","39","496250.28","2202510.5","287101.66"
"75","D3","2","2","40","500665.66","2221000.2","287883.6"
"76","D4","2","2","1","195705.17","575768.06","268816.66"
"76","D4","2","2","2","196541.11","576666.4","269346.3"
"76","D4","2","2","3","197117.84","577640.8","269524.3"
"76","D4","2","2","4","197843.72","578323.9","269510.22"
"76","D4","2","2","5","198145.95","578553.7","269272.88"
"76","D4","2","2","6","198509.05","579749.2","269120.6"
"76","D4","2","2","7","198850.14","581286.94","269165.88"
"76","D4","2","2","8","199677.27","582477.9","269599.06"
"76","D4","2","2","9","200962.3","583351.0","270016.62"
"76","D4","2","2","10","201575.52","586215.25","270707.88"
"76","D4","2","2","11","202328.83","587426.5","271296.72"
"76","D4","2","2","12","203443.98","588397.0","271569.25"
"76","D4","2","2","13","205031.03","589856.06","271770.25"
"76","D4","2","2","14","207027.08","590430.8","272058.3"
"76","D4","2","2","15","209580.05","591187.5","272368.4"
"76","D4","2","2","16","214843.0","592903.5","272526.94"
"76","D4","2","2","17","222937.45","593721.3","272958.38"
"76","D4","2","2","18","235873.16","595919.0","273634.7"
"76","D4","2","2","19","256700.52","597137.1","274569.38"
"76","D4","2","2","20","284262.62","597108.9","275669.75"
"76","D4","2","2","21","317154.1","598064.9","276887.16"
"76","D4","2","2","22","351594.22","599642.9","277877.97"
"76","D4","2","2","23","385617.6","599793.0","279258.62"
"76","D4","2","2","24","416032.16","600484.7","280599.62"
"76","D4","2","2","25","441332.4","602009.8","281669.62"
"76","D4","2","2","26","462108.53","603366.9","283083.88"
"76","D4","2","2","27","476939.78","606944.8","283777.78"
"76","D4","2","2","28","487127.53","613360.75","284546.25"
"76","D4","2","2","29","493637.97","624486.75","285187.34"
"76","D4","2","2","30","498564.2","644858.0","285414.94"
"76","D4","2","2","31","501912.72","682958.6","285757.78"
"76","D4","2","2","32","505022.34","752100.5","285904.28"
"76","D4","2","2","33","507728.0","858162.5","286186.47"
"76","D4","2","2","34","508938.56","994882.0","286395.47"
"76","D4","2","2","35","510715.22","1145247.4","286851.3"
"76","D4","2","2","36","510247.9","1292446.0","287351.44"
"76","D4","2","2","37","510781.38","1430001.9","287487.16"
"76","D4","2","2","38","511920.9","1556149.4","287755.84"
"76","D4","2","2","39","514239.97","1669622.1","288369.25"
"76","D4","2","2","40","514222.47","1757196.1","288998.2"
"77","D5","2","2","1","196823.98","547008.4","268735.2"
"77","D5","2","2","2","197924.69","549981.8","269899.4"
"77","D5","2","2","3","199650.08","552728.25","270719.84"
"77","D5","2","2","4","200503.34","553613.75","271161.88"
"77","D5","2","2","5","201456.53","553736.7","271628.6"
"77","D5","2","2","6","202364.02","554926.3","272068.0"
"77","D5","2","2","7","203502.08","556289.56","272698.28"
"77","D5","2","2","8","204608.36","556472.5","272986.72"
"77","D5","2","2","9","205151.53","557292.44","273116.53"
"77","D5","2","2","10","206015.05","558048.8","273064.12"
"77","D5","2","2","11","207123.16","558853.9","273292.47"
"77","D5","2","2","12","208089.69","559591.25","273733.7"
"77","D5","2","2","13","209462.25","560685.5","273993.62"
"77","D5","2","2","14","211184.7","561681.75","274253.97"
"77","D5","2","2","15","214214.4","562274.3","274651.34"
"77","D5","2","2","16","219420.12","562753.3","275385.7"
"77","D5","2","2","17","227613.42","564129.4","275860.1"
"77","D5","2","2","18","241013.5","565729.4","276327.8"
"77","D5","2","2","19","261519.6","565862.0","277053.03"
"77","D5","2","2","20","289134.06","566828.8","277809.1"
"77","D5","2","2","21","322204.03","568450.4","278790.53"
