# File Name: /Volumes/USB DISK/qPCR/Exp9_real_4.4.24_20240404_122458.eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 6 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS6Pro-2778624010008
# Instrument Serial Number: 2778624010008
# Heated Cover Serial Number: 2779324012939
# Block serial number: 2778323082972
# Run Start Date/Time: 2024-04-04 12:25:13 PM EDT
# Run End Data/Time: 2024-04-04 01:58:19 PM EDT
# Run Duration: 93 minutes 5 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-04-04 02:16:35 PM EDT
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Relative Quantification v1.6.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2024-04-04 02:17:02 PM EDT
"Well","Well Position","Stage Number","Step Number","Cycle Number","VIC","FAM","ROX"
"8","A8","2","2","38","894847.4","3821661.8","528554.1"
"8","A8","2","2","39","895000.0","4084750.2","528257.7"
"8","A8","2","2","40","893112.94","4283951.5","527765.8"
"9","A9","2","2","1","303832.16","935425.3","428615.6"
"9","A9","2","2","2","304154.78","936965.8","428489.0"
"9","A9","2","2","3","304919.03","938397.06","427584.5"
"9","A9","2","2","4","305337.66","938472.1","426801.94"
"9","A9","2","2","5","305373.44","938871.06","426319.25"
"9","A9","2","2","6","305733.5","939618.7","425833.22"
"9","A9","2","2","7","306436.4","940682.56","425598.72"
"9","A9","2","2","8","306775.3","942446.75","425325.28"
"9","A9","2","2","9","307591.25","943975.44","424453.53"
"9","A9","2","2","10","308801.84","944877.1","424183.97"
"9","A9","2","2","11","311134.75","945953.8","424074.53"
"9","A9","2","2","12","314626.0","946348.25","423405.66"
"9","A9","2","2","13","320672.5","947657.94","423327.88"
"9","A9","2","2","14","331414.9","948360.9","423697.12"
"9","A9","2","2","15","349272.53","948291.44","423862.2"
"9","A9","2","2","16","377334.7","948597.44","424388.75"
"9","A9","2","2","17","416622.1","949806.6","424757.4"
"9","A9","2","2","18","463754.75","950029.06","425394.2"
"9","A9","2","2","19","512813.75","951309.9","425736.56"
"9","A9","2","2","20","559510.94","952924.9","427146.44"
"9","A9","2","2","21","599878.75","953108.75","428503.16"
"9","A9","2","2","22","630714.7","954523.6","429656.72"
"9","A9","2","2","23","654698.06","957892.0","429867.7"
"9","A9","2","2","24","671306.4","961312.1","430022.44"
"9","A9","2","2","25","682271.44","969615.2","429897.6"
"9","A9","2","2","26","692034.1","983651.8","429607.72"
"9","A9","2","2","27","696776.75","1008626.06","429281.25"
"9","A9","2","2","28","701080.7","1055327.4","428829.84"
"9","A9","2","2","29","702881.7","1139986.4","428490.2"
"9","A9","2","2","30","703392.7","1280235.0","428166.3"
"9","A9","2","2","31","703202.3","1487367.6","427995.7"
"9","A9","2","2","32","703681.9","1754599.1","428183.66"
"9","A9","2","2","33","702937.7","2062224.4","427849.28"
"9","A9","2","2","34","700931.0","2382526.0","426670.97"
"9","A9","2","2","35","699347.3","2691332.0","425413.16"
