# File Name: /Volumes/USB DISK/qPCR/Exp16_6.7.24_u4cs_20240607_170611.eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 6 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS6Pro-2778624010008
# Instrument Serial Number: 2778624010008
# Heated Cover Serial Number: 2779324012939
# Block serial number: 2778323082972
# Run Start Date/Time: 2024-06-07 05:05:12 PM EDT
# Run End Data/Time: 2024-06-07 06:39:43 PM EDT
# Run Duration: 94 minutes 30 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-06-10 09:51:37 AM EDT
# Software Name and Version: Design & Analysis Software v2.8.0
# Plugin Name and Version: Primary Analysis v1.8.1, Relative Quantification v1.7.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2024-06-10 09:52:04 AM EDT
"Sample","Target","EqCq Mean","Adjusted EqCq Mean","Delta EqCq Mean","Delta EqCq SD","Delta EqCq SE","Delta Delta EqCq","Rq","Rq Min","Rq Max","Omit"
"pTRIP JAK1 S153T 1","MX1","28.286104774507134","","28.286104774507134","0.16235217409835212","0.09373407141920459","0.0","1.0","0.4003618009603943","2.497740787460702","FALSE"
"pTRIP JAK1 S153T 1","RSAD2","34.38786312920477","","34.38786312920477","0.4437692577225639","0.25621030040420273","0.0","1.0","0.08191326810442107","12.208034463052115","FALSE"
"pTRIP JAK1 S153T 2","B-ACTIN","12.377095796031249","","12.377095796031249","0.5640835757476704","0.1628369021516821","-0.3891373823514819","1.30961012632814","0.882555898438841","1.9433088442500026","FALSE"
"pTRIP JAK1 S153T 2","IFI27","30.942586276301196","","30.942586276301196","0.08318473681289565","0.04802673019139348","0.010085919435702806","0.9930333537586802","0.6212574741124223","1.5872891397983655","FALSE"
"pTRIP JAK1 S153T 2","JAK1","17.98883336646909","","17.98883336646909","0.05431871569392288","0.03136092512792113","0.10071469881119555","0.9325708894255408","0.6865514498581048","1.266749147472764","FALSE"
"pTRIP JAK1 S153T 2","MX1","28.137716407294764","","28.137716407294764","0.06803945382819723","0.03928259698322479","-0.1483883672123696","1.1083306654911402","0.7552017438707626","1.6265810745774032","FALSE"
"pTRIP JAK1 S153T 2","RSAD2","35.55978783615315","","35.55978783615315","0.1892992919649257","0.10929199717335543","1.1719247069483814","0.4438288310870679","0.15264531097833592","1.2904689311555064","FALSE"
"pTRIP JAK1 S153T 3","B-ACTIN","13.04248995973431","","13.04248995973431","0.3646439262408856","0.10526363448676868","0.27625678135157905","0.8257306823058","0.6397929065623702","1.0657060319169605","FALSE"
"pTRIP JAK1 S153T 3","IFI27","31.82682790324205","","31.82682790324205","0.0969793601660906","0.05599105969773008","0.8943275463765588","0.5379979026392511","0.31139372261399895","0.9295041043682907","FALSE"
"pTRIP JAK1 S153T 3","JAK1","17.8642782298783","","17.8642782298783","0.08766475654042907","0.05061327078705973","-0.023840437779597323","1.0166622241267222","0.6201751708428902","1.6666292469618031","FALSE"
"pTRIP JAK1 S153T 3","MX1","28.603326886159557","","28.603326886159557","0.04585129560964558","0.026472257862921983","0.3172221116524234","0.8026138119387805","0.6197717904682593","1.0393969861522623","FALSE"
"pTRIP JAK1 S153T 3","RSAD2","35.976601201632526","","35.976601201632526","0.16327399461739478","0.0942662847440184","1.588738072427759","0.3324621315153707","0.1324151211536929","0.8347314712150689","FALSE"
"pTRIP JAK1 S512L 1","B-ACTIN","12.569756467734717","","12.569756467734717","1.2330879943637552","0.3559618427402049","-0.19647671064801386","1.1458964747370022","0.483576313747854","2.715349560109666","FALSE"
"pTRIP JAK1 S512L 1","IFI27","31.11610054478105","","31.11610054478105","0.13893646701378407","0.08021500663066379","0.18360018791555888","0.8805029923332044","0.40227299353094287","1.9272621626987045","FALSE"
"pTRIP JAK1 S512L 1","JAK1","26.27272870136645","","26.27272870136645","0.10245715491905445","0.05915366597291928","8.384610033708555","0.002992132889370346","0.0016791783309663562","0.005331690543254824","FALSE"
"pTRIP JAK1 S512L 1","MX1","28.562433172054224","","28.562433172054224","0.04371141466809639","0.025236797025284807","0.2763283975470898","0.8256896935863777","0.6453300787912583","1.056456986123675","FALSE"
"pTRIP JAK1 S512L 1","RSAD2","35.29797276679139","","35.29797276679139","0.0548718704370608","0.03168028916777532","0.910109637586622","0.532144649365869","0.39054082440992194","0.7250917449579937","FALSE"
"pTRIP JAK1 S512L 2","B-ACTIN","12.616009189243892","","12.616009189243892","0.5952679127664238","0.17183904483782073","-0.15022398913883883","1.109741754357357","0.7317228158985617","1.6830509239373919","FALSE"
"pTRIP JAK1 S512L 2","IFI27","30.996820127431945","","30.996820127431945","0.08748078317657874","0.05050705371591702","0.06431977056645266","0.9563961512394975","0.5840176849443465","1.5662087325196135","FALSE"
"pTRIP JAK1 S512L 2","JAK1","26.26464885608956","","26.26464885608956","0.05464968491984689","0.031552010299601835","8.376530188431666","0.003008937408478791","0.0022110265229421415","0.004094796798771818","FALSE"
"pTRIP JAK1 S512L 2","MX1","28.337759687863056","","28.337759687863056","0.02552483231636728","0.01473676880887471","0.05165491335592165","0.9648289400485254","0.8355036605424837","1.1141721185886138","FALSE"
"pTRIP JAK1 S512L 2","RSAD2","35.30197712989389","","35.30197712989389","0.47943066069418466","0.2767994210095477","0.9141140006891249","0.5306696696954785","0.03555129371559678","7.921239114039959","FALSE"
"pTRIP JAK1 S512L 3","B-ACTIN","12.75522384136144","","12.75522384136144","0.30708263341612074","0.08864712053312825","-0.011009337021290477","1.0076602818961913","0.8128407069203951","1.2491737127168163","FALSE"
"pTRIP JAK1 S512L 3","IFI27","31.45286165298685","","31.45286165298685","0.08286708189948362","0.047843332041625636","0.520361296121358","0.6971972112454804","0.4369595797864928","1.1124231481684994","FALSE"
"pTRIP JAK1 S512L 3","JAK1","26.023124395784855","","26.023124395784855","0.5184644893549681","0.29933561249435275","8.13500572812696","0.0035572899134520652","1.912358569524788E-4","0.06617122818913786","FALSE"
"pTRIP JAK1 S512L 3","MX1","28.452433069056422","","28.452433069056422","0.034083690065799456","0.01967822763446509","0.1663282945492881","0.8911076955276322","0.7353098550520916","1.0799160647347952","FALSE"
"pTRIP JAK1 S512L 3","RSAD2","34.40905944567333","","34.40905944567333","0.21230811610626973","0.12257614798509715","0.02119631646856135","0.9854152362482669","0.29767759393015086","3.262063412330859","FALSE"
"pTRIP JAK1 S703I 1","B-ACTIN","12.43519694030493","","12.43519694030493","0.49152693318542734","0.14189160359427885","-0.33103623807780025","1.2579165681919176","0.8918642533782424","1.7742095689316184","FALSE"
"pTRIP JAK1 S703I 1","IFI27","25.112407754443566","","25.112407754443566","0.06321312364345379","0.036496113951865146","-5.820092602421926","56.496618000724474","39.557987537807314","80.68832729342401","FALSE"
"pTRIP JAK1 S703I 1","JAK1","17.559710351773344","","17.559710351773344","0.2082092251326395","0.12020965217809282","-0.3284083158845519","1.2556273124123025","0.3881722374008515","4.061598939255524","FALSE"
"pTRIP JAK1 S703I 1","MX1","27.021926586482692","","27.021926586482692","0.04618876913962778","0.02666709829630158","-1.2641781880244416","2.4019034970169546","1.8512043753910257","3.1164254393919495","FALSE"
"pTRIP JAK1 S703I 1","RSAD2","27.513165092155948","","27.513165092155948","0.07200552853172248","0.041572411280931254","-6.8746980370488195","117.35195263626333","78.19380291263226","176.11984933040006","FALSE"
"pTRIP JAK1 S703I 2","B-ACTIN","12.281884619750638","","12.281884619750638","0.6374476496958702","0.18401528607310247","-0.48434855863209236","1.398954032610128","0.895594827623565","2.185220732626577","FALSE"
"pTRIP JAK1 S703I 2","IFI27","25.310344690917784","","25.310344690917784","0.028844954621372376","0.01665364231541188","-5.622155665947709","49.25354518704825","41.86061818881784","57.952123462444085","FALSE"
"pTRIP JAK1 S703I 2","JAK1","17.754234966938363","","17.754234966938363","0.0815405525119504","0.04707745994264538","-0.13388370071953304","1.0972434824536246","0.6928462492586909","1.7376773866858823","FALSE"
"pTRIP JAK1 S703I 2","MX1","27.255787031863267","","27.255787031863267","0.028440065112000316","0.016419879248183868","-1.0303177426438666","2.042474041302189","1.7398673144769692","2.397711695990665","FALSE"
"pTRIP JAK1 S703I 2","RSAD2","27.955631898687447","","27.955631898687447","0.04756048121633474","0.027459056633039006","-6.432231230517321","86.35640201475621","66.04416882460339","112.91576988029381","FALSE"
"pTRIP JAK1 S703I 3","B-ACTIN","12.305691111330633","","12.305691111330633","0.8007674345484881","0.23116164694742783","-0.46054206705209744","1.3760587506684703","0.785813564222128","2.4096525836451708","FALSE"
"pTRIP JAK1 S703I 3","IFI27","25.34881761739429","","25.34881761739429","0.2289921148979205","0.13220865917861613","-5.583682739471204","47.957439860246026","13.186489984031018","174.41457436621403","FALSE"
"pTRIP JAK1 S703I 3","JAK1","17.73060467703093","","17.73060467703093","0.19763182473524504","0.11410278721133067","-0.15751399062696692","1.1153635197982743","0.3659997142699719","3.3990075204789885","FALSE"
"pTRIP JAK1 S703I 3","MX1","27.116240429392736","","27.116240429392736","0.0609391987961224","0.03518326282914139","-1.169864345114398","2.2499054035225865","1.595673730321306","3.172374294700478","FALSE"
"pTRIP JAK1 S703I 3","RSAD2","27.87360131164508","","27.87360131164508","0.11947710635458621","0.0689801395158179","-6.514261817559689","91.4088418979462","46.60450037993908","179.28689952699042","FALSE"
"pTRIP JAK1 WT 1","B-ACTIN","12.412272409635367","","12.412272409635367","0.4123325274222581","0.11903014785143974","-0.3539607687473634","1.2780646082785188","0.9577747231691631","1.705462780985944","FALSE"
"pTRIP JAK1 WT 1","IFI27","30.186265890747872","","30.186265890747872","0.20565041639113485","0.11873232326238034","-0.7462344661176203","1.677408958443501","0.5261000712379931","5.348223594126204","FALSE"
"pTRIP JAK1 WT 1","JAK1","17.17922329570605","","17.17922329570605","0.15227444027836645","0.08791568908541447","-0.7088953719518472","1.6345521106492729","0.6926733493172322","3.8571725114897895","FALSE"
"pTRIP JAK1 WT 1","MX1","28.022706261614037","","28.022706261614037","0.0661951862151164","0.03821780858035486","-0.26339851289309735","1.2003028939584417","0.8264193853345474","1.743336449763677","FALSE"
"pTRIP JAK1 WT 1","RSAD2","34.77781428527339","","34.77781428527339","0.5958953165323878","0.34404032140881136","0.3899511560686193","0.7631554414589657","0.026513087427982803","21.966744891948636","FALSE"
"pTRIP JAK1 WT 2","B-ACTIN","12.584105510624083","","12.584105510624083","0.4844950818236413","0.13986168295596454","-0.18212766775864786","1.1345558802332756","0.8083686764754792","1.5923638345120228","FALSE"
"pTRIP JAK1 WT 2","IFI27","30.75617917186852","","30.75617917186852","0.07140416551071088","0.04122521417886952","-0.17632118499697214","1.1299987564688956","0.7554966134074835","1.690142837122878","FALSE"
"pTRIP JAK1 WT 2","JAK1","17.22447571742053","","17.22447571742053","0.10779982486855406","0.06223825790645421","-0.6636429502373673","1.5840775330953072","0.8626009393510672","2.9089947812311174","FALSE"
"pTRIP JAK1 WT 2","MX1","28.406239343763517","","28.406239343763517","0.029129703157829544","0.01681804195958678","0.12013456925638266","0.9201018229278267","0.7807406231955945","1.0843388180443367","FALSE"
"pTRIP JAK1 WT 2","RSAD2","36.44667187114409","","36.44667187114409","1.3454170888242036","0.7767769184049766","2.0588087419393233","0.24001413182069933","1.2182894261634308E-4","472.84973698783637","FALSE"
"pTRIP JAK1 WT 3","B-ACTIN","12.600750853992606","","12.600750853992606","0.457638906680637","0.1321089729818559","-0.16548232439012445","1.121540970943813","0.8142525382659909","1.5447961048844645","FALSE"
"pTRIP JAK1 WT 3","IFI27","30.220467325036594","","30.220467325036594","0.05339347844892294","0.030826739155456143","-0.7120330318288985","1.6381109013449153","1.212272177204451","2.2135353558085424","FALSE"
"pTRIP JAK1 WT 3","JAK1","17.435950562842148","","17.435950562842148","0.0617989966868451","0.03567966737279881","-0.45216810481574754","1.3680947068973337","0.9655852776023365","1.9383923620792085","FALSE"
"pTRIP JAK1 WT 3","MX1","28.322290475518333","","28.322290475518333","0.12740687119218383","0.07355839137941532","0.036185701011199","0.975229923673939","0.4754767311244406","2.000252255835763","FALSE"
"pTRIP JAK1 WT 3","RSAD2","34.06108638157422","","34.06108638157422","0.1323383344510562","0.07640557301942402","-0.32677674763054654","1.2542081048746325","0.5947251606362552","2.644983051751725","FALSE"
"pTRIP Luciferase 1","B-ACTIN","12.673759675026664","","12.673759675026664","0.5286039584560851","0.15259481885466125","-0.09247350335606619","1.0661966123907618","0.7365770218689353","1.543321584196542","FALSE"
"pTRIP Luciferase 1","IFI27","30.08898279508111","","30.08898279508111","0.1894581260062407","0.10938370004986511","-0.8435175617843811","1.7944199457277732","0.6165994213289363","5.222098546063874","FALSE"
"pTRIP Luciferase 1","JAK1","26.173056378058455","","26.173056378058455","0.06822361626121928","0.039388923213504685","8.284937710400559","0.0032061603351581703","0.002182367663484005","0.00471023479074606","FALSE"
"pTRIP Luciferase 1","MX1","28.332919047924307","","28.332919047924307","0.05176183127106916","0.02988470721809977","0.046814273417172814","0.9680716444052081","0.7230356430828393","1.2961500828722372","FALSE"
"pTRIP Luciferase 1","RSAD2","32.21190112037959","","32.21190112037959","1.0476820949172763","0.6048795395256406","-2.1759620088251737","4.518869859163966","0.012291336281404426","1661.3478255374303","FALSE"
"pTRIP Luciferase 2","B-ACTIN","12.014289815690713","","12.014289815690713","1.3222783658159807","0.38170888522373747","-0.7519433626920176","1.6840597931159926","0.6676920022540183","4.247553328804026","FALSE"
"pTRIP Luciferase 2","IFI27","30.235460783582905","","30.235460783582905","0.1817768196162766","0.10494889573789135","-0.6970395732825878","1.6211747081600891","0.5817251646637642","4.517953827727304","FALSE"
"pTRIP Luciferase 2","JAK1","26.187403539304867","","26.187403539304867","0.09187755076704367","0.05304552866783617","8.299284871646972","0.0031744340660272426","0.0018909856979912032","0.00532898352973219","FALSE"
"pTRIP Luciferase 2","MX1","28.2821127063414","","28.2821127063414","0.08270820022330633","0.04775160166311538","-0.003992068165732832","1.0027709227230281","0.6290373098826901","1.598553070955869","FALSE"
"pTRIP Luciferase 2","RSAD2","33.56580588634438","","33.56580588634438","0.9691017451263295","0.5595111534208225","-0.8220572428603887","1.767925207989983","0.0074894638081703345","417.32754454821196","FALSE"
"pTRIP Luciferase 3","B-ACTIN","12.388782753033409","","12.388782753033409","0.6004692531840432","0.17334054248295044","-0.3774504253493216","1.2990441153652843","0.8534304124060696","1.9773324094551246","FALSE"
"pTRIP Luciferase 3","IFI27","30.432890211655103","","30.432890211655103","0.14616372593154597","0.08438766651233676","-0.49961014521039004","1.4138314556708607","0.6201410611068063","3.2233301589105916","FALSE"
"pTRIP Luciferase 3","JAK1","26.078472095715217","","26.078472095715217","0.17341869353552136","0.10012332939524647","8.190353428057321","0.003423402339056977","0.0012876928706610446","0.009101303456812974","FALSE"
