# File Name: /Volumes/USB DISK/qPCR/Exp16_6.7.24_u4cs_20240607_170611.eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 6 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS6Pro-2778624010008
# Instrument Serial Number: 2778624010008
# Heated Cover Serial Number: 2779324012939
# Block serial number: 2778323082972
# Run Start Date/Time: 2024-06-07 05:05:12 PM EDT
# Run End Data/Time: 2024-06-07 06:39:43 PM EDT
# Run Duration: 94 minutes 30 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-06-10 09:51:37 AM EDT
# Software Name and Version: Design & Analysis Software v2.8.0
# Plugin Name and Version: Primary Analysis v1.8.1, Relative Quantification v1.7.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2024-06-10 09:52:04 AM EDT
"Well","Well Position","Stage Number","Step Number","Cycle Number","VIC","TAMRA","FAM","ROX"
"87","D15","2","2","25","1918939.8","700672.44","1165262.1","456618.72"
"87","D15","2","2","26","1937379.9","699552.6","1184785.9","456318.0"
"87","D15","2","2","27","1950543.4","698626.6","1226011.1","455963.88"
"87","D15","2","2","28","1960343.4","697555.75","1300017.2","456408.4"
"87","D15","2","2","29","1967375.0","697134.7","1430802.4","456164.8"
"87","D15","2","2","30","1970484.6","696899.75","1647553.8","455684.62"
"87","D15","2","2","31","1975837.5","696795.25","1949008.1","455334.94"
"87","D15","2","2","32","1978932.6","697053.2","2300098.5","455478.4"
"87","D15","2","2","33","1980414.8","697134.9","2651734.2","455844.44"
"87","D15","2","2","34","1983544.4","697375.25","2979465.0","455730.12"
"87","D15","2","2","35","1985896.9","696121.94","3265905.0","455658.62"
"87","D15","2","2","36","1989953.6","695495.4","3502850.5","455707.47"
"87","D15","2","2","37","1994256.1","694771.6","3674802.0","455020.9"
"87","D15","2","2","38","2000110.0","694385.25","3794809.0","454691.2"
"87","D15","2","2","39","2006684.9","693795.2","3878749.2","455449.12"
"87","D15","2","2","40","2012472.6","693651.5","3931109.8","456896.3"
"88","D16","2","2","1","1359152.0","829376.6","1246388.2","490259.0"
"88","D16","2","2","2","1349506.2","822742.9","1237821.9","484986.8"
"88","D16","2","2","3","1325493.0","805460.0","1214731.8","475079.66"
"88","D16","2","2","4","1307481.1","788506.25","1193658.0","467744.5"
"88","D16","2","2","5","1292792.4","776992.94","1177192.1","461383.38"
"88","D16","2","2","6","1281439.1","770083.7","1166456.5","456462.3"
"88","D16","2","2","7","1274560.5","765233.06","1159977.2","452576.2"
"88","D16","2","2","8","1272761.6","761918.25","1158350.2","450133.5"
"88","D16","2","2","9","1272815.2","760320.6","1157845.6","449909.78"
"88","D16","2","2","10","1274198.6","758551.8","1156946.0","450738.75"
"88","D16","2","2","11","1278139.5","757588.7","1154311.0","450695.0"
"88","D16","2","2","12","1287051.5","757262.1","1154120.1","450588.6"
"88","D16","2","2","13","1302100.1","756379.6","1156125.6","450756.22"
"88","D16","2","2","14","1327774.2","754567.8","1157380.5","451322.38"
"88","D16","2","2","15","1366105.4","750895.4","1157901.9","453034.16"
"88","D16","2","2","16","1420467.5","748185.0","1158005.1","455112.66"
"88","D16","2","2","17","1485567.5","743474.4","1159232.9","455985.75"
"88","D16","2","2","18","1558198.6","740119.06","1161718.9","457394.56"
"88","D16","2","2","19","1628355.9","735388.44","1163198.2","458711.97"
"88","D16","2","2","20","1697566.1","730775.5","1165349.9","458964.38"
"88","D16","2","2","21","1763475.6","725748.8","1165221.5","460107.5"
"88","D16","2","2","22","1820407.5","721587.4","1165344.0","461372.28"
"88","D16","2","2","23","1867597.6","718065.75","1167535.0","461801.03"
"88","D16","2","2","24","1906621.8","715743.2","1168111.9","463469.12"
"88","D16","2","2","25","1936239.8","713876.94","1168579.2","464432.72"
"88","D16","2","2","26","1957182.2","712877.06","1171110.8","464621.97"
"88","D16","2","2","27","1971766.6","712491.44","1169919.9","464392.4"
"88","D16","2","2","28","1983654.6","711987.1","1169394.4","464591.8"
"88","D16","2","2","29","1992938.8","710664.1","1170883.5","465107.47"
"88","D16","2","2","30","2002005.2","709846.5","1173187.6","466178.38"
"88","D16","2","2","31","2012997.2","709484.44","1174923.1","465649.0"
"88","D16","2","2","32","2019415.5","708977.6","1181480.5","465322.6"
"88","D16","2","2","33","2027434.5","709069.9","1197348.1","465769.72"
"88","D16","2","2","34","2034712.5","709951.56","1226414.1","464905.97"
"88","D16","2","2","35","2040557.2","708917.6","1282893.8","464522.28"
"88","D16","2","2","36","2045694.0","708616.8","1394986.8","465199.9"
"88","D16","2","2","37","2049841.5","708755.44","1586589.9","465510.47"
"88","D16","2","2","38","2051944.2","707626.75","1869117.6","465688.56"
"88","D16","2","2","39","2052906.0","707446.56","2218683.2","465952.0"
"88","D16","2","2","40","2055641.4","707985.6","2534385.5","465687.47"
"89","D17","2","2","1","1231348.9","739411.9","1122032.1","438492.7"
"89","D17","2","2","2","1225827.2","734283.5","1115531.6","434841.06"
"89","D17","2","2","3","1214345.2","724836.5","1102630.9","428175.3"
"89","D17","2","2","4","1203171.6","718756.6","1091625.5","425770.72"
"89","D17","2","2","5","1196450.4","714507.9","1086854.0","424885.66"
"89","D17","2","2","6","1195056.5","712297.3","1085891.0","423490.5"
"89","D17","2","2","7","1194390.4","711096.2","1085291.6","422526.84"
"89","D17","2","2","8","1194690.0","709656.5","1084453.4","421802.12"
"89","D17","2","2","9","1197744.8","708103.6","1082170.5","421413.44"
"89","D17","2","2","10","1203190.8","706729.56","1082220.9","421462.34"
"89","D17","2","2","11","1207070.8","704482.6","1084639.6","422021.44"
"89","D17","2","2","12","1217360.6","703577.6","1085229.2","422602.78"
"89","D17","2","2","13","1232552.4","703248.56","1085959.4","423057.16"
"89","D17","2","2","14","1258994.4","699906.06","1086890.8","423420.44"
"89","D17","2","2","15","1298280.9","698356.75","1087627.8","424390.94"
"89","D17","2","2","16","1352560.6","696479.06","1090440.4","424810.16"
"89","D17","2","2","17","1416505.5","691701.94","1091210.9","426467.06"
"89","D17","2","2","18","1485443.2","688629.3","1092310.1","428681.44"
"89","D17","2","2","19","1552265.9","683945.6","1092829.1","430260.72"
"89","D17","2","2","20","1618856.9","678533.0","1094670.0","430905.5"
"89","D17","2","2","21","1679397.0","673911.06","1095564.1","432568.1"
"89","D17","2","2","22","1733489.0","670256.25","1098600.0","433912.16"
"89","D17","2","2","23","1778004.9","666038.6","1101288.1","434976.62"
"89","D17","2","2","24","1812789.4","663806.56","1106283.2","435517.47"
"89","D17","2","2","25","1838670.0","662925.7","1113819.9","435648.84"
"89","D17","2","2","26","1856088.1","661457.5","1136494.4","434642.28"
"89","D17","2","2","27","1868536.1","660157.6","1177174.1","434168.06"
"89","D17","2","2","28","1878521.0","657837.06","1249642.1","434755.5"
"89","D17","2","2","29","1886597.9","657451.4","1377388.9","436121.88"
"89","D17","2","2","30","1890353.0","658418.0","1589736.4","435865.97"
"89","D17","2","2","31","1893193.0","658575.2","1881677.6","435507.72"
"89","D17","2","2","32","1894927.0","658467.6","2217553.0","435711.62"
"89","D17","2","2","33","1896397.2","658557.7","2553777.5","435688.84"
"89","D17","2","2","34","1901510.9","658443.56","2867168.5","436234.22"
"89","D17","2","2","35","1902695.0","658299.1","3145965.0","435526.22"
"89","D17","2","2","36","1903581.5","658189.44","3375585.2","435436.72"
"89","D17","2","2","37","1907952.9","658208.7","3553034.0","436883.06"
"89","D17","2","2","38","1912802.6","657583.5","3681937.5","436374.25"
"89","D17","2","2","39","1917281.9","656284.5","3777319.8","436148.78"
"89","D17","2","2","40","1923749.0","655982.7","3836028.2","437346.3"
"90","D18","2","2","1","1365434.8","828674.3","1259917.9","492257.47"
"90","D18","2","2","2","1359251.2","823418.94","1253629.2","489463.16"
"90","D18","2","2","3","1341730.2","811221.7","1239317.4","481019.6"
"90","D18","2","2","4","1325185.9","798786.06","1223616.5","473221.16"
"90","D18","2","2","5","1308749.4","785819.1","1207952.0","468033.75"
"90","D18","2","2","6","1293607.4","775636.44","1192705.2","460142.1"
"90","D18","2","2","7","1281916.4","766885.06","1180960.5","454999.4"
"90","D18","2","2","8","1275462.4","760015.6","1172960.1","453118.94"
"90","D18","2","2","9","1271713.6","755254.6","1166091.5","452113.4"
"90","D18","2","2","10","1271361.4","751658.4","1163662.8","451308.2"
"90","D18","2","2","11","1273880.0","749216.7","1162590.5","449984.38"
"90","D18","2","2","12","1280269.2","748122.6","1160748.6","449577.2"
"90","D18","2","2","13","1291828.5","747341.4","1160075.9","449345.84"
"90","D18","2","2","14","1315895.9","745055.9","1159395.2","449592.66"
"90","D18","2","2","15","1352685.1","742030.75","1159556.2","450960.97"
"90","D18","2","2","16","1405705.2","738397.94","1160815.5","452100.7"
"90","D18","2","2","17","1468762.5","733855.4","1160873.6","453731.16"
"90","D18","2","2","18","1537935.1","729099.75","1161360.6","455777.53"
"90","D18","2","2","19","1609917.1","723374.1","1163912.8","456868.3"
"90","D18","2","2","20","1682975.4","718077.3","1164687.9","458722.25"
"90","D18","2","2","21","1749557.8","712641.1","1166141.8","460369.25"
"90","D18","2","2","22","1807362.6","708650.75","1167470.4","462740.44"
"90","D18","2","2","23","1856848.2","705450.1","1168615.2","464305.5"
"90","D18","2","2","24","1898275.6","702567.8","1170281.6","464252.72"
"90","D18","2","2","25","1929336.4","699842.8","1170309.0","464188.44"
"90","D18","2","2","26","1952990.4","698913.94","1170243.9","464447.38"
"90","D18","2","2","27","1969271.0","698469.9","1172134.5","464379.03"
"90","D18","2","2","28","1981956.4","697830.06","1175968.5","464901.7"
"90","D18","2","2","29","1992216.0","696225.3","1178507.5","465038.16"
"90","D18","2","2","30","2003338.1","695488.7","1182106.2","466103.53"
"90","D18","2","2","31","2011740.0","695307.94","1189843.6","466165.6"
"90","D18","2","2","32","2019226.4","695390.25","1204661.9","466132.88"
"90","D18","2","2","33","2027330.6","695233.7","1233148.9","466099.12"
"90","D18","2","2","34","2032288.8","694931.56","1287766.8","466051.03"
"90","D18","2","2","35","2038107.4","694782.1","1390248.4","465990.5"
"90","D18","2","2","36","2039749.2","694514.2","1568833.1","466822.44"
"90","D18","2","2","37","2042089.0","693108.7","1840737.5","467536.94"
"90","D18","2","2","38","2045289.4","692900.8","2182862.5","468266.7"
"90","D18","2","2","39","2045776.4","693899.06","2552963.5","467851.03"
"90","D18","2","2","40","2046293.6","695688.2","2856409.2","467354.7"
"91","D19","2","2","1","1257922.9","750334.4","1164157.4","447996.97"
"91","D19","2","2","2","1252013.6","746056.06","1158277.5","446213.84"
"91","D19","2","2","3","1239323.2","735694.5","1144142.9","438731.72"
"91","D19","2","2","4","1227431.9","727424.75","1130759.9","433325.06"
"91","D19","2","2","5","1219554.5","719386.4","1122142.6","430898.72"
"91","D19","2","2","6","1215094.2","715401.6","1117285.0","430161.84"
"91","D19","2","2","7","1210824.9","713568.9","1113801.2","429207.78"
"91","D19","2","2","8","1211151.6","712249.0","1111122.5","428669.75"
"91","D19","2","2","9","1216279.5","710421.44","1110140.4","428394.97"
"91","D19","2","2","10","1218348.6","709101.94","1110637.2","427963.47"
"91","D19","2","2","11","1222432.0","707577.44","1113117.5","427658.06"
"91","D19","2","2","12","1233312.0","706594.94","1113828.2","427098.72"
"91","D19","2","2","13","1247895.4","705462.1","1114565.8","427253.75"
"91","D19","2","2","14","1274264.1","702131.9","1114824.2","428404.25"
"91","D19","2","2","15","1315910.5","700177.1","1115693.9","428798.84"
"91","D19","2","2","16","1368533.0","697085.4","1116338.4","430021.84"
"91","D19","2","2","17","1433030.6","692684.6","1118886.8","432140.94"
"91","D19","2","2","18","1503576.8","685672.3","1119998.4","434197.94"
"91","D19","2","2","19","1577522.6","680488.94","1119961.2","436558.53"
"91","D19","2","2","20","1644302.6","675481.56","1120229.1","438151.75"
"91","D19","2","2","21","1706182.6","669632.2","1120956.2","439683.03"
"91","D19","2","2","22","1761084.4","665282.6","1123764.0","440267.72"
"91","D19","2","2","23","1808377.8","661119.5","1124568.8","440885.22"
"91","D19","2","2","24","1842601.8","659165.25","1125988.1","442004.97"
"91","D19","2","2","25","1866996.8","658292.6","1126981.8","441640.0"
"91","D19","2","2","26","1884658.5","656716.3","1128102.5","441260.1"
"91","D19","2","2","27","1899847.9","656172.06","1130616.6","441470.47"
"91","D19","2","2","28","1910997.8","655938.2","1131706.8","441729.12"
"91","D19","2","2","29","1922003.0","654502.44","1132817.2","443028.78"
"91","D19","2","2","30","1932105.1","652733.94","1139080.0","443119.38"
"91","D19","2","2","31","1942769.1","652285.1","1147145.0","443253.97"
"91","D19","2","2","32","1950187.8","652499.8","1164550.4","442884.44"
"91","D19","2","2","33","1957603.8","652993.5","1194014.0","442620.16"
"91","D19","2","2","34","1963362.9","652918.3","1252076.6","443214.94"
"91","D19","2","2","35","1967730.4","652030.0","1361144.8","443942.44"
"91","D19","2","2","36","1972034.1","650642.1","1545523.2","445407.8"
"91","D19","2","2","37","1974621.9","650638.1","1818485.2","444727.34"
"91","D19","2","2","38","1973439.9","651850.75","2162895.5","444499.97"
"91","D19","2","2","39","1975354.0","652114.2","2526799.2","446001.88"
"91","D19","2","2","40","1976890.0","652362.56","2822061.0","446725.66"
"92","D20","2","2","1","1314162.8","781713.6","1231193.5","472588.75"
"92","D20","2","2","2","1307695.2","776757.0","1223750.2","469427.16"
"92","D20","2","2","3","1294019.2","763410.56","1211252.8","461194.44"
"92","D20","2","2","4","1278665.2","753533.56","1196349.0","456616.22"
"92","D20","2","2","5","1268270.1","745363.0","1182321.2","453000.28"
"92","D20","2","2","6","1262429.4","739947.25","1174059.5","449969.78"
"92","D20","2","2","7","1257761.9","737327.44","1168508.4","448295.78"
"92","D20","2","2","8","1257227.2","733123.56","1165743.9","447910.78"
"92","D20","2","2","9","1258911.5","729882.2","1163531.2","447874.7"
"92","D20","2","2","10","1259686.1","728614.3","1163355.6","447703.84"
"92","D20","2","2","11","1262874.8","728089.1","1164390.1","447360.9"
"92","D20","2","2","12","1270697.2","727398.2","1164029.2","446470.78"
"92","D20","2","2","13","1284990.8","726759.75","1163979.0","446043.56"
"92","D20","2","2","14","1310727.0","724023.56","1164865.6","446081.34"
"92","D20","2","2","15","1350116.8","720967.9","1165923.8","447215.28"
"92","D20","2","2","16","1404361.4","717266.75","1166600.2","450317.4"
"92","D20","2","2","17","1468768.2","710803.5","1166228.9","451356.38"
"92","D20","2","2","18","1540512.4","705810.3","1166428.8","453194.3"
"92","D20","2","2","19","1611835.9","700193.6","1167920.9","455948.7"
"92","D20","2","2","20","1681748.2","694452.44","1166939.0","457334.16"
"92","D20","2","2","21","1746703.6","688442.6","1166819.8","458894.2"
"92","D20","2","2","22","1803529.4","683235.94","1168201.6","461465.3"
"92","D20","2","2","23","1853453.1","680276.44","1168017.0","461912.28"
"92","D20","2","2","24","1891679.5","677855.7","1167784.0","462252.5"
"92","D20","2","2","25","1919823.2","675462.9","1168714.9","462344.16"
"92","D20","2","2","26","1938935.2","672966.94","1171758.2","463634.4"
"92","D20","2","2","27","1952214.1","672032.56","1173515.6","464216.25"
"92","D20","2","2","28","1965865.1","671359.94","1173513.2","463266.88"
"92","D20","2","2","29","1975709.9","670856.7","1173672.0","462989.1"
"92","D20","2","2","30","1984972.2","670061.06","1175341.4","464115.2"
"92","D20","2","2","31","1994541.4","669771.56","1178507.5","464170.06"
"92","D20","2","2","32","2002480.5","669675.0","1184836.9","463954.53"
"92","D20","2","2","33","2008741.6","668599.1","1196517.2","464054.0"
"92","D20","2","2","34","2017836.8","667757.44","1211183.8","464218.0"
"92","D20","2","2","35","2024726.5","666559.9","1249172.9","464138.97"
"92","D20","2","2","36","2028002.1","666178.94","1316556.0","465045.12"
"92","D20","2","2","37","2031704.1","665936.1","1440039.4","465659.78"
"92","D20","2","2","38","2035823.0","666067.25","1646481.5","465695.22"
"92","D20","2","2","39","2037136.8","666816.5","1944226.2","465627.8"
"92","D20","2","2","40","2037558.0","666919.25","2245864.8","465988.5"
"93","D21","2","2","1","1317675.2","783546.4","1238901.0","479956.2"
"93","D21","2","2","2","1312513.2","779407.9","1234513.0","476139.62"
"93","D21","2","2","3","1295650.4","764369.0","1217041.1","466294.56"
"93","D21","2","2","4","1276112.9","748373.0","1198373.6","456962.47"
"93","D21","2","2","5","1255320.5","731761.2","1177228.0","449176.62"
"93","D21","2","2","6","1234185.5","718949.2","1158314.4","440000.2"
"93","D21","2","2","7","1218602.2","706887.3","1140428.6","432427.66"
"93","D21","2","2","8","1208219.2","696639.75","1128016.0","427666.6"
"93","D21","2","2","9","1201566.4","691347.5","1116887.9","424592.2"
"93","D21","2","2","10","1200320.5","686574.0","1112178.1","423848.2"
"93","D21","2","2","11","1201289.5","684055.25","1111387.8","423398.44"
"93","D21","2","2","12","1207362.0","682470.7","1111014.9","422793.47"
"93","D21","2","2","13","1221578.1","679757.7","1110812.5","422769.7"
"93","D21","2","2","14","1248728.0","677467.6","1110535.9","423799.78"
"93","D21","2","2","15","1288431.6","674193.75","1110772.5","426242.7"
"93","D21","2","2","16","1342389.0","670409.6","1112377.5","427172.4"
"93","D21","2","2","17","1406964.6","664690.3","1114300.9","429316.28"
"93","D21","2","2","18","1476249.9","659062.56","1115277.5","431196.3"
"93","D21","2","2","19","1547484.8","652593.3","1116075.2","433263.6"
"93","D21","2","2","20","1616252.8","646336.0","1116603.2","435323.84"
"93","D21","2","2","21","1677954.8","640791.25","1118725.5","437385.53"
"93","D21","2","2","22","1731217.1","637109.9","1119099.0","438559.56"
"93","D21","2","2","23","1777531.2","633525.9","1119158.5","439189.84"
"93","D21","2","2","24","1811304.2","631556.9","1120369.6","439319.16"
"93","D21","2","2","25","1836351.4","629214.9","1120653.5","439760.44"
"93","D21","2","2","26","1855790.8","626978.1","1121764.6","439944.53"
"93","D21","2","2","27","1869039.1","626020.5","1123096.4","441447.16"
"93","D21","2","2","28","1878164.6","624451.56","1123381.1","441753.16"
"93","D21","2","2","29","1887970.6","622882.2","1124848.4","441491.3"
"93","D21","2","2","30","1900051.1","622524.25","1127645.8","442008.7"
"93","D21","2","2","31","1907514.1","622994.9","1130460.6","442796.78"
"93","D21","2","2","32","1914296.6","622934.25","1136972.0","442771.7"
"93","D21","2","2","33","1922638.8","620454.3","1148220.4","443229.7"
"93","D21","2","2","34","1931134.8","619892.8","1172160.2","443059.8"
"93","D21","2","2","35","1937329.4","620280.8","1219838.5","443248.62"
"93","D21","2","2","36","1939906.5","619783.2","1309380.6","443602.12"
"93","D21","2","2","37","1944640.4","619376.6","1461842.1","443695.94"
"93","D21","2","2","38","1945359.0","619367.06","1705448.1","443699.1"
"93","D21","2","2","39","1945903.4","619861.1","2027343.4","443702.66"
"93","D21","2","2","40","1945528.4","620983.25","2332443.5","445111.78"
"94","D22","2","2","1","1234442.2","720023.06","1174397.5","440022.3"
"94","D22","2","2","2","1226375.8","714791.3","1165996.8","436271.06"
"94","D22","2","2","3","1207860.9","701911.9","1147325.8","427076.12"
"94","D22","2","2","4","1186884.9","688432.3","1130909.9","420145.72"
"94","D22","2","2","5","1170880.9","675887.56","1114446.6","412773.3"
"94","D22","2","2","6","1159123.9","666873.0","1100293.6","408132.84"
"94","D22","2","2","7","1149545.0","659378.8","1089810.1","405834.28"
"94","D22","2","2","8","1143896.9","654768.4","1082788.8","403269.8"
"94","D22","2","2","9","1141271.2","652422.25","1078503.5","401490.56"
"94","D22","2","2","10","1141410.0","650473.6","1077106.8","401033.72"
"94","D22","2","2","11","1144792.0","647902.5","1076834.8","400976.97"
"94","D22","2","2","12","1151760.8","645724.7","1076508.1","400951.12"
"94","D22","2","2","13","1165752.8","642790.7","1075413.9","401081.72"
"94","D22","2","2","14","1191097.9","640119.0","1075293.8","401920.94"
"94","D22","2","2","15","1226541.6","637338.5","1075775.2","403171.56"
"94","D22","2","2","16","1275875.5","631416.1","1075399.5","404010.9"
"94","D22","2","2","17","1337620.0","625813.2","1075817.2","406864.38"
"94","D22","2","2","18","1403583.0","619986.2","1078395.6","409040.4"
"94","D22","2","2","19","1472210.6","614643.75","1080006.9","411318.8"
"94","D22","2","2","20","1536434.8","610250.5","1080131.0","413071.38"
"94","D22","2","2","21","1596111.2","604656.0","1080458.9","414130.97"
"94","D22","2","2","22","1646884.0","600386.75","1081319.5","414631.62"
"94","D22","2","2","23","1691329.0","595182.1","1081518.9","415709.47"
"94","D22","2","2","24","1727456.4","593222.44","1081524.8","417687.62"
"94","D22","2","2","25","1750638.6","590464.2","1082479.8","417930.34"
"94","D22","2","2","26","1769130.0","587304.3","1083410.5","418373.84"
"94","D22","2","2","27","1784081.1","586652.3","1083395.9","418702.7"
"94","D22","2","2","28","1795556.5","586974.75","1083920.2","418998.94"
"94","D22","2","2","29","1803351.8","585623.4","1087322.6","421088.6"
"94","D22","2","2","30","1813021.9","585296.0","1090159.1","421496.22"
"94","D22","2","2","31","1819505.2","585949.2","1096330.9","420520.94"
"94","D22","2","2","32","1826878.4","585414.06","1105955.2","420040.34"
"94","D22","2","2","33","1833631.6","584291.6","1123053.8","420317.5"
"94","D22","2","2","34","1841198.1","583444.4","1158393.6","420007.66"
"94","D22","2","2","35","1844978.8","582634.9","1224551.6","420092.25"
"94","D22","2","2","36","1848730.9","581639.2","1343044.5","421595.72"
"94","D22","2","2","37","1850517.9","581555.5","1541416.1","420606.4"
"94","D22","2","2","38","1852254.2","582066.2","1823495.1","420365.12"
"94","D22","2","2","39","1852710.2","582020.2","2154398.8","422133.94"
"94","D22","2","2","40","1853416.0","581917.9","2443105.8","422501.2"
"95","D23","2","2","1","1230177.2","713707.06","1179124.6","439876.44"
"95","D23","2","2","2","1224022.0","709111.9","1172165.4","436790.25"
"95","D23","2","2","3","1210736.0","698963.6","1158525.9","429934.9"
"95","D23","2","2","4","1201747.5","689012.3","1146710.5","426161.28"
"95","D23","2","2","5","1192252.0","682608.9","1137898.8","423467.12"
"95","D23","2","2","6","1186016.2","679134.56","1131852.0","421386.97"
"95","D23","2","2","7","1182052.2","677306.5","1126163.1","420086.1"
"95","D23","2","2","8","1181310.4","674941.06","1122968.4","419225.16"
"95","D23","2","2","9","1181379.8","673105.4","1119706.0","418443.75"
"95","D23","2","2","10","1182299.0","670072.25","1118637.5","417149.47"
"95","D23","2","2","11","1187162.4","667496.56","1118073.5","416657.0"
"95","D23","2","2","12","1194742.1","665915.7","1117907.2","416896.78"
"95","D23","2","2","13","1207917.2","663515.1","1117827.0","418055.9"
"95","D23","2","2","14","1234168.2","660199.44","1116910.5","418404.38"
"95","D23","2","2","15","1274748.4","655890.0","1116873.6","419395.88"
"95","D23","2","2","16","1327765.0","651514.56","1117672.2","421360.8"
"95","D23","2","2","17","1391150.5","645443.75","1118313.9","423426.5"
"95","D23","2","2","18","1460278.6","638497.94","1120175.2","425878.22"
"95","D23","2","2","19","1531848.6","631999.7","1119664.1","429475.16"
"95","D23","2","2","20","1599639.0","625557.6","1119482.8","430547.5"
"95","D23","2","2","21","1661818.8","621247.7","1120472.6","432822.38"
"95","D23","2","2","22","1712530.2","615530.9","1121255.8","434315.3"
"95","D23","2","2","23","1756615.8","611072.9","1120448.6","436274.84"
"95","D23","2","2","24","1790673.2","607224.5","1120286.0","437243.62"
"95","D23","2","2","25","1815403.4","606151.75","1121534.2","438580.88"
"95","D23","2","2","26","1831381.0","605548.7","1123700.2","437792.2"
"95","D23","2","2","27","1845163.9","603442.94","1126168.2","437236.38"
"95","D23","2","2","28","1857921.0","602362.5","1126934.2","437753.88"
"95","D23","2","2","29","1866982.4","601833.9","1128256.8","438925.62"
"95","D23","2","2","30","1875054.1","600774.9","1130013.0","439836.84"
"95","D23","2","2","31","1883313.2","599315.0","1137423.2","440313.97"
"95","D23","2","2","32","1890382.1","598747.3","1149674.2","440239.0"
"95","D23","2","2","33","1895375.0","597873.9","1172413.5","439294.1"
"95","D23","2","2","34","1901401.5","595936.94","1216945.5","439092.72"
"95","D23","2","2","35","1906949.9","595382.2","1302192.1","440678.6"
"95","D23","2","2","36","1908892.0","595479.1","1453345.2","441158.56"
"95","D23","2","2","37","1909057.4","595925.2","1686937.0","441183.53"
"95","D23","2","2","38","1909588.2","595232.2","1995188.6","441975.97"
"95","D23","2","2","39","1911086.4","595141.56","2333106.5","442087.97"
"95","D23","2","2","40","1909476.6","595655.94","2615799.5","442482.25"
"96","D24","2","2","1","1296081.1","750211.0","1262813.0","476775.38"
"96","D24","2","2","2","1290303.4","744322.2","1254731.9","472507.9"
"96","D24","2","2","3","1275468.2","733927.1","1239285.2","465017.88"
"96","D24","2","2","4","1259867.4","725368.7","1227514.6","459334.62"
"96","D24","2","2","5","1246987.2","716888.06","1216031.2","456208.34"
"96","D24","2","2","6","1239821.9","710487.2","1207602.4","454253.75"
"96","D24","2","2","7","1235518.5","706754.94","1201747.8","453296.44"
"96","D24","2","2","8","1233635.4","703284.5","1199656.8","451802.3"
"96","D24","2","2","9","1233874.6","700877.3","1198256.9","450346.8"
"96","D24","2","2","10","1236096.8","699563.3","1196567.9","449559.5"
"96","D24","2","2","11","1238196.1","698209.7","1195369.8","448004.47"
"96","D24","2","2","12","1245101.1","695864.06","1195261.4","448082.75"
"96","D24","2","2","13","1257822.1","694273.2","1195959.8","449898.38"
"96","D24","2","2","14","1278164.8","691797.75","1196363.4","450604.28"
"96","D24","2","2","15","1312561.2","687113.8","1196064.4","452466.75"
"96","D24","2","2","16","1362572.9","681125.25","1194987.5","454714.84"
"96","D24","2","2","17","1426396.2","674557.06","1195017.5","457474.8"
"96","D24","2","2","18","1497453.8","668108.9","1196693.8","460366.94"
"96","D24","2","2","19","1570145.4","661232.4","1198944.0","463144.3"
"96","D24","2","2","20","1640602.8","654337.8","1199460.1","466123.9"
"96","D24","2","2","21","1706746.9","648258.0","1200388.2","467822.53"
"96","D24","2","2","22","1765878.9","643770.0","1201265.5","469398.62"
"96","D24","2","2","23","1813641.1","637815.75","1201629.9","472104.22"
"96","D24","2","2","24","1852759.4","635173.75","1202179.6","474283.7"
"96","D24","2","2","25","1882335.2","633242.94","1202426.6","474864.25"
"96","D24","2","2","26","1904613.0","631945.56","1202542.2","474555.38"
"96","D24","2","2","27","1918627.4","629017.3","1202859.6","475087.4"
"96","D24","2","2","28","1932331.4","626523.0","1202985.5","477145.88"
"96","D24","2","2","29","1942078.2","625554.25","1204173.4","477112.47"
"96","D24","2","2","30","1949797.5","624453.1","1205771.6","476539.1"
"96","D24","2","2","31","1958888.8","624095.25","1209916.1","476214.78"
"96","D24","2","2","32","1967343.8","624190.44","1216929.2","475767.75"
"96","D24","2","2","33","1972392.6","623549.25","1228881.1","475760.9"
"96","D24","2","2","34","1977981.2","622427.7","1253445.5","477605.94"
"96","D24","2","2","35","1983259.6","621593.7","1298003.6","477702.34"
"96","D24","2","2","36","1989266.6","621050.5","1382695.5","477883.38"
"96","D24","2","2","37","1989163.8","619871.56","1535777.9","478416.75"
"96","D24","2","2","38","1991799.8","619724.7","1773856.9","478934.84"
"96","D24","2","2","39","1992673.4","620273.8","2099567.5","480007.7"
"96","D24","2","2","40","1991148.8","620339.6","2412203.2","482037.1"
"97","E1","2","2","1","1435226.0","820305.8","1409990.2","515967.28"
"97","E1","2","2","2","1429134.5","816615.0","1402873.4","512339.4"
"97","E1","2","2","3","1414691.6","807950.3","1388593.5","507021.97"
"97","E1","2","2","4","1405340.8","800947.1","1379581.4","502812.0"
"97","E1","2","2","5","1400080.9","796680.2","1373224.4","500573.9"
"97","E1","2","2","6","1399054.0","794435.2","1371504.1","499776.06"
"97","E1","2","2","7","1399043.8","792392.2","1370033.1","498432.8"
"97","E1","2","2","8","1399574.6","791029.7","1369687.8","498207.2"
