# File Name: /Volumes/USB DISK/qPCR/Exp9_real_4.4.24_20240404_122458.eds
# Comment: 
# Operator: Admin
# Barcode: 
# Instrument Type: QuantStudio™ 6 Pro System
# Block Type: 384-Well Block
# Instrument Name: QS6Pro-2778624010008
# Instrument Serial Number: 2778624010008
# Heated Cover Serial Number: 2779324012939
# Block serial number: 2778323082972
# Run Start Date/Time: 2024-04-04 12:25:13 PM EDT
# Run End Data/Time: 2024-04-04 01:58:19 PM EDT
# Run Duration: 93 minutes 5 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-04-04 02:16:35 PM EDT
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Relative Quantification v1.6.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2024-04-04 02:17:02 PM EDT
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","21","JAK1","2.807673454284668","1.3217576178637418","pTRIP JAK1 G1023D","FALSE"
"1","A1","22","JAK1","3.3102927207946777","1.8205858093319518","pTRIP JAK1 G1023D","FALSE"
"1","A1","23","JAK1","3.835332155227661","2.3418341687231354","pTRIP JAK1 G1023D","FALSE"
"1","A1","24","JAK1","4.356531620025635","2.859242558479309","pTRIP JAK1 G1023D","FALSE"
"1","A1","25","JAK1","4.855649948120117","3.3545698115319915","pTRIP JAK1 G1023D","FALSE"
"1","A1","26","JAK1","5.328310489654541","3.823439278024616","pTRIP JAK1 G1023D","FALSE"
"1","A1","27","JAK1","5.771329879760742","4.2626675930890165","pTRIP JAK1 G1023D","FALSE"
"1","A1","28","JAK1","6.172397136688232","4.659943774974708","pTRIP JAK1 G1023D","FALSE"
"1","A1","29","JAK1","6.542168140411377","5.025923703656052","pTRIP JAK1 G1023D","FALSE"
"1","A1","30","JAK1","6.864670753479004","5.344635241681879","pTRIP JAK1 G1023D","FALSE"
"1","A1","31","JAK1","7.150382995605469","5.626556408766544","pTRIP JAK1 G1023D","FALSE"
"1","A1","32","JAK1","7.398828506469727","5.871210844589003","pTRIP JAK1 G1023D","FALSE"
"1","A1","33","JAK1","7.6250128746032715","6.093604137680748","pTRIP JAK1 G1023D","FALSE"
"1","A1","34","JAK1","7.825596809387207","6.290396997422883","pTRIP JAK1 G1023D","FALSE"
"1","A1","35","JAK1","7.985517978668213","6.446527091662089","pTRIP JAK1 G1023D","FALSE"
"1","A1","36","JAK1","8.13476276397705","6.591980801929127","pTRIP JAK1 G1023D","FALSE"
"1","A1","37","JAK1","8.248472213745117","6.7018991766553935","pTRIP JAK1 G1023D","FALSE"
"1","A1","38","JAK1","8.338321685791016","6.787957573659492","pTRIP JAK1 G1023D","FALSE"
"1","A1","39","JAK1","8.411628723144531","6.857473535971208","pTRIP JAK1 G1023D","FALSE"
"1","A1","40","JAK1","8.460917472839355","6.902971210624233","pTRIP JAK1 G1023D","FALSE"
"2","A2","1","GAPDH","0.6328119039535522","0.004516124364101493","pTRIP JAK1 G1023D","FALSE"
"2","A2","2","GAPDH","0.6338651776313782","0.002433605988820431","pTRIP JAK1 G1023D","FALSE"
"2","A2","3","GAPDH","0.634804904460907","2.3754076524213925E-4","pTRIP JAK1 G1023D","FALSE"
"2","A2","4","GAPDH","0.6384266018867493","7.23446137977324E-4","pTRIP JAK1 G1023D","FALSE"
"2","A2","5","GAPDH","0.6410584449768066","2.1949717492770766E-4","pTRIP JAK1 G1023D","FALSE"
"2","A2","6","GAPDH","0.6447792053222656","8.044654672795916E-4","pTRIP JAK1 G1023D","FALSE"
"2","A2","7","GAPDH","0.6474613547325134","3.50822824420405E-4","pTRIP JAK1 G1023D","FALSE"
"2","A2","8","GAPDH","0.6481960415840149","-0.0020502823771852306","pTRIP JAK1 G1023D","FALSE"
"2","A2","9","GAPDH","0.6507445573806763","-0.002637558633630954","pTRIP JAK1 G1023D","FALSE"
"2","A2","10","GAPDH","0.6559674739837646","-5.504340836495645E-4","pTRIP JAK1 G1023D","FALSE"
"2","A2","11","GAPDH","0.6608255505561829","0.001171850435661548","pTRIP JAK1 G1023D","FALSE"
"2","A2","12","GAPDH","0.6645201444625854","0.0017306522889570354","pTRIP JAK1 G1023D","FALSE"
"2","A2","13","GAPDH","0.6702953577041626","0.0043700734774271945","pTRIP JAK1 G1023D","FALSE"
"2","A2","14","GAPDH","0.6862931251525879","0.017232048872745386","pTRIP JAK1 G1023D","FALSE"
"2","A2","15","GAPDH","0.7138441801071167","0.04164731177416721","pTRIP JAK1 G1023D","FALSE"
"2","A2","16","GAPDH","0.7558809518814087","0.0805482914953521","pTRIP JAK1 G1023D","FALSE"
"2","A2","17","GAPDH","0.8152700066566467","0.13680155421748302","pTRIP JAK1 G1023D","FALSE"
"2","A2","18","GAPDH","0.8906756043434143","0.2090713598511436","pTRIP JAK1 G1023D","FALSE"
"2","A2","19","GAPDH","0.9695088267326355","0.2847687901872577","pTRIP JAK1 G1023D","FALSE"
"2","A2","20","GAPDH","1.0386252403259277","0.35074941172744284","pTRIP JAK1 G1023D","FALSE"
"2","A2","21","GAPDH","1.103447437286377","0.41243581663478507","pTRIP JAK1 G1023D","FALSE"
"2","A2","22","GAPDH","1.1596119403839111","0.46546452767921215","pTRIP JAK1 G1023D","FALSE"
"2","A2","23","GAPDH","1.213602900505066","0.5163196957472599","pTRIP JAK1 G1023D","FALSE"
"2","A2","24","GAPDH","1.2654426097869873","0.5650236129760743","pTRIP JAK1 G1023D","FALSE"
"2","A2","25","GAPDH","1.30668044090271","0.6031256520386898","pTRIP JAK1 G1023D","FALSE"
"2","A2","26","GAPDH","1.351297378540039","0.644606797622912","pTRIP JAK1 G1023D","FALSE"
"2","A2","27","GAPDH","1.3882832527160645","0.6784568797458302","pTRIP JAK1 G1023D","FALSE"
"2","A2","28","GAPDH","1.4272772073745728","0.7143150423512314","pTRIP JAK1 G1023D","FALSE"
"2","A2","29","GAPDH","1.4606008529663086","0.7445028958898603","pTRIP JAK1 G1023D","FALSE"
"2","A2","30","GAPDH","1.4881035089492798","0.7688697598197244","pTRIP JAK1 G1023D","FALSE"
"2","A2","31","GAPDH","1.5140196084976196","0.7916500673149572","pTRIP JAK1 G1023D","FALSE"
"2","A2","32","GAPDH","1.536920189857483","0.8114148566217134","pTRIP JAK1 G1023D","FALSE"
"2","A2","33","GAPDH","1.5592182874679565","0.83057716217908","pTRIP JAK1 G1023D","FALSE"
"2","A2","34","GAPDH","1.5752254724502563","0.8434485551082728","pTRIP JAK1 G1023D","FALSE"
"2","A2","35","GAPDH","1.5935883522033691","0.8586756428082785","pTRIP JAK1 G1023D","FALSE"
"2","A2","36","GAPDH","1.6113556623458862","0.8733071608976885","pTRIP JAK1 G1023D","FALSE"
"2","A2","37","GAPDH","1.6255780458450317","0.884393752343727","pTRIP JAK1 G1023D","FALSE"
"2","A2","38","GAPDH","1.6407760381698608","0.896455952615449","pTRIP JAK1 G1023D","FALSE"
"2","A2","39","GAPDH","1.6507365703582764","0.9032806927507574","pTRIP JAK1 G1023D","FALSE"
"2","A2","40","GAPDH","1.660879135131836","0.91028746547121","pTRIP JAK1 G1023D","FALSE"
"2","A2","1","JAK1","1.3451316356658936","0.0042627652486164624","pTRIP JAK1 G1023D","FALSE"
"2","A2","2","JAK1","1.3500094413757324","-7.423957188923413E-4","pTRIP JAK1 G1023D","FALSE"
"2","A2","3","JAK1","1.3574625253677368","-0.00317227840423584","pTRIP JAK1 G1023D","FALSE"
"2","A2","4","JAK1","1.3663172721862793","-0.004200498263041252","pTRIP JAK1 G1023D","FALSE"
"2","A2","5","JAK1","1.3787108659744263","-0.0016898711522419507","pTRIP JAK1 G1023D","FALSE"
