"gene_id","hgnc_symbol","logFC","pvalue","fdr","significant","experiment","comparison"
"1","TSPAN6",-0.00637260490123719,0.943937495398294,0.99703917234417,FALSE,"Exp26","WT_vs_mild"
"3","DPM1",-0.031822792011183,0.74557756093281,0.984972571944207,FALSE,"Exp26","WT_vs_mild"
"4","SCYL3",0.0946319615147715,0.460578002822262,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"5","FIRRM",-0.0126457704956613,0.928983006486307,0.995315156295444,FALSE,"Exp26","WT_vs_mild"
"8","FUCA2",0.023977286936543,0.814182530926423,0.987238080977855,FALSE,"Exp26","WT_vs_mild"
"9","GCLC",-0.223431386338649,0.0619848039170935,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"10","NFYA",0.0683510305459005,0.569184391827684,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"11","STPG1",-0.0395812330995473,0.858170086378106,0.990477876029116,FALSE,"Exp26","WT_vs_mild"
"12","NIPAL3",0.0410852480311052,0.711807674192674,0.981888536800667,FALSE,"Exp26","WT_vs_mild"
"13","LAS1L",-0.113533927341939,0.147005854517732,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"15","SEMA3F",-0.011072648432976,0.91110351218231,0.994144073893836,FALSE,"Exp26","WT_vs_mild"
"17","ANKIB1",-0.0831388341785379,0.524416230411982,0.977906720692974,FALSE,"Exp26","WT_vs_mild"
"18","CYP51A1",0.00297033844332306,0.966569609725406,0.99876303947508,FALSE,"Exp26","WT_vs_mild"
"19","KRIT1",-0.157038313435287,0.167647260796466,0.965748358316443,FALSE,"Exp26","WT_vs_mild"
"20","RAD52",-0.12461868450148,0.305531247415006,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"21","MYH16",0.0922352835276437,0.381122051606459,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"22","BAD",0.0638173336853763,0.405917403360346,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"23","LAP3",0.0496010757143917,0.60634221350591,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"24","CD99",0.0772799760358873,0.278407541972023,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"29","MAD1L1",0.0502794120800449,0.508023050743257,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"30","LASP1",-0.0385753126359891,0.610483888400219,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"31","SNX11",-0.0162697921747985,0.901229151997968,0.9933240392264,FALSE,"Exp26","WT_vs_mild"
"33","M6PR",0.0191907758551723,0.771325887099857,0.984972571944207,FALSE,"Exp26","WT_vs_mild"
"34","KLHL13",-0.188980989056258,0.0363928976586665,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"37","DBNDD1",0.0410381485561057,0.623137068917433,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"38","ALS2",-0.0566703067271829,0.694090738408806,0.981888536800667,FALSE,"Exp26","WT_vs_mild"
"39","CASP10",0.34617510933845,0.307694899008429,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"40","CFLAR",-0.141926976514926,0.18729093033373,0.969196121099559,FALSE,"Exp26","WT_vs_mild"
"41","TFPI",-0.36159745477108,0.0733683231558974,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"42","NDUFAF7",0.160839407292998,0.525758737509142,0.977906720692974,FALSE,"Exp26","WT_vs_mild"
"43","RBM5",0.0633371057090769,0.515693662609339,0.977906720692974,FALSE,"Exp26","WT_vs_mild"
"45","SLC7A2",0.069118517413929,0.422561796843167,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"46","ARF5",-0.0634085527592851,0.410416445538923,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"47","SARM1",0.132006693326317,0.111893598416103,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"48","POLDIP2",0.0144269301427158,0.838688881665864,0.989527464257314,FALSE,"Exp26","WT_vs_mild"
"49","PLXND1",0.0173059804057788,0.812601789293463,0.987238080977855,FALSE,"Exp26","WT_vs_mild"
"50","AK2",0.0369708143265736,0.638106475248011,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"52","FKBP4",0.0614165716205055,0.400509604534585,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"53","KDM1A",0.0593319696461904,0.456857899589696,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"54","RBM6",0.0198935261609499,0.811961549046774,0.987238080977855,FALSE,"Exp26","WT_vs_mild"
"55","CAMKK1",-0.106023238558648,0.228418588037146,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"56","RECQL",-0.11807511973327,0.176865589398821,0.967637938276961,FALSE,"Exp26","WT_vs_mild"
"57","VPS50",0.310530202835508,0.200705420442125,0.971115567693881,FALSE,"Exp26","WT_vs_mild"
"58","HSPB6",-0.101025864852367,0.297936424497177,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"59","ARHGAP33",-0.303466176704698,0.121047816468193,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"60","NDUFAB1",-0.0463804334721949,0.61721948478824,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"63","ZMYND10",-0.0609273298819418,0.776538669254062,0.984972571944207,FALSE,"Exp26","WT_vs_mild"
"66","SLC25A13",-0.00325600176328338,0.98031933567716,0.99883947732008,FALSE,"Exp26","WT_vs_mild"
"67","ST7",0.138337876383648,0.0811364947863883,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"68","CDC27",-0.136388008006011,0.26869134593282,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"71","HCCS",0.0750482041979539,0.437320090043664,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"72","DVL2",-0.0624892983186917,0.502387278362573,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"74","UPF1",-0.0101747614090674,0.889249430611826,0.992613069497552,FALSE,"Exp26","WT_vs_mild"
"75","SKAP2",-0.159942451639268,0.407908888912779,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"76","SLC25A5",0.0343082816414304,0.632309587470295,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"77","MCUB",-0.256425967164203,0.0364123753773196,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"79","POLR2J",-0.031112249103402,0.742331083098074,0.984972571944207,FALSE,"Exp26","WT_vs_mild"
"80","DHX33",0.04300723347453,0.53740905323757,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"83","LIG3",0.0320891508063247,0.808082364161985,0.987238080977855,FALSE,"Exp26","WT_vs_mild"
"84","RPAP3",0.0981108738711737,0.355606376622221,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"85","ACSM3",-0.905000978192188,0.0679289583283896,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"86","REXO5",0.0989449556815779,0.449129316052955,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"87","CIAPIN1",0.0246302390348586,0.789707364809791,0.985916137816652,FALSE,"Exp26","WT_vs_mild"
"88","SPPL2B",0.012802798642479,0.865626969324567,0.990769281547975,FALSE,"Exp26","WT_vs_mild"
"89","ATOSB",-0.356245835909521,0.0901874869539678,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"90","COPZ2",0.0407834399693756,0.607537273058052,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"91","PRKAR2B",-0.0776110838408614,0.545987479616731,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"92","MSL3",-0.0879418258545352,0.737786774953916,0.984972571944207,FALSE,"Exp26","WT_vs_mild"
"93","CREBBP",-0.0707513943278676,0.551322160964996,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"94","TSPOAP1",0.30829741340289,0.398276059543612,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"97","GCFC2",0.0571740136916655,0.683806463756258,0.981888536800667,FALSE,"Exp26","WT_vs_mild"
"98","WDR54",0.0639045387244502,0.399439250067763,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"99","CROT",0.344426080066632,0.203451086176972,0.971115567693881,FALSE,"Exp26","WT_vs_mild"
"101","KMT2E",-0.149336893643744,0.173273852210871,0.966568842548652,FALSE,"Exp26","WT_vs_mild"
"102","RHBDD2",0.0325817392211619,0.687759377416359,0.981888536800667,FALSE,"Exp26","WT_vs_mild"
"104","IBTK",-0.0534493301764987,0.518331169603604,0.977906720692974,FALSE,"Exp26","WT_vs_mild"
"105","ZNF195",-0.0283159772027463,0.803278519500864,0.987086955578669,FALSE,"Exp26","WT_vs_mild"
"106","MYCBP2",-0.167431472147216,0.238610066485321,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"107","FBXL3",0.0570909757593459,0.478586054772241,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"109","PDK2",-0.112848510757855,0.415738493116723,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"110","ITGA3",0.00866582221020043,0.895899423681411,0.992958284074461,FALSE,"Exp26","WT_vs_mild"
"111","ZFX",-0.300942001540154,0.0539002019025364,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"112","LAMP2",0.0228504672662379,0.765845126027743,0.984972571944207,FALSE,"Exp26","WT_vs_mild"
"115","GDE1",0.310577447928678,0.0191264121793455,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"116","REX1BD",-0.142998529909123,0.293428497354611,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"117","CRLF1",-0.086234440514347,0.400568701069822,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"118","OSBPL7",0.124632944813373,0.193792723614289,0.971115567693881,FALSE,"Exp26","WT_vs_mild"
"119","TMEM98",-0.125784448492441,0.251915027201458,0.976206272972519,FALSE,"Exp26","WT_vs_mild"
"122","MAP3K14",-0.153067967504093,0.092428861308833,0.965159155495288,FALSE,"Exp26","WT_vs_mild"
"125","TMEM132A",0.0360508940749376,0.717114009370656,0.981888536800667,FALSE,"Exp26","WT_vs_mild"
"126","AP2B1",0.0309398752911709,0.649220740158098,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
"128","ZNF263",0.0644525701849664,0.586394232138457,0.978945047286947,FALSE,"Exp26","WT_vs_mild"
