"gene_id","hgnc_symbol","logFC","pvalue","fdr","significant","experiment","comparison"
"1","TSPAN6",0.0480348536588855,0.575362643858644,0.81948443376491,FALSE,"Exp25","WT_vs_severe"
"3","DPM1",-0.173977748275124,0.108645195164155,0.501554823682299,FALSE,"Exp25","WT_vs_severe"
"4","SCYL3",-0.0115522832189708,0.91328895439232,0.970653249877141,FALSE,"Exp25","WT_vs_severe"
"5","FIRRM",-0.00674147472912681,0.954686939007018,0.984232853757321,FALSE,"Exp25","WT_vs_severe"
"8","FUCA2",-0.0466363945304133,0.456361729019221,0.753296054843459,FALSE,"Exp25","WT_vs_severe"
"9","GCLC",-0.0404921097504644,0.888560418197268,0.962462746449801,FALSE,"Exp25","WT_vs_severe"
"10","NFYA",-0.141622790729352,0.0750221038932415,0.462775400837557,FALSE,"Exp25","WT_vs_severe"
"11","STPG1",0.0862069290253358,0.715959571119673,0.891595255215237,FALSE,"Exp25","WT_vs_severe"
"12","NIPAL3",0.0250914230206061,0.834293574122708,0.940119526699105,FALSE,"Exp25","WT_vs_severe"
"13","LAS1L",0.143899009047679,0.29218614985608,0.648404929695466,FALSE,"Exp25","WT_vs_severe"
"15","SEMA3F",0.133912759433746,0.062866432470268,0.449287096479772,FALSE,"Exp25","WT_vs_severe"
"17","ANKIB1",-0.180980332740688,0.126626631136072,0.517360863179773,FALSE,"Exp25","WT_vs_severe"
"18","CYP51A1",-0.084108465343865,0.164985980065201,0.549919578571433,FALSE,"Exp25","WT_vs_severe"
"19","KRIT1",-0.182147305283985,0.373593219250599,0.701633093959507,FALSE,"Exp25","WT_vs_severe"
"20","RAD52",0.392919053046426,0.176187445657468,0.558354153845807,FALSE,"Exp25","WT_vs_severe"
"21","MYH16",-0.0735291064735845,0.573189326916222,0.818727424228543,FALSE,"Exp25","WT_vs_severe"
"22","BAD",0.145068009870045,0.211581298717851,0.588930324748793,FALSE,"Exp25","WT_vs_severe"
"23","LAP3",-0.0652174840594769,0.518711903382226,0.788372469044158,FALSE,"Exp25","WT_vs_severe"
"24","CD99",0.0570384966036682,0.346106872919761,0.683185941120162,FALSE,"Exp25","WT_vs_severe"
"29","MAD1L1",0.00954953150902497,0.880559692300438,0.959246981255324,FALSE,"Exp25","WT_vs_severe"
"30","LASP1",0.0651283149449988,0.268779651293,0.631138542687417,FALSE,"Exp25","WT_vs_severe"
"31","SNX11",0.0421759202360827,0.841648211460493,0.942794207648561,FALSE,"Exp25","WT_vs_severe"
"33","M6PR",-0.0201508490346523,0.725687682834174,0.896446544676571,FALSE,"Exp25","WT_vs_severe"
"34","KLHL13",-0.131428015806924,0.289620895427701,0.645836477879629,FALSE,"Exp25","WT_vs_severe"
"37","DBNDD1",0.040890184919096,0.67834805719348,0.872109698556958,FALSE,"Exp25","WT_vs_severe"
"38","ALS2",-0.0346935636302738,0.728950095284087,0.897487903810584,FALSE,"Exp25","WT_vs_severe"
"39","CASP10",0.458500272996307,0.261925469213784,0.627580094802039,FALSE,"Exp25","WT_vs_severe"
"40","CFLAR",0.0277684932202199,0.841868622284212,0.942947122529846,FALSE,"Exp25","WT_vs_severe"
"41","TFPI",-0.377305779034364,0.0623538203255557,0.448417203487523,FALSE,"Exp25","WT_vs_severe"
"42","NDUFAF7",-0.047183907140814,0.796521363363442,0.924815435384796,FALSE,"Exp25","WT_vs_severe"
"43","RBM5",0.132470344333169,0.563268700080867,0.812297402526752,FALSE,"Exp25","WT_vs_severe"
"45","SLC7A2",-0.0209967000165638,0.818464909758714,0.933793346289302,FALSE,"Exp25","WT_vs_severe"
"46","ARF5",0.0445129956201265,0.535224972913487,0.798846095916892,FALSE,"Exp25","WT_vs_severe"
"47","SARM1",0.0778277348275863,0.665919104584143,0.865450967614689,FALSE,"Exp25","WT_vs_severe"
"48","POLDIP2",0.145658866349826,0.0972285556595547,0.491756257137223,FALSE,"Exp25","WT_vs_severe"
"49","PLXND1",-0.0186846600518041,0.748196981194576,0.903811446685444,FALSE,"Exp25","WT_vs_severe"
"50","AK2",0.0191316948745986,0.744378121833938,0.902947716735513,FALSE,"Exp25","WT_vs_severe"
"52","FKBP4",0.0445649205441767,0.46945533969714,0.761043442604297,FALSE,"Exp25","WT_vs_severe"
"53","KDM1A",-0.047163594403861,0.416481346761207,0.730843789569666,FALSE,"Exp25","WT_vs_severe"
"54","RBM6",-0.0603365983594652,0.458406594183027,0.754832788182383,FALSE,"Exp25","WT_vs_severe"
"55","CAMKK1",-0.0188854705392001,0.821350507284338,0.934864553736818,FALSE,"Exp25","WT_vs_severe"
"56","RECQL",-0.163821564331352,0.0958158799260428,0.490125291519175,FALSE,"Exp25","WT_vs_severe"
"57","VPS50",-0.1269029405077,0.236502192736851,0.608410509424743,FALSE,"Exp25","WT_vs_severe"
"58","HSPB6",-0.104551042775446,0.736861138258827,0.900249312393962,FALSE,"Exp25","WT_vs_severe"
"59","ARHGAP33",-0.066382956106111,0.622060705364192,0.844424966228523,FALSE,"Exp25","WT_vs_severe"
"60","NDUFAB1",0.103507122508209,0.236937770949263,0.608871003613336,FALSE,"Exp25","WT_vs_severe"
"63","ZMYND10",0.672385004525492,0.222165194667656,0.596091961690332,FALSE,"Exp25","WT_vs_severe"
"66","SLC25A13",-0.175394644354708,0.147064904069425,0.533048845495513,FALSE,"Exp25","WT_vs_severe"
"67","ST7",-0.078071549978571,0.422796415692666,0.733163792005408,FALSE,"Exp25","WT_vs_severe"
"68","CDC27",0.189213386542649,0.0696905283949715,0.455696076291673,FALSE,"Exp25","WT_vs_severe"
"71","HCCS",-0.0675264569127242,0.492635068274278,0.774132022863946,FALSE,"Exp25","WT_vs_severe"
"72","DVL2",0.0328593986068886,0.652093664984764,0.860464320815711,FALSE,"Exp25","WT_vs_severe"
"74","UPF1",0.00562204331117905,0.938102617826795,0.978181986798382,FALSE,"Exp25","WT_vs_severe"
"75","SKAP2",0.0619108991049057,0.553956473861886,0.806569912070946,FALSE,"Exp25","WT_vs_severe"
"76","SLC25A5",0.0282977906332092,0.710176120792471,0.888853608430891,FALSE,"Exp25","WT_vs_severe"
"77","MCUB",0.134694123331183,0.244900371661235,0.613266193493858,FALSE,"Exp25","WT_vs_severe"
"79","POLR2J",0.115838435065303,0.130065923126708,0.518832012899365,FALSE,"Exp25","WT_vs_severe"
"80","DHX33",-0.040390507705927,0.512400957414384,0.786410556346035,FALSE,"Exp25","WT_vs_severe"
"83","LIG3",0.164973770304869,0.243257349215698,0.611868005302168,FALSE,"Exp25","WT_vs_severe"
"84","RPAP3",-0.0528738550447106,0.54592860422062,0.803501534332706,FALSE,"Exp25","WT_vs_severe"
"85","ACSM3",-0.211247296168096,0.568965602633694,0.81585847025136,FALSE,"Exp25","WT_vs_severe"
"86","REXO5",0.0892477809239201,0.525008164723128,0.791287929560456,FALSE,"Exp25","WT_vs_severe"
"87","CIAPIN1",0.0697962473823758,0.435198502197781,0.739386118451949,FALSE,"Exp25","WT_vs_severe"
"88","SPPL2B",-0.155959321242325,0.0828318374145467,0.474191452197493,FALSE,"Exp25","WT_vs_severe"
"89","ATOSB",0.0461313106959324,0.64946229542545,0.859551509941293,FALSE,"Exp25","WT_vs_severe"
"90","COPZ2",0.0298410333564662,0.718253063710971,0.892552038710915,FALSE,"Exp25","WT_vs_severe"
"91","PRKAR2B",-0.20971834529474,0.0851249653956353,0.478837940341676,FALSE,"Exp25","WT_vs_severe"
"92","MSL3",0.129806848316667,0.631115376104471,0.849561997167196,FALSE,"Exp25","WT_vs_severe"
"93","CREBBP",-0.0901795971381718,0.432086814347904,0.738039717397054,FALSE,"Exp25","WT_vs_severe"
"94","TSPOAP1",-0.499028222353817,0.396544319875862,0.71616872211955,FALSE,"Exp25","WT_vs_severe"
"97","GCFC2",-0.0745903442477375,0.369943484350984,0.699237605210267,FALSE,"Exp25","WT_vs_severe"
"98","WDR54",0.00654831082823978,0.910484217608016,0.970366345100639,FALSE,"Exp25","WT_vs_severe"
"99","CROT",-0.45950025891276,0.0567387302487095,0.441012318853354,FALSE,"Exp25","WT_vs_severe"
"101","KMT2E",-0.185568888221778,0.022941421486338,0.411596586209164,FALSE,"Exp25","WT_vs_severe"
"102","RHBDD2",0.148747503490709,0.0757429563823929,0.462775400837557,FALSE,"Exp25","WT_vs_severe"
"104","IBTK",-0.235479611858518,0.0499710740915111,0.432634865121746,FALSE,"Exp25","WT_vs_severe"
"105","ZNF195",-0.0189869740441674,0.836692329063626,0.940398164928137,FALSE,"Exp25","WT_vs_severe"
