"gene_id","hgnc_symbol","logFC","pvalue","coefficients.1","coefficients.2","fdr","significant","experiment","comparison"
"1","TSPAN6", 4.463946e-01,1.687880e-03, 3.882260e+00, 4.463946e-01,3.567023e-01,FALSE,"21","WT_vs_severe"
"3","DPM1", 2.079933e-01,3.596432e-02, 5.350160e+00, 2.079933e-01,4.072257e-01,FALSE,"21","WT_vs_severe"
"4","SCYL3",-8.701604e-02,5.361180e-01, 3.927803e+00,-8.701604e-02,8.086898e-01,FALSE,"21","WT_vs_severe"
"5","FIRRM", 1.677323e-01,2.198130e-01, 4.669911e+00, 1.677323e-01,6.074884e-01,FALSE,"21","WT_vs_severe"
"8","FUCA2", 1.221802e-01,1.600814e-01, 5.797993e+00, 1.221802e-01,5.457466e-01,FALSE,"21","WT_vs_severe"
"9","GCLC",-2.923375e-01,4.424618e-02, 4.194304e+00,-2.923375e-01,4.196786e-01,FALSE,"21","WT_vs_severe"
"10","NFYA", 3.694496e-02,5.770817e-01, 5.704264e+00, 3.694496e-02,8.267233e-01,FALSE,"21","WT_vs_severe"
"11","STPG1",-7.594611e-02,5.581787e-01, 4.001401e+00,-7.594611e-02,8.182470e-01,FALSE,"21","WT_vs_severe"
"12","NIPAL3",-1.821661e-02,8.176988e-01, 5.796353e+00,-1.821661e-02,9.366724e-01,FALSE,"21","WT_vs_severe"
"13","LAS1L", 1.100810e-01,4.083168e-01, 5.144254e+00, 1.100810e-01,7.367995e-01,FALSE,"21","WT_vs_severe"
"15","SEMA3F",-7.378962e-03,9.376726e-01, 6.814876e+00,-7.378962e-03,9.815849e-01,FALSE,"21","WT_vs_severe"
"17","ANKIB1", 2.718863e-02,7.414303e-01, 6.615121e+00, 2.718863e-02,9.039418e-01,FALSE,"21","WT_vs_severe"
"18","CYP51A1", 1.690894e-01,1.328049e-01, 7.481317e+00, 1.690894e-01,5.145387e-01,FALSE,"21","WT_vs_severe"
"19","KRIT1",-2.233488e-01,5.894601e-02, 5.230243e+00,-2.233488e-01,4.278118e-01,FALSE,"21","WT_vs_severe"
"20","RAD52",-3.259982e-01,5.378368e-02, 4.816339e+00,-3.259982e-01,4.239941e-01,FALSE,"21","WT_vs_severe"
"21","MYH16",-2.888921e-02,7.572838e-01, 5.500167e+00,-2.888921e-02,9.109270e-01,FALSE,"21","WT_vs_severe"
"22","BAD",-6.663968e-03,9.209700e-01, 5.461193e+00,-6.663968e-03,9.751975e-01,FALSE,"21","WT_vs_severe"
"23","LAP3", 1.733335e-01,5.238550e-02, 5.945718e+00, 1.733335e-01,4.227248e-01,FALSE,"21","WT_vs_severe"
"24","CD99", 1.909956e-01,5.039565e-02, 6.761404e+00, 1.909956e-01,4.217563e-01,FALSE,"21","WT_vs_severe"
"29","MAD1L1",-1.698206e-01,3.078075e-02, 7.431033e+00,-1.698206e-01,4.017511e-01,FALSE,"21","WT_vs_severe"
"30","LASP1",-1.840412e-02,7.992896e-01, 8.669808e+00,-1.840412e-02,9.281035e-01,FALSE,"21","WT_vs_severe"
"31","SNX11", 3.313415e-02,7.582623e-01, 4.151074e+00, 3.313415e-02,9.114442e-01,FALSE,"21","WT_vs_severe"
"33","M6PR", 1.988504e-02,7.637364e-01, 8.016227e+00, 1.988504e-02,9.128047e-01,FALSE,"21","WT_vs_severe"
"34","KLHL13", 1.101905e-01,2.512966e-01, 4.006579e+00, 1.101905e-01,6.369968e-01,FALSE,"21","WT_vs_severe"
"37","DBNDD1", 6.656755e-02,4.164261e-01, 5.688751e+00, 6.656755e-02,7.423416e-01,FALSE,"21","WT_vs_severe"
"38","ALS2",-1.347809e-01,3.144420e-01, 6.146149e+00,-1.347809e-01,6.776129e-01,FALSE,"21","WT_vs_severe"
"39","CASP10", 2.974076e-01,1.009844e-01, 2.762852e+00, 2.974076e-01,4.744292e-01,FALSE,"21","WT_vs_severe"
"40","CFLAR", 1.813424e-02,8.799962e-01, 4.856687e+00, 1.813424e-02,9.602952e-01,FALSE,"21","WT_vs_severe"
"41","TFPI", 2.858565e-02,8.918630e-01, 2.883474e+00, 2.858565e-02,9.650552e-01,FALSE,"21","WT_vs_severe"
"42","NDUFAF7",-3.603132e-02,7.593075e-01, 3.782462e+00,-3.603132e-02,9.116894e-01,FALSE,"21","WT_vs_severe"
"43","RBM5",-2.494031e-01,1.174494e-02, 6.389951e+00,-2.494031e-01,3.613571e-01,FALSE,"21","WT_vs_severe"
"45","SLC7A2", 4.335603e-02,6.134137e-01, 6.395999e+00, 4.335603e-02,8.440081e-01,FALSE,"21","WT_vs_severe"
"46","ARF5",-3.052415e-02,7.421001e-01, 5.934567e+00,-3.052415e-02,9.040768e-01,FALSE,"21","WT_vs_severe"
"47","SARM1",-5.783608e-01,3.786084e-03, 4.042229e+00,-5.783608e-01,3.567023e-01,FALSE,"21","WT_vs_severe"
"48","POLDIP2",-2.327686e-02,7.321326e-01, 7.278399e+00,-2.327686e-02,9.002160e-01,FALSE,"21","WT_vs_severe"
"49","PLXND1",-1.627549e-01,1.632504e-01, 8.053411e+00,-1.627549e-01,5.495218e-01,FALSE,"21","WT_vs_severe"
"50","AK2",-3.351024e-02,6.945769e-01, 7.565873e+00,-3.351024e-02,8.831090e-01,FALSE,"21","WT_vs_severe"
"52","FKBP4", 1.634375e-02,8.076734e-01, 7.353711e+00, 1.634375e-02,9.320780e-01,FALSE,"21","WT_vs_severe"
"53","KDM1A", 2.530361e-02,7.364004e-01, 7.887542e+00, 2.530361e-02,9.019073e-01,FALSE,"21","WT_vs_severe"
"54","RBM6", 9.299196e-03,9.016510e-01, 6.911868e+00, 9.299196e-03,9.702028e-01,FALSE,"21","WT_vs_severe"
"55","CAMKK1",-7.642682e-02,4.268214e-01, 4.604016e+00,-7.642682e-02,7.483754e-01,FALSE,"21","WT_vs_severe"
"56","RECQL", 3.001196e-01,3.093268e-03, 6.867061e+00, 3.001196e-01,3.567023e-01,FALSE,"21","WT_vs_severe"
"57","VPS50", 3.120517e-01,3.315434e-01, 3.669093e+00, 3.120517e-01,6.884655e-01,FALSE,"21","WT_vs_severe"
"58","HSPB6", 8.943356e-02,7.676260e-01, 9.711348e-01, 8.943356e-02,9.138004e-01,FALSE,"21","WT_vs_severe"
"59","ARHGAP33",-6.314400e-01,3.741199e-03, 5.262189e+00,-6.314400e-01,3.567023e-01,FALSE,"21","WT_vs_severe"
"60","NDUFAB1", 7.285676e-03,9.499930e-01, 5.728339e+00, 7.285676e-03,9.845577e-01,FALSE,"21","WT_vs_severe"
"63","ZMYND10",-1.044024e+00,1.432968e-02, 1.247759e+00,-1.044024e+00,3.613571e-01,FALSE,"21","WT_vs_severe"
"66","SLC25A13", 1.274138e-01,2.324216e-01, 5.859017e+00, 1.274138e-01,6.216830e-01,FALSE,"21","WT_vs_severe"
"67","ST7", 7.562324e-03,9.514229e-01, 4.583968e+00, 7.562324e-03,9.849423e-01,FALSE,"21","WT_vs_severe"
"68","CDC27", 9.036566e-02,3.333020e-01, 6.777798e+00, 9.036566e-02,6.895684e-01,FALSE,"21","WT_vs_severe"
"71","HCCS", 1.673742e-02,8.620733e-01, 5.322329e+00, 1.673742e-02,9.539924e-01,FALSE,"21","WT_vs_severe"
"72","DVL2",-2.982240e-02,6.965203e-01, 7.190083e+00,-2.982240e-02,8.841616e-01,FALSE,"21","WT_vs_severe"
"74","UPF1",-1.367151e-01,1.101691e-01, 7.820118e+00,-1.367151e-01,4.883292e-01,FALSE,"21","WT_vs_severe"
"75","SKAP2", 6.488274e-02,3.995314e-01, 6.589205e+00, 6.488274e-02,7.300478e-01,FALSE,"21","WT_vs_severe"
"76","SLC25A5",-5.703350e-03,9.404087e-01, 8.824946e+00,-5.703350e-03,9.825597e-01,FALSE,"21","WT_vs_severe"
"77","MCUB", 1.007332e-01,2.780384e-01, 4.893169e+00, 1.007332e-01,6.527608e-01,FALSE,"21","WT_vs_severe"
"79","POLR2J", 1.045727e-01,3.304965e-01, 5.883612e+00, 1.045727e-01,6.876143e-01,FALSE,"21","WT_vs_severe"
"80","DHX33", 6.547866e-02,4.902223e-01, 5.949133e+00, 6.547866e-02,7.843307e-01,FALSE,"21","WT_vs_severe"
"83","LIG3",-7.952393e-02,5.943238e-01, 5.843395e+00,-7.952393e-02,8.353204e-01,FALSE,"21","WT_vs_severe"
"84","RPAP3", 2.729500e-01,7.648940e-03, 5.444471e+00, 2.729500e-01,3.567023e-01,FALSE,"21","WT_vs_severe"
"85","ACSM3", 5.370004e-01,2.726144e-02, 4.984808e-01, 5.370004e-01,3.936563e-01,FALSE,"21","WT_vs_severe"
"86","REXO5", 1.580899e-01,3.129530e-01, 4.360609e+00, 1.580899e-01,6.767831e-01,FALSE,"21","WT_vs_severe"
"87","CIAPIN1",-2.839871e-03,9.671143e-01, 5.763733e+00,-2.839871e-03,9.895717e-01,FALSE,"21","WT_vs_severe"
"88","SPPL2B",-2.895357e-01,1.935084e-02, 6.273046e+00,-2.895357e-01,3.689282e-01,FALSE,"21","WT_vs_severe"
"89","ATOSB",-1.596880e-01,2.840664e-01, 4.454023e+00,-1.596880e-01,6.547428e-01,FALSE,"21","WT_vs_severe"
"90","COPZ2", 8.196571e-05,9.991297e-01, 4.146095e+00, 8.196571e-05,9.998290e-01,FALSE,"21","WT_vs_severe"
"91","PRKAR2B", 5.177425e-02,6.312709e-01, 3.451746e+00, 5.177425e-02,8.550128e-01,FALSE,"21","WT_vs_severe"
"92","MSL3", 1.931427e-01,2.801792e-01, 3.518534e+00, 1.931427e-01,6.533289e-01,FALSE,"21","WT_vs_severe"
"93","CREBBP",-2.308938e-02,8.787062e-01, 7.257562e+00,-2.308938e-02,9.596756e-01,FALSE,"21","WT_vs_severe"
"94","TSPOAP1",-3.315554e-01,2.042596e-01, 3.373987e+00,-3.315554e-01,5.947751e-01,FALSE,"21","WT_vs_severe"
"97","GCFC2", 4.655516e-04,9.967926e-01, 4.626098e+00, 4.655516e-04,9.993555e-01,FALSE,"21","WT_vs_severe"
"98","WDR54", 5.684781e-05,9.994203e-01, 5.855608e+00, 5.684781e-05,9.998290e-01,FALSE,"21","WT_vs_severe"
"99","CROT",-5.754348e-02,8.617438e-01, 2.984456e+00,-5.754348e-02,9.539567e-01,FALSE,"21","WT_vs_severe"
"101","KMT2E", 5.310848e-02,6.653924e-01, 6.066156e+00, 5.310848e-02,8.701799e-01,FALSE,"21","WT_vs_severe"
"102","RHBDD2",-8.388775e-02,2.934380e-01, 5.685336e+00,-8.388775e-02,6.617450e-01,FALSE,"21","WT_vs_severe"
"104","IBTK", 6.821679e-02,5.182644e-01, 5.087116e+00, 6.821679e-02,8.007042e-01,FALSE,"21","WT_vs_severe"
"105","ZNF195", 2.020332e-01,4.963970e-02, 3.942591e+00, 2.020332e-01,4.217563e-01,FALSE,"21","WT_vs_severe"
"106","MYCBP2",-1.497937e-01,2.738508e-01, 7.862702e+00,-1.497937e-01,6.510591e-01,FALSE,"21","WT_vs_severe"
"107","FBXL3", 8.975021e-03,9.259036e-01, 5.835129e+00, 8.975021e-03,9.774473e-01,FALSE,"21","WT_vs_severe"
"109","PDK2",-9.140403e-02,4.248568e-01, 4.831526e+00,-9.140403e-02,7.480671e-01,FALSE,"21","WT_vs_severe"
"110","ITGA3",-9.310626e-02,2.467509e-01, 1.062476e+01,-9.310626e-02,6.351472e-01,FALSE,"21","WT_vs_severe"
"111","ZFX",-3.787764e-02,7.750123e-01, 4.996275e+00,-3.787764e-02,9.167529e-01,FALSE,"21","WT_vs_severe"
"112","LAMP2", 1.736678e-01,6.923542e-02, 6.576623e+00, 1.736678e-01,4.425368e-01,FALSE,"21","WT_vs_severe"
"115","GDE1", 3.494311e-02,6.944853e-01, 5.514122e+00, 3.494311e-02,8.831090e-01,FALSE,"21","WT_vs_severe"
"116","REX1BD",-9.941645e-02,4.319206e-01, 4.839392e+00,-9.941645e-02,7.516499e-01,FALSE,"21","WT_vs_severe"
"117","CRLF1",-1.024860e-01,4.690963e-01, 4.416405e+00,-1.024860e-01,7.730589e-01,FALSE,"21","WT_vs_severe"
"118","OSBPL7",-4.608363e-01,1.028888e-02, 5.484201e+00,-4.608363e-01,3.613571e-01,FALSE,"21","WT_vs_severe"
"119","TMEM98",-6.775342e-02,4.343603e-01, 4.709944e+00,-6.775342e-02,7.526964e-01,FALSE,"21","WT_vs_severe"
"122","MAP3K14",-1.957262e-01,1.160288e-01, 5.541976e+00,-1.957262e-01,4.980396e-01,FALSE,"21","WT_vs_severe"
"125","TMEM132A",-1.117933e-01,2.052374e-01, 7.486123e+00,-1.117933e-01,5.954458e-01,FALSE,"21","WT_vs_severe"
"126","AP2B1", 8.684775e-02,2.774846e-01, 8.376311e+00, 8.684775e-02,6.527608e-01,FALSE,"21","WT_vs_severe"
"128","ZNF263", 6.079776e-02,5.309038e-01, 5.305542e+00, 6.079776e-02,8.066474e-01,FALSE,"21","WT_vs_severe"
"130","SPATA20",-2.003615e-01,2.290227e-02, 6.495050e+00,-2.003615e-01,3.887113e-01,FALSE,"21","WT_vs_severe"
"131","CACNA1G",-6.520994e-02,8.380648e-01, 2.165614e+00,-6.520994e-02,9.449937e-01,FALSE,"21","WT_vs_severe"
"132","TNFRSF12A",-7.665397e-02,3.793236e-01, 7.416959e+00,-7.665397e-02,7.181148e-01,FALSE,"21","WT_vs_severe"
"133","DLX6",-7.431327e-02,7.624379e-01, 2.427032e+00,-7.431327e-02,9.126059e-01,FALSE,"21","WT_vs_severe"
"134","MAP3K9",-3.317184e-01,1.325163e-02, 5.282949e+00,-3.317184e-01,3.613571e-01,FALSE,"21","WT_vs_severe"
"135","RALA", 3.343641e-02,7.513856e-01, 6.748696e+00, 3.343641e-02,9.084585e-01,FALSE,"21","WT_vs_severe"
"136","BAIAP2L1",-1.493226e-01,1.909414e-01, 6.063370e+00,-1.493226e-01,5.802161e-01,FALSE,"21","WT_vs_severe"
"137","KDM7A", 2.243501e-01,4.250803e-01, 3.963636e+00, 2.243501e-01,7.480671e-01,FALSE,"21","WT_vs_severe"
"138","ETV1", 1.175077e-01,2.711004e-01, 5.354220e+00, 1.175077e-01,6.494001e-01,FALSE,"21","WT_vs_severe"
"140","ALDH3B1",-1.737834e-01,5.687894e-02, 4.578834e+00,-1.737834e-01,4.254730e-01,FALSE,"21","WT_vs_severe"
"142","PHTF2", 1.471907e-01,7.768412e-02, 5.547652e+00, 1.471907e-01,4.505453e-01,FALSE,"21","WT_vs_severe"
"144","FARP2", 8.407393e-02,5.309074e-01, 5.038509e+00, 8.407393e-02,8.066474e-01,FALSE,"21","WT_vs_severe"
"146","GGCT", 7.525046e-02,4.219353e-01, 6.014098e+00, 7.525046e-02,7.454460e-01,FALSE,"21","WT_vs_severe"
"147","DBF4", 9.242965e-02,2.937707e-01, 5.483012e+00, 9.242965e-02,6.617450e-01,FALSE,"21","WT_vs_severe"
"148","TBXA2R", 1.149847e-01,5.901254e-01, 2.673495e+00, 1.149847e-01,8.340779e-01,FALSE,"21","WT_vs_severe"
"149","IFRD1",-2.895383e-02,7.522139e-01, 4.359653e+00,-2.895383e-02,9.087977e-01,FALSE,"21","WT_vs_severe"
"151","COX10", 1.483125e-01,2.478066e-01, 4.652402e+00, 1.483125e-01,6.365535e-01,FALSE,"21","WT_vs_severe"
"152","GTF2IRD1",-1.234626e-01,9.315101e-02, 6.414100e+00,-1.234626e-01,4.662659e-01,FALSE,"21","WT_vs_severe"
"153","PAF1",-5.123192e-03,9.525290e-01, 6.830082e+00,-5.123192e-03,9.849423e-01,FALSE,"21","WT_vs_severe"
"154","VPS41", 3.563006e-02,7.708627e-01, 7.073373e+00, 3.563006e-02,9.154664e-01,FALSE,"21","WT_vs_severe"
"155","ARHGAP44",-1.674190e-01,5.570306e-01, 2.097851e+00,-1.674190e-01,8.176274e-01,FALSE,"21","WT_vs_severe"
"156","ELAC2",-9.865026e-02,1.761428e-01, 7.017678e+00,-9.865026e-02,5.649332e-01,FALSE,"21","WT_vs_severe"
"157","SCIN", 6.332476e-02,3.749327e-01, 6.921308e+00, 6.332476e-02,7.153511e-01,FALSE,"21","WT_vs_severe"
"159","PNPLA4",-3.402133e-02,8.010024e-01, 4.180426e+00,-3.402133e-02,9.289360e-01,FALSE,"21","WT_vs_severe"
"160","MYH13", 1.573789e-01,4.368718e-01, 3.818945e+00, 1.573789e-01,7.537639e-01,FALSE,"21","WT_vs_severe"
"161","ADIPOR2", 1.669332e-01,4.940031e-02, 6.452031e+00, 1.669332e-01,4.217563e-01,FALSE,"21","WT_vs_severe"
"162","CDKL3",-4.351192e-01,8.653567e-02, 2.228899e+00,-4.351192e-01,4.597194e-01,FALSE,"21","WT_vs_severe"
"165","MARK4",-2.460174e-01,1.888502e-02, 6.564083e+00,-2.460174e-01,3.689282e-01,FALSE,"21","WT_vs_severe"
"167","CCDC124",-1.588084e-01,9.899116e-02, 6.935955e+00,-1.588084e-01,4.731335e-01,FALSE,"21","WT_vs_severe"
"169","PAFAH1B1", 8.671971e-02,2.210596e-01, 6.866425e+00, 8.671971e-02,6.092767e-01,FALSE,"21","WT_vs_severe"
"172","BLTP2",-7.992731e-02,3.549408e-01, 8.414015e+00,-7.992731e-02,7.015709e-01,FALSE,"21","WT_vs_severe"
"175","TRAPPC6A", 8.361908e-02,6.456788e-01, 2.315465e+00, 8.361908e-02,8.614146e-01,FALSE,"21","WT_vs_severe"
"180","ST7L", 1.130984e-02,9.314142e-01, 3.655445e+00, 1.130984e-02,9.793792e-01,FALSE,"21","WT_vs_severe"
"183","RPUSD1",-5.832849e-02,4.084157e-01, 5.773927e+00,-5.832849e-02,7.367995e-01,FALSE,"21","WT_vs_severe"
"184","RHBDF1",-2.374191e-01,4.436829e-02, 6.753038e+00,-2.374191e-01,4.196786e-01,FALSE,"21","WT_vs_severe"
"185","LUC7L",-1.932152e-01,5.515481e-02, 5.507420e+00,-1.932152e-01,4.251405e-01,FALSE,"21","WT_vs_severe"
"187","BAIAP3",-4.256535e-02,8.758277e-01, 3.042149e+00,-4.256535e-02,9.585662e-01,FALSE,"21","WT_vs_severe"
"188","TSR3",-3.150967e-03,9.747433e-01, 5.568517e+00,-3.150967e-03,9.922878e-01,FALSE,"21","WT_vs_severe"
"189","PIGQ",-2.185796e-01,4.884489e-02, 5.948340e+00,-2.185796e-01,4.217563e-01,FALSE,"21","WT_vs_severe"
"190","CRAMP1",-1.480842e-01,5.609613e-01, 5.581318e+00,-1.480842e-01,8.182704e-01,FALSE,"21","WT_vs_severe"
"191","TEAD3",-4.644690e-02,5.440983e-01, 4.792760e+00,-4.644690e-02,8.115805e-01,FALSE,"21","WT_vs_severe"
"193","DNAJC11", 3.822378e-02,6.033819e-01, 6.419563e+00, 3.822378e-02,8.397457e-01,FALSE,"21","WT_vs_severe"
"195","MYLIP", 3.561239e-02,8.038078e-01, 3.106790e+00, 3.561239e-02,9.303234e-01,FALSE,"21","WT_vs_severe"
"197","E2F2", 2.622463e-02,8.455487e-01, 2.710411e+00, 2.622463e-02,9.486741e-01,FALSE,"21","WT_vs_severe"
"198","PSMB1", 1.429096e-01,1.130013e-01, 7.226935e+00, 1.429096e-01,4.925520e-01,FALSE,"21","WT_vs_severe"
"200","JARID2", 4.294927e-02,6.477833e-01, 5.049489e+00, 4.294927e-02,8.619714e-01,FALSE,"21","WT_vs_severe"
"201","CDKL5", 8.427725e-01,9.938217e-02, 1.928792e+00, 8.427725e-01,4.731335e-01,FALSE,"21","WT_vs_severe"
"203","CDK11A",-9.802906e-02,1.872507e-01, 5.097509e+00,-9.802906e-02,5.758782e-01,FALSE,"21","WT_vs_severe"
"204","NADK",-1.201060e-01,2.430670e-01, 6.699072e+00,-1.201060e-01,6.312300e-01,FALSE,"21","WT_vs_severe"
"208","CYTH3",-2.969591e-01,7.891214e-03, 7.268178e+00,-2.969591e-01,3.567023e-01,FALSE,"21","WT_vs_severe"
"209","ADAM22", 1.672334e-01,1.539084e-01, 4.924413e+00, 1.672334e-01,5.399013e-01,FALSE,"21","WT_vs_severe"
"210","SYPL1", 1.127380e-01,1.896957e-01, 5.642027e+00, 1.127380e-01,5.787539e-01,FALSE,"21","WT_vs_severe"
"211","CYB561",-3.823467e-02,7.389366e-01, 2.757175e+00,-3.823467e-02,9.032035e-01,FALSE,"21","WT_vs_severe"
"212","SPAG9", 1.082138e-02,9.096679e-01, 7.418361e+00, 1.082138e-02,9.717121e-01,FALSE,"21","WT_vs_severe"
"213","CELSR3",-2.443173e-01,6.847658e-02, 7.056783e+00,-2.443173e-01,4.407489e-01,FALSE,"21","WT_vs_severe"
"214","AASS", 7.621855e-02,5.918986e-01, 5.635682e+00, 7.621855e-02,8.343778e-01,FALSE,"21","WT_vs_severe"
"216","SS18L2", 1.798216e-01,9.204832e-02, 3.573279e+00, 1.798216e-01,4.658510e-01,FALSE,"21","WT_vs_severe"
"217","MPND",-2.503690e-01,1.449679e-01, 2.882661e+00,-2.503690e-01,5.293819e-01,FALSE,"21","WT_vs_severe"
"218","MGST1", 1.118194e-01,2.252951e-01, 5.480146e+00, 1.118194e-01,6.145693e-01,FALSE,"21","WT_vs_severe"
"219","CRY1",-8.717432e-02,3.097832e-01, 4.725774e+00,-8.717432e-02,6.753123e-01,FALSE,"21","WT_vs_severe"
"221","NFIX",-1.294384e-01,7.919211e-02, 7.623695e+00,-1.294384e-01,4.522724e-01,FALSE,"21","WT_vs_severe"
"222","ST3GAL1", 4.530098e-02,7.280655e-01, 3.970008e+00, 4.530098e-02,8.986413e-01,FALSE,"21","WT_vs_severe"
"223","MMP25",-2.316649e-01,3.869312e-01, 4.517014e+00,-2.316649e-01,7.228401e-01,FALSE,"21","WT_vs_severe"
"224","IL32", 1.725778e-02,9.248529e-01, 2.373511e+00, 1.725778e-02,9.771300e-01,FALSE,"21","WT_vs_severe"
"225","PKD1",-3.831170e-01,4.924254e-03, 8.116197e+00,-3.831170e-01,3.567023e-01,FALSE,"21","WT_vs_severe"
"227","MED24",-1.571381e-01,8.218958e-02, 6.626829e+00,-1.571381e-01,4.547299e-01,FALSE,"21","WT_vs_severe"
"228","RHOBTB2",-2.907140e-02,7.697788e-01, 5.408702e+00,-2.907140e-02,9.150839e-01,FALSE,"21","WT_vs_severe"
"229","HEATR5B", 1.396956e-01,3.621934e-01, 5.586558e+00, 1.396956e-01,7.070038e-01,FALSE,"21","WT_vs_severe"
"230","SEC62", 1.255087e-01,1.254084e-01, 7.059605e+00, 1.255087e-01,5.058508e-01,FALSE,"21","WT_vs_severe"
"231","RPS20", 5.166143e-02,5.199903e-01, 9.460583e+00, 5.166143e-02,8.014349e-01,FALSE,"21","WT_vs_severe"
"232","CSDE1", 1.788192e-02,8.206577e-01, 9.330229e+00, 1.788192e-02,9.378063e-01,FALSE,"21","WT_vs_severe"
"233","UBE3C", 1.671881e-01,7.269099e-02, 6.993047e+00, 1.671881e-01,4.479480e-01,FALSE,"21","WT_vs_severe"
"234","REV3L", 9.582221e-02,2.995148e-01, 5.971541e+00, 9.582221e-02,6.660277e-01,FALSE,"21","WT_vs_severe"
"235","TENM1", 3.712786e-01,2.603213e-01, 2.550463e+00, 3.712786e-01,6.435453e-01,FALSE,"21","WT_vs_severe"
"239","FAM76A",-2.186020e-02,9.034414e-01, 3.099944e+00,-2.186020e-02,9.704430e-01,FALSE,"21","WT_vs_severe"
"241","POMT2", 8.599813e-02,2.916976e-01, 5.536401e+00, 8.599813e-02,6.603777e-01,FALSE,"21","WT_vs_severe"
"242","VTA1", 8.058026e-02,2.635700e-01, 5.967475e+00, 8.058026e-02,6.459086e-01,FALSE,"21","WT_vs_severe"
"243","MLXIPL",-2.187012e-01,3.515026e-01, 3.237636e+00,-2.187012e-01,6.997869e-01,FALSE,"21","WT_vs_severe"
"244","BAZ1B", 1.678856e-02,8.175514e-01, 7.608815e+00, 1.678856e-02,9.365933e-01,FALSE,"21","WT_vs_severe"
"245","RANBP9", 1.940856e-01,8.904582e-02, 5.931158e+00, 1.940856e-01,4.636042e-01,FALSE,"21","WT_vs_severe"
"247","SPRTN",-1.481664e-01,1.858068e-01, 4.034091e+00,-1.481664e-01,5.743246e-01,FALSE,"21","WT_vs_severe"
"248","METTL13", 7.192476e-02,3.496875e-01, 6.672966e+00, 7.192476e-02,6.991585e-01,FALSE,"21","WT_vs_severe"
"249","DYRK4",-9.134533e-02,5.842185e-01, 3.342265e+00,-9.134533e-02,8.305598e-01,FALSE,"21","WT_vs_severe"
"250","ZNF207", 1.560868e-01,9.258518e-02, 7.564124e+00, 1.560868e-01,4.660043e-01,FALSE,"21","WT_vs_severe"
"251","UQCRC1",-1.403572e-01,1.502254e-01, 7.974332e+00,-1.403572e-01,5.357215e-01,FALSE,"21","WT_vs_severe"
"252","STARD3NL", 1.016835e-01,2.612254e-01, 6.159010e+00, 1.016835e-01,6.440782e-01,FALSE,"21","WT_vs_severe"
"253","CD9", 1.009412e-01,1.973836e-01, 5.371885e+00, 1.009412e-01,5.858401e-01,FALSE,"21","WT_vs_severe"
"255","NCAPD2", 1.313033e-02,8.536503e-01, 8.692915e+00, 1.313033e-02,9.521338e-01,FALSE,"21","WT_vs_severe"
"256","IFFO1",-1.151467e-01,2.536025e-01, 4.136129e+00,-1.151467e-01,6.375281e-01,FALSE,"21","WT_vs_severe"
"257","GIPR",-1.357684e-01,4.398841e-01, 2.823108e+00,-1.357684e-01,7.548534e-01,FALSE,"21","WT_vs_severe"
"258","PHF7",-5.055762e-02,7.026435e-01, 3.664733e+00,-5.055762e-02,8.871244e-01,FALSE,"21","WT_vs_severe"
"259","SEMA3G", 1.890977e-02,8.819565e-01, 4.369041e+00, 1.890977e-02,9.615570e-01,FALSE,"21","WT_vs_severe"
"260","NISCH",-2.975612e-01,1.305489e-02, 6.934904e+00,-2.975612e-01,3.613571e-01,FALSE,"21","WT_vs_severe"
"262","FUZ",-1.291411e-01,1.986750e-01, 6.502915e+00,-1.291411e-01,5.872353e-01,FALSE,"21","WT_vs_severe"
"264","IDS",-2.480173e-02,7.355959e-01, 7.950929e+00,-2.480173e-02,9.017407e-01,FALSE,"21","WT_vs_severe"
"266","ZNF200", 7.985383e-02,5.334896e-01, 3.832440e+00, 7.985383e-02,8.078448e-01,FALSE,"21","WT_vs_severe"
"268","LRRC23",-1.840239e-01,1.832787e-01, 2.505979e+00,-1.840239e-01,5.728775e-01,FALSE,"21","WT_vs_severe"
"270","HFE", 3.892221e-01,4.328379e-02, 2.024256e+00, 3.892221e-01,4.181186e-01,FALSE,"21","WT_vs_severe"
"271","SCMH1",-7.459081e-03,9.092565e-01, 6.113650e+00,-7.459081e-03,9.717121e-01,FALSE,"21","WT_vs_severe"
"272","FYN", 3.869334e-02,6.116263e-01, 5.665899e+00, 3.869334e-02,8.434547e-01,FALSE,"21","WT_vs_severe"
"273","HIVEP2",-2.858203e-01,5.140938e-02, 5.675157e+00,-2.858203e-01,4.217563e-01,FALSE,"21","WT_vs_severe"
"275","ELOA", 1.689353e-02,8.240255e-01, 6.887583e+00, 1.689353e-02,9.382549e-01,FALSE,"21","WT_vs_severe"
"276","LYPLA2",-1.732920e-02,8.232660e-01, 6.931202e+00,-1.732920e-02,9.378719e-01,FALSE,"21","WT_vs_severe"
"277","CLCN6",-1.714026e-01,1.331092e-01, 6.547575e+00,-1.714026e-01,5.145387e-01,FALSE,"21","WT_vs_severe"
"278","MRC2",-5.755479e-02,4.570746e-01, 8.725050e+00,-5.755479e-02,7.657825e-01,FALSE,"21","WT_vs_severe"
"279","NME1-NME2",-3.532370e-01,5.773255e-02, 3.935379e+00,-3.532370e-01,4.254730e-01,FALSE,"21","WT_vs_severe"
"281","TSPAN9", 1.858581e-03,9.789696e-01, 5.958612e+00, 1.858581e-03,9.932737e-01,FALSE,"21","WT_vs_severe"
